name,cluster,x,y,z,radius,color,weight,variance,frequency
Aromatic,1.0,-2.8733158333333333,1.722915,-10.781000833333334,0.8370144464406861,purple,4.0,0.06729947029583325,1.0
Aromatic,2.0,-9.498683333333334,1.244991666666667,-12.847429166666664,1.06695356311227,purple,4.0,0.19216418595486245,1.0
HydrogenAcceptor,1.0,-13.7882,3.1359000000000004,-10.33165,1.222156127509835,orange,2.0,0.5215094725000002,0.5
HydrogenAcceptor,2.0,-12.4987,4.35985,-11.2473,1.8278011042697626,orange,2.0,1.7630557725000007,0.5
HydrogenAcceptor,3.0,-2.7684,6.3759,-5.4557,0.5,orange,1.0,0.0,0.25
HydrogenAcceptor,4.0,-5.8177,2.4941,-9.0721,0.5,orange,1.0,0.0,0.25
HydrogenAcceptor,5.0,-5.4841,0.253,-12.748850000000001,0.9286867183620227,orange,4.0,0.07650996249999978,1.0
HydrogenAcceptor,6.0,-5.516175,-1.650575,-14.165775,0.9008564853847324,orange,4.0,0.06720881562499993,1.0
HydrogenAcceptor,7.0,1.4855666666666665,0.7928333333333333,-12.423933333333332,0.6443982456033778,orange,3.0,0.017971146666666687,0.75
HydrogenAcceptor,8.0,-1.459175,2.6031,-10.106525,2.538531210516533,orange,4.0,1.4531443837500007,1.0
HydrogenDonor,1.0,-3.0589,2.1211,-9.4776,0.5,yellow,1.0,0.0,0.25
HydrogenDonor,2.0,-1.8229,3.8933,-7.6859,0.5,yellow,1.0,0.0,0.25
HydrogenDonor,3.0,-7.49735,-0.47572500000000006,-13.867099999999999,1.0467085037979555,yellow,4.0,0.14928881437500013,1.0
HydrogenDonor,4.0,-13.5531,3.7833,-10.1146,0.5,yellow,1.0,0.0,0.25
Hydrophobic,1.0,-9.498683333333334,1.244991666666667,-12.847429166666664,1.56695356311227,green,4.0,0.19216418595486245,1.0
Hydrophobic,2.0,-14.0435,2.90045,-10.45175,2.374548276707661,green,2.0,1.8893829650000002,0.5
Hydrophobic,3.0,0.2283222222222222,0.877588888888889,-13.987099999999998,1.1727616605558782,green,3.0,0.02023009456790151,0.75
Hydrophobic,4.0,-2.8733158333333333,1.722915,-10.781000833333334,1.3370144464406861,green,4.0,0.06729947029583325,1.0
Hydrophobic,5.0,-3.4475,4.06455,-8.95965,1.0,green,1.0,0.0,0.25
