name,cluster,x,y,z,radius,color,weight,variance,frequency
Aromatic,1.0,-8.834116666666668,1.5227595238095237,-12.158261904761904,0.8167644598907633,purple,7.0,0.05562116147392372,0.875
Aromatic,2.0,-1.3594119047619047,0.9247166666666666,-12.105121428571428,0.9784418693912779,purple,7.0,0.09529577892290265,0.875
HydrogenAcceptor,1.0,-13.56266,4.40944,-10.917440000000001,1.2313775159245735,orange,5.0,0.3571365831999998,0.625
HydrogenAcceptor,2.0,-12.3372,1.8871,-11.1059,0.5,orange,1.0,0.0,0.125
HydrogenAcceptor,3.0,-8.49245,2.75425,-9.27905,1.1472466357579627,orange,2.0,0.41892820750000026,0.25
HydrogenAcceptor,4.0,-5.8161,4.2948,-11.2043,0.5,orange,1.0,0.0,0.125
HydrogenAcceptor,5.0,-6.1633,4.2132,-7.6216,0.5,orange,1.0,0.0,0.125
HydrogenAcceptor,6.0,-0.5087666666666667,7.948033333333332,-5.162433333333333,1.9997787681299306,orange,3.0,2.161277133333334,0.375
HydrogenAcceptor,7.0,-2.2432,5.671900000000001,-9.579766666666666,1.9775074329574258,orange,3.0,2.0700704155555547,0.375
HydrogenAcceptor,8.0,-2.9252000000000002,5.678533333333333,-6.851833333333334,1.96748813131676,orange,3.0,2.113050737777778,0.375
HydrogenAcceptor,9.0,-5.330757142857143,-1.6449428571428573,-13.865799999999998,0.9150352249619088,orange,7.0,0.07469782775510188,0.875
HydrogenAcceptor,10.0,-6.6366,0.5951,-12.9655,0.5,orange,1.0,0.0,0.125
HydrogenAcceptor,11.0,-0.8609199999999999,1.6245,-9.49118,0.8032361864949495,orange,5.0,0.06239954319999993,0.625
HydrogenAcceptor,12.0,-3.2463,1.1673,-11.9989,0.5,orange,1.0,0.0,0.125
HydrogenAcceptor,13.0,0.6856,1.2730285714285716,-13.988485714285714,1.1765928209093874,orange,7.0,0.1449707975510203,0.875
HydrogenAcceptor,14.0,1.391814285714286,1.8487428571428572,-11.246771428571426,1.9976785855831303,orange,7.0,0.5860268457142856,0.875
HydrogenDonor,1.0,-13.577,4.485525,-11.054,1.2724070045157536,yellow,4.0,0.3232047468749999,0.5
HydrogenDonor,2.0,-8.49245,2.75425,-9.27905,1.1472466357579627,yellow,2.0,0.41892820750000026,0.25
HydrogenDonor,3.0,-6.1633,4.2132,-7.6216,0.5,yellow,1.0,0.0,0.125
HydrogenDonor,4.0,-3.1022,-1.5939,-13.9663,0.8291824266269393,yellow,2.0,0.10836107000000003,0.25
HydrogenDonor,5.0,1.7056,2.5776,-9.9299,0.5,yellow,1.0,0.0,0.125
HydrogenDonor,6.0,2.8346,1.03,-12.3963,0.5,yellow,1.0,0.0,0.125
HydrogenDonor,7.0,-2.3889,6.7933,-5.0172,0.5,yellow,1.0,0.0,0.125
Hydrophobic,1.0,-1.6292833333333334,1.5600166666666666,-8.62225,2.2487122232079297,green,6.0,0.37159788861111126,0.75
Hydrophobic,2.0,0.34098571428571434,1.1632999999999998,-15.327442857142856,1.5330602343726158,green,7.0,0.08620044653061229,0.875
Hydrophobic,3.0,2.02752,1.0461,-11.2593,1.303779035484676,green,5.0,0.051094953600000104,0.625
Hydrophobic,4.0,-1.3594119047619047,0.9247166666666666,-12.105121428571428,1.4784418693912778,green,7.0,0.09529577892290265,0.875
Hydrophobic,5.0,-13.673525,1.156075,-11.101,1.0,green,1.0,0.0,0.125
Hydrophobic,6.0,-14.70683333333333,5.352766666666667,-10.20383333333333,1.0,green,1.0,0.0,0.125
Hydrophobic,7.0,-8.834116666666668,1.5227595238095237,-12.158261904761904,1.3167644598907633,green,7.0,0.05562116147392372,0.875
Hydrophobic,8.0,-4.93248,2.12544,-11.7419,1.3556254040419486,green,5.0,0.07966986799999998,0.625
