name,cluster,x,y,z,radius,color,weight,variance,frequency
Aromatic,1.0,-1.0267583333333334,1.3583166666666666,-9.82525,0.8464089054739601,purple,2.0,0.11999912979166702,0.25
Aromatic,2.0,-0.7287111111111111,0.9264055555555557,-12.370716666666667,1.3005975271208987,purple,3.0,0.3939705747530862,0.375
Aromatic,3.0,-9.919886666666667,1.5230866666666667,-12.442353333333333,1.0795063506314833,purple,5.0,0.13158325479999916,0.625
Aromatic,4.0,-6.583449999999999,1.0042,-12.8955,0.5,purple,1.0,0.0,0.125
HydrogenAcceptor,1.0,-15.018374999999999,1.643025,-10.609275,1.9641565991638323,orange,4.0,0.7982483856250002,0.5
HydrogenAcceptor,2.0,-12.504999999999999,1.79175,-13.17265,0.9409694377164941,orange,2.0,0.1944540450000004,0.25
HydrogenAcceptor,3.0,-13.910250000000001,4.07165,-13.5852,1.1167075522482275,orange,2.0,0.38032820499999964,0.25
HydrogenAcceptor,4.0,-0.68455,2.07585,-10.008849999999999,1.5902148996872132,orange,2.0,1.1885685275000002,0.25
HydrogenAcceptor,5.0,0.8809400000000001,1.3782599999999998,-12.00522,0.999199186297413,orange,5.0,0.18250697039999988,0.625
HydrogenAcceptor,6.0,0.007050000000000001,0.92615,-14.8472,1.63144254604465,orange,2.0,1.280162235,0.25
HydrogenAcceptor,7.0,-4.8420000000000005,4.1558,-8.49505,1.2575440927761241,orange,2.0,0.5738730525000005,0.25
HydrogenAcceptor,8.0,-5.660424999999999,-1.64295,-14.156875,1.0539597943443195,orange,4.0,0.22464951125000018,0.5
HydrogenAcceptor,9.0,-4.43636,-1.3196799999999997,-13.84786,1.7317996117875667,orange,5.0,0.4564872943999999,0.625
HydrogenAcceptor,10.0,-8.5491,1.351,-12.8164,1.3345515502352148,orange,2.0,0.6964762899999994,0.25
HydrogenAcceptor,11.0,-5.0651166666666665,1.8482166666666666,-12.105500000000001,1.6874156014452377,orange,6.0,0.5694225194444442,0.75
HydrogenDonor,1.0,-15.350866666666667,1.9889,-10.6988,0.9092103954908497,yellow,3.0,0.11155138222222215,0.375
HydrogenDonor,2.0,-7.3583,2.701,-11.6228,0.5,yellow,1.0,0.0,0.125
HydrogenDonor,3.0,-7.6005,-1.0244,-13.985,0.5,yellow,1.0,0.0,0.125
HydrogenDonor,4.0,-2.8504,1.3317,-12.3072,0.5,yellow,1.0,0.0,0.125
Hydrophobic,1.0,-9.919886666666667,1.5230866666666667,-12.442353333333333,1.5795063506314833,green,5.0,0.13158325479999916,0.625
Hydrophobic,2.0,-13.9799,5.45355,-14.04994,1.9202079276446176,green,2.0,0.8467826301,0.25
Hydrophobic,3.0,-3.529025,-0.863875,-13.053058333333334,1.4530946953850945,green,2.0,0.20529480298611147,0.25
Hydrophobic,4.0,-5.7878083333333326,1.001725,-12.487266666666665,1.894262960099297,green,2.0,0.7997062418055563,0.25
Hydrophobic,5.0,-1.1764472222222224,1.2838888888888889,-9.902197222222222,1.8207012754176897,green,6.0,0.27968116337962995,0.75
Hydrophobic,6.0,0.6199166666666667,0.7648833333333336,-13.720716666666664,1.7162173512046932,green,2.0,0.5129672941666665,0.25
Hydrophobic,7.0,-0.7287111111111111,0.9264055555555557,-12.370716666666667,1.8005975271208987,green,3.0,0.3939705747530862,0.375
