name,cluster,x,y,z,radius,color,weight,variance,frequency
Aromatic,1.0,-5.5806933333333335,-0.06819799999999998,-13.040167999999998,1.8149464725925368,purple,5.0,1.1016683550853326,1.6666666666666667
Aromatic,2.0,-10.10356666666667,1.601083333333333,-12.43886666666667,0.5,purple,1.0,0.0,0.3333333333333333
HydrogenAcceptor,1.0,-15.377849999999999,3.2572,-11.085799999999999,0.9167272519286447,orange,2.0,0.1736616025000001,0.6666666666666666
HydrogenAcceptor,2.0,-13.4899,3.3347,-13.3095,0.5,orange,1.0,0.0,0.3333333333333333
HydrogenAcceptor,3.0,-9.8097,0.81,-13.473,0.5,orange,1.0,0.0,0.3333333333333333
HydrogenAcceptor,4.0,-4.568525,-1.5200999999999998,-13.960175,2.1270159191753475,orange,4.0,0.9745812587499997,1.3333333333333333
HydrogenAcceptor,5.0,-0.12116666666666666,3.2527333333333335,-9.270666666666667,1.5300319962667823,orange,3.0,0.5465956466666664,1.0
HydrogenAcceptor,6.0,-2.44,4.873,-7.8247,0.5,orange,1.0,0.0,0.3333333333333333
HydrogenAcceptor,7.0,-4.9437,3.3718,-7.38,0.5,orange,1.0,0.0,0.3333333333333333
HydrogenDonor,1.0,-2.44,4.873,-7.8247,0.5,yellow,1.0,0.0,0.3333333333333333
HydrogenDonor,2.0,-4.9437,3.3718,-7.38,0.5,yellow,1.0,0.0,0.3333333333333333
HydrogenDonor,3.0,-9.1766,0.656,-12.9983,0.5,yellow,1.0,0.0,0.3333333333333333
HydrogenDonor,4.0,-5.2447,-1.8078,-14.4744,0.5,yellow,1.0,0.0,0.3333333333333333
HydrogenDonor,5.0,-15.3075,3.664,-11.1426,0.5,yellow,1.0,0.0,0.3333333333333333
Hydrophobic,1.0,-10.423158333333333,0.8441666666666665,-13.104433333333334,2.057374418764862,green,2.0,1.1180406614583298,0.6666666666666666
Hydrophobic,2.0,-13.22585,4.8701,-14.32515,1.0,green,1.0,0.0,0.3333333333333333
Hydrophobic,3.0,-17.085,2.988266666666667,-10.5844,1.0,green,1.0,0.0,0.3333333333333333
Hydrophobic,4.0,-5.5806933333333335,-0.06819799999999998,-13.040167999999998,2.3149464725925366,green,5.0,1.1016683550853326,1.6666666666666667
Hydrophobic,5.0,-4.848433333333333,2.986833333333333,-10.56853333333333,1.0,green,1.0,0.0,0.3333333333333333
Hydrophobic,6.0,-1.37955,4.34525,-7.418733333333334,1.1889820347134734,green,2.0,0.035714209444444436,0.6666666666666666
Hydrophobic,7.0,0.8857,1.1291,-11.385,1.0,green,1.0,0.0,0.3333333333333333
Hydrophobic,8.0,-0.649,1.1071,-13.9626,1.0,green,1.0,0.0,0.3333333333333333
