filename,affinity,rmsd,smiles
Z5181681748,-7.13239,1.88121,Cc1nc2n(n1)C[C@@H](C(=O)Nc1cccc(OC3CCNCC3)c1)CC2
Z408212904,-6.26084,1.88157,COc1ccc(S(=O)(=O)NCc2ccc(N3CCNC(=O)C3)cc2)c2ccccc12
Z1050991192,-6.21127,1.88169,COc1ccccc1NC(=O)COc1ccc(C(=O)NCCCCc2nc(C)cs2)cc1OC
Z238230808,-8.59867,1.88207,CN1C(=O)c2ccc(C(=O)NCc3ccc(NC(N)=O)cc3)cc2C1=O
Z24090155,-8.41680,1.88235,CC(=O)Nc1ccc(C(=O)[C@@H](C)OC(=O)c2cc(S(N)(=O)=O)ccc2Cl)cc1
Z56823894,-3.51562,1.88249,N#CC(C#N)=C1c2cc(S(=O)(=O)NCCCO)cc([N+](=O)[O-])c2-c2c1cc(S(=O)(=O)NCCCO)cc2[N+](=O)[O-]
Z5170986609,-6.79119,1.88272,NCCCOc1ccc2c(c1)C(=O)N([C@@H]1CCC(=O)NC1=O)C2=O
Z56567879,-7.26627,1.88289,COc1ccc(NS(=O)(=O)c2cccc(NC(=O)c3ccccc3NS(=O)(=O)c3cc(C)ccc3C)c2)cc1
Z4910861180,-8.09496,1.88300,O=C1CC[C@H](N2Cc3cc(-n4cc(COC5CCOCC5)nn4)ccc3C2=O)C(=O)N1
Z114756438,-7.20629,1.88302,N#Cc1ccc(COC(=O)c2ccc(OCC(N)=O)cc2)cc1
Z165181144,-4.82787,1.88324,CC(=O)Nc1ccc(-c2ccc(S(=O)(=O)N[C@H](C)c3ccc(-n4ccnc4)cc3)cc2)cc1
Z2453052701,-7.68102,1.88346,Cc1noc(C)c1CCC(=O)NCc1ccc(-c2c[nH]cn2)cc1
Z19603719,0.16736,1.88415,COc1cccc(NC(=O)COc2ccc(C(=O)OCC(=O)Nc3cccnc3Cl)cc2)c1
Z44479128,-7.42055,1.88474,C[C@@H](Nc1ccc(NS(=O)(=O)c2ccc3c(c2)OCCO3)cc1)C(=O)NCc1ccccc1
Z8187877842,-9.19425,1.88525,O=C1CC[C@@H](N2Cc3ccc(-n4cc(C(=O)N5C[C@@H]6CC[C@@](CO)(C6)C5)nn4)cc3C2=O)C(=O)N1
Z165104450,-7.61997,1.88568,CC(=O)NCc1ccc(-c2csc(NC(=O)c3ccc([N+](=O)[O-])c(C)c3)n2)o1
Z56942000,-6.61326,1.88569,CCOC(=O)c1c(NC(=O)C/C(C)=N\Nc2ccc(S(=O)(=O)Nc3ccc(OC)cc3)cc2[N+](=O)[O-])sc(C)c1C
Z245536234,-8.52636,1.88574,CNS(=O)(=O)c1ccc(CCC(=O)N2CCCc3cc(OC)ccc32)cc1
Z168265546,-7.93254,1.88577,C[C@H](NC(=O)c1cccc(OCc2cscn2)c1)c1ccc(S(N)(=O)=O)cc1
Z144343788,-6.75616,1.88585,CCCn1c(CCC(=O)N(C)[C@@H]2CCS(=O)(=O)C2)nc2cc(S(N)(=O)=O)ccc21
Z6281471455,-6.91725,1.88600,O=C1CC[C@@H](N2Cc3cc(-n4cc(C(=O)N[C@@]5(CO)C[C@@H](O)C56CCC6)nn4)ccc3C2=O)C(=O)N1
Z654886158,-7.14094,1.88793,NC(=O)CNC(=O)c1ccc(CNC(=O)c2c[nH]c(C(N)=O)c2)cc1
Z5000147476,-8.10227,1.88793,COc1ccc(S(=O)(=O)Nc2ccc3c(c2)CN([C@H]2CCC(=O)NC2=O)C3=O)cn1
Z51418131,-3.36792,1.88835,CCn1c(S[C@@H](C(=O)Nc2cccc(OC)c2)c2ccccc2)nc2cc(S(N)(=O)=O)ccc21
Z44425542,-7.01677,1.88853,COc1ccc(NS(=O)(=O)c2ccc(-n3cc(C(=O)c4ccccc4O)cn3)c([N+](=O)[O-])c2)cc1
Z648022538,-7.88860,1.88869,Cc1noc(CCCC(=O)Nc2ccc(N3CCC(O)CC3)cc2)n1
Z850975248,-7.59104,1.88899,Cn1ccnc1C(=O)c1ccc(NCc2ccc(N3CCNC(=O)C3)cc2)c([N+](=O)[O-])c1
Z92492018,-6.99242,1.88921,C[C@H](Sc1nnc(-c2c[nH]c3ccccc23)n1C1CC1)C(=O)Nc1ccc2c(c1)OCO2
Z82255959,-8.12166,1.88928,CC(=O)NCc1ccc(-c2csc(NC(=O)c3ccc(-n4cncn4)cc3)n2)cc1
Z5089065925,-8.34505,1.88930,Cc1cc(C(=O)COc2ccc3c(c2)C(=O)N([C@H]2CCC(=O)NC2=O)C3=O)c(C)n1CC(N)=O
Z1280616240,-9.02693,1.88944,O=C1C[C@@H](Cc2ccc(C(=O)NCc3ccc4c(c3)CC(=O)N4)cc2)C(=O)N1
Z8274925592,-7.04782,1.88964,CC(C)(C)NCc1cn(-c2ccc3c(c2)CN([C@@H]2CCC(=O)NC2=O)C3=O)nn1
Z4910860432,-8.39712,1.89016,O=C1CC[C@@H](N2Cc3cc(-n4cc([C@H](O)c5ccc(Cl)cc5)nn4)ccc3C2=O)C(=O)N1
Z5015295200,-7.18411,1.89040,O=C1CC[C@@H](N2Cc3cc(-n4cc(C(=O)N[C@@]5(CO)CCC[C@@H]6C[C@@H]65)nn4)ccc3C2=O)C(=O)N1
Z18678137,-3.90007,1.89041,COc1cc2c(cc1OC)[C@H](c1ccccc1)N(C(=O)COC(=O)c1ccc(S(=O)(=O)NCc3ccco3)cc1)CC2
Z27666539,-6.63052,1.89082,COc1ccc(N(C)S(=O)(=O)c2cccc(C(=O)Nc3nc4ccccc4[nH]3)c2)cc1
Z425048138,-6.40361,1.89099,COc1ccc(-n2cnnc2SCC(=O)Nc2cnn(CC(N)=O)c2)cc1
Z24133669,-5.96696,1.89100,CCOC(=O)C1CCN(C(=O)[C@@H](C)OC(=O)c2ccc(NC(N)=O)cc2)CC1
Z606341002,-7.40799,1.89114,CC(=O)NCc1ccc(-c2csc(NC(=O)c3cc4ccc(OC(F)(F)F)cc4[nH]3)n2)o1
Z241326630,-8.43337,1.89132,CC(=O)Nc1ccc(-c2csc(NC(=O)c3sc4nc(C(C)(C)C)nc(C)c4c3C)n2)c(F)c1
Z17974222,-5.87048,1.89134,Nc1nccnc1C(=O)OCC(=O)NCCc1ccc(S(N)(=O)=O)cc1
Z8631562773,-8.98107,1.89136,Cc1ccc(C(=O)Nc2cccc(NC(=O)c3ccc4c(=O)[nH][nH]c(=O)c4c3)c2)c(O)c1
Z241326260,-7.64521,1.89170,CC(=O)NCc1ccc(-c2csc(NC(=O)c3sc4nc(C(C)(C)C)nc(C)c4c3C)n2)o1
Z241324208,-7.51679,1.89226,CC(=O)NCc1ccc(-c2csc(NC(=O)c3sc4nc(C(C)(C)C)nc(C)c4c3C)n2)s1
Z5015311264,-1.94513,1.89242,Cc1cnn([C@H]2CCN(C(=O)c3cn(-c4ccc5c(c4)CN([C@H]4CCC(=O)NC4=O)C5=O)nn3)C2)c1
Z8271683583,-7.64271,1.89251,O=C1CN(Cc2cn(-c3ccc4c(c3)CN([C@@H]3CCC(=O)NC3=O)C4=O)nn2)CCN1
Z86102676,-6.08856,1.89265,COc1ccc(NS(=O)(=O)c2ccc(O)c(C(=O)OCC(=O)NCc3ccco3)c2)cc1
Z5378200316,-8.24198,1.89275,Cc1ccc(NS(=O)(=O)c2ccc(C(=O)N3CCc4[nH]c(=O)ccc4C3)cc2)c2[nH]cc(C#N)c12
Z5015214579,-8.94905,1.89284,C[C@@H](c1nccs1)N(C)C(=O)c1cn(-c2ccc3c(c2)C(=O)N([C@@H]2CCC(=O)NC2=O)C3)nn1
Z45684739,-7.42452,1.89297,NS(=O)(=O)c1ccc(CCNS(=O)(=O)c2cccc(C(=O)O)c2)cc1
Z317455962,-7.30103,1.89306,O=C(C[C@H]1CCS(=O)(=O)C1)NNS(=O)(=O)c1ccc(S(=O)(=O)NC2CC2)cc1
Z44304494,-8.68097,1.89311,COc1ccc(C(=O)Nc2cccc(/C=C3/C(=O)Nc4ccc(Cl)cc43)c2)cc1
Z3774760687,-6.90020,1.89327,COc1ccc(-c2noc(-c3sc([C@H]4CCNC4)nc3C)n2)cn1
Z49880812,-7.07069,1.89336,Cc1ccc(-c2nnc(S)n2/N=C/c2ccc(OC(=O)c3cccc([N+](=O)[O-])c3)cc2)cc1
Z925846574,-8.62150,1.89354,Cn1c(=O)[nH]c(=O)c2[nH]c(CCC(=O)Nc3cccc(NC(=O)c4ccc5c(c4)OCO5)c3)nc21
Z4910860405,-7.96886,1.89402,C[C@H](Oc1ccc(CO)cc1)c1cn(-c2ccc3c(c2)CN([C@H]2CCC(=O)NC2=O)C3=O)nn1
Z289631126,-7.43957,1.89409,N#Cc1ccc(OCC(=O)c2ccc(NC(N)=O)cc2)c(Cl)c1
Z17935836,-5.92461,1.89456,CC(=O)c1ccc(S(=O)(=O)Nc2ccc(C(=O)OCC(=O)Nc3ccc(SC(F)F)cc3)cc2)cc1
Z362940836,-6.10202,1.89461,Cc1nc(SCc2nc(-c3cccc([N+](=O)[O-])c3)no2)sc1CC(N)=O
Z56855803,-6.88837,1.89528,COc1ccc(NS(=O)(=O)c2ccc(O)c(C(=O)OCC(=O)Nc3ccc(OC(F)(F)F)cc3)c2)cc1
Z7966079558,0.70685,1.89562,C=C(F)C(=O)N(Cc1ccc2c(c1)C(=O)N([C@@H]1CCC(=O)NC1=O)C2)[C@H](C(=O)NCCOC)c1c(C)cnn1COC
Z8187881849,-7.38262,1.89582,O=C1CC[C@H](N2Cc3ccc(-n4cc(C(=O)NCc5cnn6c5NCC6)nn4)cc3C2=O)C(=O)N1
Z240683722,-9.23433,1.89600,O=C(CCc1ccc2c(c1)OCO2)Nc1cccc(NC(=O)Nc2ccccc2)c1
Z2860540960,-6.59777,1.89610,NCCCn1ccc2cc(C(=O)NCc3ccc(N4CCNC4=O)cc3)ccc21
Z830254578,-7.26711,1.89635,NS(=O)(=O)c1ccc(CCNC(=O)c2cccc(C(=O)O)n2)cc1
Z195417816,-8.04652,1.89643,CNS(=O)(=O)Cc1ccc(CNC(=O)c2ccc(S(=O)(=O)NC3CC3)cc2)cc1
Z384070150,-7.92508,1.89653,O=C1CN(c2ccc(NC(=O)Cc3csc(-c4ccccn4)n3)cn2)CCN1
Z1678972850,-7.00926,1.89661,CC1(Cn2cc(C(=O)Nc3nc(-c4cccc(O)c4)cs3)nn2)COC1
Z972388924,-8.23729,1.89682,NC(=O)C1CCN(c2ccc(NC(=O)Cc3ccc4c(c3)CCO4)cc2)CC1
Z1130346715,-5.04673,1.89683,CC(=O)Nc1ccc(-c2ccc(S(=O)(=O)NCC3CCN(C(C)=O)CC3)cc2)cc1
Z962982336,-6.77730,1.89729,CC(C)NC(=O)Nc1ccc(CNC(=O)N2CCO[C@@H](C(N)=O)C2)cc1
Z18921672,-8.55198,1.89730,NS(=O)(=O)c1ccc(NC(=O)COC(=O)c2ccc3c(c2)OCCO3)cc1
Z15983120,-9.78589,1.89744,O=C(OCC(=O)c1c[nH]c2ccccc12)c1ccc(N2C(=O)c3cccc4c([N+](=O)[O-])ccc(c34)C2=O)cc1
Z823517112,-6.67034,1.89791,N#Cc1ccc(CNCc2ccc(N3CCC(CO)CC3)cc2)cc1
Z1827697804,-6.48187,1.89798,NC(=O)COc1ccc(C(=O)NCC2CCN(c3ncccn3)CC2)cc1
Z2776417059,-7.21728,1.89798,N[C@H]1CCc2ncc(NC(=O)COCc3cccnc3)cc2C1
Z27056852,-7.89884,1.89811,CC(=O)Nc1ccc(-c2csc(NC(=O)COc3ccc(C(C)=O)cc3)n2)cc1
Z1677136443,-7.92251,1.89830,C[C@]1(c2cccc(CNC(=O)c3ccc(-c4nnc(S)o4)cc3)c2)NC(=O)NC1=O
Z384067502,-5.56260,1.89856,O=C1CN(c2ccc(NC(=O)c3ccc(Cn4cncn4)cc3)cn2)CCN1
Z6284849759,-8.67580,1.89924,O=C1CC[C@@H](N2Cc3cc(-n4cc(-c5ccc6scnc6c5)nn4)ccc3C2=O)C(=O)N1
Z5428533643,-8.88991,1.89965,CC(C)(O)c1cccc(CNC(=O)c2ccc3c(-c4nn[nH]n4)c[nH]c3c2)c1
Z6285123817,-7.96510,1.89992,O=C1CC[C@H](N2Cc3ccc(-n4cc(C(=O)Nc5cnc6cc[nH]n6c5=O)nn4)cc3C2=O)C(=O)N1
Z49575557,-8.61216,1.90047,COc1cc(/C=N/NC(=O)c2cccnc2)ccc1OS(=O)(=O)c1ccc(C)c([N+](=O)[O-])c1
Z7606040594,-8.32800,1.90089,NCc1nc(-c2ccc(NC(=O)c3ccc4cnccc4c3)cc2)n[nH]1
Z573807838,-9.12884,1.90112,NC(=O)CNC(=O)c1ccc(CNC(=O)c2cc(Cl)c3c(c2)OCCCO3)cc1
Z6281306674,-8.55773,1.90152,O=C1CC[C@@H](N2Cc3cc(-n4cc(C(=O)NCc5cnns5)nn4)ccc3C2=O)C(=O)N1
Z56877849,-7.58495,1.90161,NNC(=O)c1ccc(NS(=O)(=O)c2cccc([N+](=O)[O-])c2)cc1
Z5015301298,-8.64281,1.90164,O=C1CC[C@@H](N2Cc3cc(-n4cc(C(=O)NCc5cn6ccsc6n5)nn4)ccc3C2=O)C(=O)N1
Z13937383,-6.97518,1.90177,CC(=O)N1CCN(C(=O)COC(=O)c2c3c(nc4ccccc24)/C(=C\c2ccc(O)cc2)CC3)CC1
Z1430520596,-9.29842,1.90205,O=C(O)c1cc2c(c(S(=O)(=O)Nc3ccc4nc(S)oc4c3)c1)CCC2
Z1278720961,-7.83166,1.90251,O=C(CO)Nc1cccc(NS(=O)(=O)c2ccc(C(=O)O)c(Cl)c2)c1
Z7308498981,-6.84360,1.90285,Cn1ncc2cc(S(=O)(=O)NC(=O)c3cnc(C4CCNCC4)nc3)cnc21
Z226009558,-6.90100,1.90305,CSc1nc(C)c(CCC(=O)Nc2nc(-c3ccc(NC(C)=O)cc3F)cs2)c(=O)[nH]1
Z5015266049,-7.66799,1.90314,O=C1CC[C@H](N2Cc3ccc(-n4cc(C(=O)NCc5cccn6ccnc56)nn4)cc3C2=O)C(=O)N1
Z5000145527,-8.50918,1.90342,N#Cc1cccc(S(=O)(=O)Nc2ccc3c(c2)CN([C@@H]2CCC(=O)NC2=O)C3=O)c1
Z8350281347,-4.29222,1.90351,O=C1CC[C@@H](N2Cc3cc(-n4cc(C(=O)NC[C@@H]5CN6CCCN5CC6)nn4)ccc3C2=O)C(=O)N1
Z119834028,-5.62513,1.90373,COc1cc(C(=O)Nc2cccc(C(=O)NC3CC3)c2)cc(OC)c1OCC(N)=O
Z4999841150,-7.93191,1.90405,O=C(O)CCc1cccc(NC(=O)c2ccc3c(c2)C(=O)N([C@H]2CCC(=O)NC2=O)C3)c1
Z30932758,-5.18240,1.90410,COc1cccc(NC(=O)COc2ccc(C(=O)NCc3ccc(S(N)(=O)=O)cc3)cc2)c1
Z5377723263,0.98622,1.90428,Cc1ccc(NS(=O)(=O)c2ccc(CNC(=O)c3cnc(-n4cccn4)cn3)cc2)c2[nH]cc(C#N)c12
Z1681164869,-8.09657,1.90449,O=C(NCCC[C@H]1CCCCO1)c1ccc(-c2nnc(S)o2)cc1
Z5015218699,-7.45968,1.90462,C[C@H]1C[C@@H]2CN(C(=O)c3cn(-c4ccc5c(c4)C(=O)N([C@@H]4CCC(=O)NC4=O)C5)nn3)CCN2C1=O
Z3782160498,-8.94963,1.90464,CC(=O)Nc1ccc(-c2ccc(S(=O)(=O)NCc3noc4c3COCC4)cc2)cc1
Z4910860220,-6.62676,1.90490,COc1ccnc(-c2cn(-c3ccc4c(c3)CN([C@@H]3CCC(=O)NC3=O)C4=O)nn2)c1
Z56958912,-6.02523,1.90507,COc1ccc([N+](=O)[O-])cc1NS(=O)(=O)c1ccc(Cl)c(C(=O)OCC(=O)NCCc2ccc(F)cc2)c1
Z30389066,-5.91256,1.90541,O=C(/C=C/c1cccc([N+](=O)[O-])c1)Nc1ccc(S(=O)(=O)/N=C2/CCCCCN2)cc1
Z7151938674,-7.72275,1.90543,O=S(=O)(c1ccc2nc(NCCc3ccc4c(c3)COCC4)ccc2c1)N1CC[C@H](OCc2nccs2)C1
Z3278141673,-6.78762,1.90560,NS(=O)(=O)c1ccc(CC(=O)Nc2ccc(C(=O)NCCO)cc2)s1
Z4994233675,-7.17798,1.90566,O=C1CC[C@H](N2C(=O)c3ccc(CCCNc4nc5ccccc5n5cncc45)cc3C2=O)C(=O)N1
Z573802530,-8.44945,1.90574,COc1cc(OC)c2cc(C(=O)NCc3ccc(C(=O)NCC(N)=O)cc3)[nH]c2c1OC
Z573806880,-7.09277,1.90579,NC(=O)CNC(=O)c1ccc(CNC(=O)COc2ccccc2[N+](=O)[O-])cc1
Z968949100,-8.04692,1.90631,O=C(Nc1cccc(NC(=O)c2ccc(Sc3ccccn3)cc2)c1)NC1CC1
Z384626930,-7.69798,1.90673,CCOc1ccc(S(=O)(=O)Nc2cccc(C(=O)NC[C@H](O)c3cccc(Cl)c3)c2)cc1
Z5000139509,-7.42555,1.90681,C[C@H](Oc1ccc2c(c1)CN([C@@H]1CCC(=O)NC1=O)C2=O)C(=O)Nc1ccccc1
Z402800976,-7.42483,1.90686,C[C@@H](Cn1cccn1)NC(=O)CCc1ccc(S(N)(=O)=O)cc1
Z92530405,-3.59174,1.90701,CC(C)NC(=O)NCc1ccc(C(=O)OCC(=O)c2ccc3c(c2)CCCN3S(C)(=O)=O)cc1
Z8213666286,-7.61899,1.90734,Cc1nc2c(NS(=O)(=O)c3ccc(CNC(=O)OC(C)(C)C)cc3)cccc2c(=O)n1[C@H]1CCC(=O)NC1=O
Z440895400,-7.30792,1.90737,COc1ccc(S(=O)(=O)N2CCCCCC2)cc1NC(=O)c1ccc(NC(=O)NC2CC2)cc1
Z1820655536,-6.79914,1.90746,COc1ccc(NS(=O)(=O)c2cccc(C(=O)N3CC[C@](O)(C(N)=O)C3)c2)cc1
Z33379941,-8.53664,1.90804,Cc1ccc(C(=O)NNC(=O)c2ccc(NS(=O)(=O)c3cccc([N+](=O)[O-])c3)cc2)cc1
Z1501277233,-7.14927,1.90825,CNC(=O)COc1ccc(CC(=O)OC2CCN(c3ccncn3)CC2)cc1
Z4994228369,-7.09717,1.90834,N#Cc1cc(NC(=O)NCCCc2ccc3c(c2)C(=O)N([C@@H]2CCC(=O)NC2=O)C3=O)ccn1
Z8077319326,-3.00239,1.90866,C[C@@H]1CN(c2cc(Cl)c(S(=O)(=O)N3CCC[C@@H]3CCCO)c(Br)c2)C[C@H]1O
Z51418791,-4.26300,1.90897,CCn1c(S[C@H](C)C(=O)Nc2cc([N+](=O)[O-])ccc2Cl)nc2cc(S(N)(=O)=O)ccc21
Z8424106437,-7.39736,1.90903,NC(=O)c1cc(-c2csc(NC(=O)c3ccc4cnoc4c3)n2)c[nH]1
Z4898799367,-6.57189,1.90913,Cc1nc(NC(=O)c2ccn(CCn3cccn3)n2)sc1-c1nnc(S)n1C
Z2007558435,-9.78087,1.90953,O=C1CCc2cc(-c3csc(NC(=O)c4ccc(-n5cnc6ccccc65)nc4)n3)ccc2N1
Z297236378,-8.00533,1.90957,COc1ccc(S(N)(=O)=O)cc1C(=O)Nc1cccc(NS(N)(=O)=O)c1
Z44901355,-3.87361,1.90958,CCOc1ccc(NC(=S)N/N=C/c2ccc(OCC(=O)Nc3c(C)cc(C)cc3C)c(OC)c2)cc1
Z67657996,-7.38803,1.90979,O=C(NCc1ccc(OC(F)F)cc1)c1ccc(CSc2nnc[nH]2)cc1
Z5379461734,2.50340,1.90980,Cc1ccc(NS(=O)(=O)c2cccc(C(=O)NNc3ncnc4nc[nH]c34)c2)c2[nH]cc(C#N)c12
Z4994227709,-6.89551,1.90981,N#Cc1ccc(NC(=O)NCCCc2ccc3c(c2)C(=O)N([C@@H]2CCC(=O)NC2=O)C3=O)cn1
Z15414643,-8.39395,1.90983,CC(=O)Nc1ccc(N2C(=O)c3ccc(C(=O)OCC(=O)NCC(F)(F)F)cc3C2=O)cc1
Z1495286112,-7.06519,1.91011,NC(=O)c1cc(-c2csc(NC(=O)c3ccn4cncc4c3)n2)c[nH]1
Z4969864370,-6.22379,1.91026,Cn1cncc1[C@@H]1CN(C(=O)c2ccc(-c3cccc(CN)c3)cc2)C[C@H]1CNC(=O)C1CC1
Z44584156,-7.25534,1.91034,COc1ccc(NS(=O)(=O)c2ccc(NNC(=O)NC3CCCCC3)c([N+](=O)[O-])c2)cc1
Z5015288937,-7.11705,1.91055,O=C1CC[C@@H](N2Cc3cc(-n4cc(C(=O)Nc5cncc(C(F)(F)F)c5)nn4)ccc3C2=O)C(=O)N1
Z340417380,-8.43346,1.91060,CC(=O)c1ccc(S(=O)(=O)Nc2ccc(C(=O)N3CCC[C@H]3C(=O)Nc3ccccc3)cc2)cc1
Z3793145462,-5.93007,1.91086,C[C@H](NC(=O)c1cnc(C2CCNCC2)nc1)c1ccc(-n2ccnn2)cc1
Z4493822471,-9.08052,1.91153,C[C@@H]1CN(c2ccnc(C(=O)Nc3cccc(C4CC(=O)NC(=O)C4)c3)c2)C[C@@H](C)O1
Z8274893703,-8.81254,1.91190,O=C1CC[C@H](N2Cc3cc(-n4cc(CCN5CCS(=O)(=O)CC5)nn4)ccc3C2=O)C(=O)N1
Z4910861479,-7.41607,1.91202,N#CCCCc1cn(-c2ccc3c(c2)CN([C@@H]2CCC(=O)NC2=O)C3=O)nn1
Z467028308,-8.28223,1.91209,O=C(NCc1ccco1)Nc1ccc(NC(=O)c2cc(-c3cccnc3)on2)cc1
Z4910864008,-7.46239,1.91225,CC(C)(C)[C@]1(C)CN(CCc2cn(-c3ccc4c(c3)C(=O)N([C@H]3CCC(=O)NC3=O)C4)nn2)CCO1
Z16715147,-6.64209,1.91261,C=CCN1C(=O)c2ccc(C(=O)OCC(=O)Nc3ccc(S(N)(=O)=O)cc3)cc2C1=O
Z24753402,-7.62758,1.91296,CC(=O)Nc1ccc(S(=O)(=O)N(C)c2ccc(OCC(=O)Nc3ccccc3C(C)=O)cc2)cc1
Z212156586,-8.00804,1.91330,O=C(OCc1nc(-c2cccnc2)no1)c1c2c(nc3ccccc13)/C(=C\c1ccc(O)cc1)CC2
Z4910860699,-7.15712,1.91333,CS(=O)(=O)c1cccc(-c2cn(-c3ccc4c(c3)CN([C@H]3CCC(=O)NC3=O)C4=O)nn2)c1
Z15730274,-8.06290,1.91354,O=C(COC(=O)c1ccc(-c2ccc(O)cc2)cc1)Nc1ccc(C(F)(F)F)cc1[N+](=O)[O-]
Z114756942,-6.00227,1.91367,Cn1c(N)c(C(=O)COC(=O)c2ccc(OCC(N)=O)cc2)c(=O)n(C)c1=O
Z184539018,-7.66885,1.91379,O=C(Nc1nc2ccccc2[nH]1)c1cccc(NS(=O)(=O)c2ccc3c(c2)OCCCO3)c1
Z6834263983,-7.67392,1.91424,Cc1cn2cc(-c3nc(-c4ccc(N5CCC(O)CC5)cc4)no3)ccc2n1
Z8213697053,-5.24335,1.91497,Cc1nc2c(NC(=O)[C@H]3CN(C(=O)c4ccco4)c4ccccc4O3)cccc2c(=O)n1[C@H]1CCC(=O)NC1=O
Z102669094,-7.00327,1.91530,O=C(c1ccc(S(=O)(=O)NC[C@@H]2CCCO2)cc1)N1CCN(Cc2ccc3c(c2)CCO3)CC1
Z3038414689,-7.41164,1.91588,O=C(c1cccc2c(C(=O)N3CCC(B(O)O)CC3)cccc12)N1CCC(B(O)O)CC1
Z431627422,-6.39660,1.91617,Cc1nn(Cc2ccc(C(=O)Nc3ccc4oc(C(N)=O)cc4c3)cc2)c(C)c1[N+](=O)[O-]
Z1233672508,-9.42030,1.91638,O=C(CCc1ccnc2ccccc12)Nc1cccc(NC(=O)NCc2ccncc2)c1
Z4308536880,-7.85469,1.91682,O=C(c1ccc(N2CCC[C@@H](O)C2)cc1)N1CCc2[nH]c(=O)ccc2C1
Z5015264676,-9.06571,1.91692,CC(C)(C)n1nccc1NC(=O)c1cn(-c2ccc3c(c2)C(=O)N([C@H]2CCC(=O)NC2=O)C3)nn1
Z4910861381,-7.08990,1.91710,CS(=O)(=O)NCCc1cn(-c2ccc3c(c2)CN([C@H]2CCC(=O)NC2=O)C3=O)nn1
Z2378844565,-6.63032,1.91740,COCCNCC(=O)NCc1ccc(N2CCC(O)CC2)c(F)c1
Z56859721,-2.44557,1.91745,COc1ccc(CC(=O)Nc2ccc(Oc3ccc(NC(=O)Cc4ccc(OC)cc4)cc3)cc2)cc1
Z2032878324,-7.06946,1.91749,NC(=O)c1cc(-c2csc(NC(=O)c3ccc4cncn4c3)n2)c[nH]1
Z4915718992,-6.62561,1.91789,CN(C)c1noc(C2CCN(C(=O)c3ccc4c(ccn4CCCNC(=O)OC(C)(C)C)c3)CC2)n1
Z3687047637,-6.74932,1.91790,O=C(N[C@@H]1C[C@@H](Cn2cc(Cl)cn2)C[C@H]1O)c1ccc(-c2cn[nH]c2)cc1
Z1614572862,-9.09341,1.91798,Cc1nn(CC(C)C)c(Cl)c1/C=C/C(=O)Nc1cccc(C(=O)N2CCC(O)CC2)c1
Z1955267729,-8.67774,1.91837,CNC(=O)c1cc2cc(NS(=O)(=O)c3ccc(C(=O)OC)cc3C)ccc2[nH]1
Z19160393,-6.33605,1.91850,COc1ccc(NS(=O)(=O)c2ccc3oc(SCC(=O)Nc4ccc5c(c4)OCCO5)nc3c2)cc1
Z6284867081,-8.73026,1.91880,O=C1CC[C@H](N2Cc3ccc(-n4cc(-c5ccc6scnc6c5)nn4)cc3C2=O)C(=O)N1
Z8242560662,-6.47110,1.91900,Cc1cnc2n1CCN(C(=O)c1cn(-c3ccc4c(c3)C(=O)N([C@H]3CCC(=O)NC3=O)C4)nn1)CC2
Z5000147527,-4.53070,1.91907,CC1(C)CC(=O)Nc2ccc(S(=O)(=O)Nc3ccc4c(c3)CN([C@H]3CCC(=O)NC3=O)C4=O)cc21
Z5015315610,-6.99066,1.91923,C[C@@H]1Oc2ccccc2[C@@H]1NC(=O)c1cn(-c2ccc3c(c2)CN([C@@H]2CCC(=O)NC2=O)C3=O)nn1
Z5015255572,-7.21250,1.91937,O=C1CC[C@H](N2Cc3ccc(-n4cc(C(=O)N5CC[C@H]6CC[C@H](O)[C@@H]5C6)nn4)cc3C2=O)C(=O)N1
Z52057724,-6.96971,1.91948,Cc1nc(-c2cccc(NC(=O)c3ccc(CSc4nnc[nH]4)cc3)c2)cs1
Z237795784,-7.59948,1.91980,NS(=O)(=O)c1cccc(S(=O)(=O)NNC(=O)c2cccc(O)c2)c1
Z92492773,-6.85660,1.91983,C[C@@H](NC(=O)CSc1nnc(-c2c[nH]c3ccccc23)n1C1CC1)c1ccc2c(c1)OCO2
Z240678426,-7.23474,1.92002,COc1ccc(/C=C/C(=O)Nc2cccc(NC(=O)Nc3ccccc3)c2)c(OC)c1
Z5267276230,-0.69844,1.92024,CCOC(=O)c1ccc(S(=O)(=O)N2CCC(c3nc(-c4cc5c([nH]c4=O)CCNC5)no3)CC2)cc1
Z19341695,-3.80512,1.92058,COc1ccc(NC(=O)COc2ccc(C(=O)OCC(=O)N[C@@](C)(C#N)C3CC3)cc2OC)cc1
Z2439256998,-7.94986,1.92070,O=C(Nc1ncc(C2CCNCC2)s1)c1cc(-c2cccnc2)on1
Z4999841334,-8.06505,1.92094,O=C(O)CCCCCCCNC(=O)c1ccc2c(c1)C(=O)N([C@@H]1CCC(=O)NC1=O)C2
Z8016214273,-7.76838,1.92103,Cc1cccc(C2(CNc3ccc4cc(S(=O)(=O)N5CC(C6CCS(=O)(=O)CC6)C5)ccc4n3)CCCCC2)c1
Z19809011,-4.18468,1.92118,O=C(CSc1nnc(SCC(=O)Nc2ccc3c(c2)OC(F)(F)O3)s1)Nc1ccc2c(c1)OC(F)(F)O2
