filename,affinity,rmsd,smiles
Z1591126611,-7.39843,1.18677,C[C@@H](NC(=O)C(=O)Nc1ccc(-c2cc[nH]n2)cc1)c1cccnc1
Z193188018,-7.59791,1.18746,COc1ccc(C(=O)Nc2nc(-c3ccc(NC(C)=O)cc3F)cs2)cc1
Z1676938419,-9.23100,1.19019,C[C@@H](NC(=O)c1ccc(-c2nnc(S)o2)cc1)c1cccc(N2CCCS2(=O)=O)c1
Z1277763056,-7.38514,1.19020,Cc1nccn1CCCCNC(=O)Nc1ccc(-c2cc[nH]n2)cc1
Z5000568411,-6.86264,1.19023,Cc1ccc(S(=O)(=O)NCC#Cc2ccc3c(c2)C(=O)N([C@@H]2CCC(=O)NC2=O)C3=O)cc1
Z1413105263,-7.84404,1.19070,Cc1cc(Oc2ccc(NS(=O)(=O)c3ccc(C(N)=O)cc3)cc2)n[nH]1
Z645148150,-7.44393,1.19077,CC(=O)c1ccc(Nc2ccc(N3CCC(O)CC3)cc2)c([N+](=O)[O-])c1
Z73363581,-7.45841,1.19161,CC(=O)NCc1ccc(-c2csc(NC(=O)c3ccc4c(c3)OCCO4)n2)s1
Z5015287635,-6.59753,1.19169,O=C1CC[C@@H](N2Cc3cc(-n4cc(C(=O)N5CCn6ncnc6C5)nn4)ccc3C2=O)C(=O)N1
Z4910860423,-8.61521,1.19216,COc1ccc(-c2cn(-c3ccc4c(c3)CN([C@@H]3CCC(=O)NC3=O)C4=O)nn2)c(F)c1
Z56770229,-7.38558,1.19249,N#C/C(=C\c1ccc(OC(=O)c2ccc([N+](=O)[O-])o2)cc1)c1nc2ccccc2[nH]1
Z4898054470,-7.76943,1.19273,CC(C)(C)OC(=O)NCc1nc(-c2ccc(NC(=O)c3cnc4cn[nH]c4c3)cc2)n[nH]1
Z27058026,-7.68048,1.19444,COc1cc(C(=O)Nc2nc(-c3ccc(NC(C)=O)cc3)cs2)ccc1OCC(C)C
Z5369601225,-8.46113,1.19460,Cc1nnc2ccc(-c3noc(-c4ccc(N5CCNCC5)nc4)n3)cn12
Z15729217,-6.28462,1.19695,COc1cccc(CNC(=O)COC(=O)c2ccc(-c3ccc(O)cc3)cc2)c1
Z8347171992,-3.50599,1.19761,CN1C[C@@H]2OCCN(C(=O)c3cn(-c4ccc5c(c4)CN([C@@H]4CCC(=O)NC4=O)C5=O)nn3)[C@@H]2C1
Z2722819935,-8.20130,1.19797,COc1ccc(-c2noc(-c3nnn(C4CCNCC4)c3C(F)F)n2)cc1
Z336893958,-8.06561,1.19820,O=C(Nc1cccc(NC(=O)c2cccnc2S)c1)c1ccc2c(c1)OCO2
Z5015267243,-10.15842,1.19863,O=C1CC[C@H](N2Cc3ccc(-n4cc(C(=O)Nc5nnc6n5CCCC6)nn4)cc3C2=O)C(=O)N1
Z8756050714,-6.48409,1.19882,NC(=O)c1ccc2[nH]c(NC(=O)c3csc(-c4ncc[nH]4)n3)nc2c1
Z6370699093,-7.94425,1.19969,NCc1nc(-c2ccc(NC(=O)c3cnn(-c4ccccn4)c3)cc2)n[nH]1
Z1497688485,-6.45670,1.20003,N#Cc1ccc(C(=O)Nc2cccc(NC(=O)CCn3ccnc3)c2)[nH]1
Z4866926010,-7.18944,1.20006,COC(=O)[C@@H]1C[C@H](n2cc(CCO)nn2)CN1C(=O)Cc1c(C)[nH]c(=O)[nH]c1=O
Z4999841065,-8.72874,1.20045,O=C1CC[C@H](N2Cc3ccc(C(=O)N4CCC(c5ccccc5C(=O)O)CC4)cc3C2=O)C(=O)N1
Z8214604909,-8.87021,1.20088,O=C1CC[C@@H](N2Cc3cc(-n4cc(-c5ccnc(CO)c5)nn4)ccc3C2=O)C(=O)N1
Z4994171796,-5.00039,1.20090,O=C1CC[C@@H](N2C(=O)c3ccc(CCCNC(=O)c4cnc5cc(O)ccc5c4)cc3C2=O)C(=O)N1
Z4994228128,-7.60491,1.20104,O=C1CC[C@@H](N2C(=O)c3ccc(CCCNC(=O)Nc4ccc5c(c4)CCO5)cc3C2=O)C(=O)N1
Z409033732,-7.24550,1.20144,COc1ccc(C(=O)NCc2ccc(NC(=O)NC(C)C)cc2)c(O)c1
Z414913462,-8.50347,1.20160,COc1ccc(CCC(=O)Nc2ccc(-c3c4c(=O)[nH][nH]c(=O)c4c4n3CCC4)cc2)cc1OC
Z18708187,-7.49220,1.20189,CCOc1ccc(S(=O)(=O)Nc2ccc(C(=O)OCC(=O)N[C@H]3CCS(=O)(=O)C3)cc2)cc1
Z1151949304,-7.94934,1.20194,COC1CCN(C(C)(C)CNC(=O)c2ccc(N3CCC[C@@H](C(N)=O)C3)cc2)CC1
Z766064916,-7.68175,1.20339,COc1cc(C(=O)N[C@@H](C)c2ccc(NC(N)=O)cc2)cc(Cl)c1OC
Z4339119031,-8.54515,1.20342,CN1C(=O)Cc2ccc(C(=O)Nc3ccc(-c4cccc(O)c4)cc3)cc21
Z70959319,-8.29297,1.20397,COc1ccc(C(=O)Nc2nc(-c3ccc4c(c3)CCC(=O)N4)cs2)cc1[N+](=O)[O-]
Z3385201168,-7.12394,1.20459,CN(CCCN)CCCNC(=O)c1ccc(-c2ccc(CN)cc2)cc1
Z304861782,-6.94576,1.20526,N#Cc1cccc(NC(=O)c2ccc(NC[C@H](O)c3ccc(Cl)cc3)c([N+](=O)[O-])c2)c1
Z1233141352,-7.01624,1.20536,CC(=O)c1ccc(S(=O)(=O)Nc2ccc(OCC(C)(C)O)cc2)cc1
Z1233538651,-7.55069,1.20548,Cc1c(NC(=O)c2ccc(CS(N)(=O)=O)cc2)cccc1[N+](=O)[O-]
Z5164734098,-8.14236,1.20574,O=C(NCc1ccc(-c2nc[nH]n2)cc1)c1cnc(-c2ccncc2)s1
Z15417089,-8.65925,1.20619,CCOc1ccc(N2C(=O)c3ccc(C(=O)OCC(=O)Nc4ccc(F)c(F)c4F)cc3C2=O)cc1
Z27058277,-8.01991,1.20649,CC(=O)Nc1ccc(-c2csc(NC(=O)c3ccc(OC(F)(F)F)cc3)n2)cc1
Z5129577827,-9.55925,1.20705,O=C1CC[C@H](N2Cc3ccc(C(=O)N4CCNCC45CCC5)cc3C2=O)C(=O)N1
Z5015286854,-7.10095,1.20785,O=C1CC[C@@H](N2Cc3cc(-n4cc(C(=O)N[C@H]5CCc6c(O)cccc65)nn4)ccc3C2=O)C(=O)N1
Z32152386,-8.01018,1.20801,CC(=O)NCCNC(=O)c1ccc(NS(=O)(=O)c2ccc(C(C)=O)cc2)cc1
Z4910860221,-8.35593,1.20805,Cn1cc(OCc2cn(-c3ccc4c(c3)CN([C@@H]3CCC(=O)NC3=O)C4=O)nn2)cn1
Z6447471991,-6.87283,1.20814,CNCc1cn(-c2ccc3c(c2)CN([C@@H]2CCC(=O)NC2=O)C3=O)nn1
Z393949986,-7.26749,1.20903,CCNC(=O)COc1cccc(NC(=O)/C=C/c2cccnc2)c1
Z5015294825,-4.44904,1.20952,C[C@@H]([C@@H]1CCCO1)N(C)C(=O)c1cn(-c2ccc3c(c2)CN([C@@H]2CCC(=O)NC2=O)C3=O)nn1
Z197775638,-7.16435,1.20960,COc1ccc(C(=O)NCc2ccc(CS(=O)(=O)NC(C)C)cc2)cn1
Z808825558,-8.50719,1.21077,CCOc1ccc(CCC(=O)Nc2cccc(NC(=O)NC)c2)cc1
Z4999840069,-3.64588,1.21086,N[C@@H]1CCc2ncc(NC(=O)c3cccc4c3CN([C@H]3CCC(=O)NC3=O)C4=O)cc2C1
Z117121202,-9.53127,1.21156,O=C(Nc1ccc(NS(=O)(=O)c2ccc3c(c2)OCCO3)cc1)c1cc(-c2ccccc2)[nH]n1
Z1269772428,-8.13432,1.21180,Cc1c(S(=O)(=O)Nc2cccc(NC(=O)CO)c2)cnn1-c1ccccn1
Z19553238,-4.76460,1.21180,CCNc1nc(NCC)n2c(SCC(=O)Nc3ccc([N+](=O)[O-])cc3C#N)nnc2n1
Z6284849860,-8.05700,1.21189,COC(=O)[C@H]1C[C@](O)(c2cn(-c3ccc4c(c3)CN([C@@H]3CCC(=O)NC3=O)C4=O)nn2)C1
Z4606340151,-7.69396,1.21194,O=C(OC[C@@H]1CCCN1)c1ccc(NC(=O)N2CCc3ncncc3C2)cc1
Z4910225483,-6.74475,1.21295,CC(C)(CC(=O)O)NC(=O)c1ccncc1-n1cc(-c2cccc3[nH]ncc23)nn1
Z1185271618,-7.54754,1.21296,Cc1ncc(/C=C/C(=O)Nc2ccc(NC(=O)NC(C)C)cc2)s1
Z766069052,-7.64532,1.21431,CC(=O)c1cc(C(=O)N[C@@H](C)c2ccc(NC(N)=O)cc2)n(C)c1
Z19605022,-4.71870,1.21480,COc1cccc(NC(=O)COc2ccc(C(=O)OCC(=O)Nc3cc([N+](=O)[O-])ccc3Cl)cc2)c1
Z318215000,-7.00476,1.21501,CS(=O)(=O)NCCCNC(=O)c1ccc(N2CCNC2=O)cc1
Z1516018887,-8.69440,1.21531,O=C(NC[C@]1(O)CCOC1)c1ccc(NS(=O)(=O)c2ccc3c(c2)OCCCO3)cc1
Z381631976,-5.78159,1.21552,O=C(CCNC(=O)c1ccsc1)Nc1ccc(CC(=O)N2CCN(c3ncccn3)CC2)cc1
Z32848040,-7.26863,1.21679,CCOc1ccc(S(=O)(=O)Nc2ccc(C(=O)N(C)CC(=O)NCc3ccco3)cc2)cc1
Z4910861549,-7.49992,1.21684,O=C1CC[C@@H](N2Cc3cc(-n4cc(CNC(=O)Nc5ccc(Cl)cc5)nn4)ccc3C2=O)C(=O)N1
Z650999600,-7.58422,1.21716,C[C@H](NC(=O)c1cnc2[nH]c(=O)[nH]c(=O)c2c1)c1ccc(NC(=O)Nc2ccccc2)cc1
Z766063304,-6.17308,1.21746,CCOc1ccc(C(=O)N[C@@H](C)c2ccc(NC(N)=O)cc2)cc1OCC
Z1498492317,-7.05124,1.21764,N#Cc1ccc(C(=O)Nc2ccc(C[C@@H]3CC(=O)NC3=O)cc2)[nH]1
Z4910860066,-7.07624,1.21782,O=C1CC[C@@H](N2Cc3cc(-n4cc([C@H](O)c5ccccc5)nn4)ccc3C2=O)C(=O)N1
Z19074952,-7.96192,1.21788,CCCNC(=O)NC(=O)COC(=O)c1ccc(NS(=O)(=O)c2ccc3c(c2)OCCO3)cc1
Z2090866187,-7.90594,1.21796,C[C@H]1C[C@@H](N2CCOCC2)CN1C(=O)c1ccc(NC(=O)c2ccc(=O)[nH]c2)cc1
Z164791050,-6.10849,1.21817,COc1ccc(S(=O)(=O)N(C)C)cc1NC(=O)c1ccc(CCNS(C)(=O)=O)s1
Z164889880,-7.93213,1.21849,O=C1CCc2cc(C(=O)Nc3nc(-c4ccc(NC(=O)c5ccccc5)cc4)cs3)ccc2N1
Z4910860149,-7.54741,1.21887,O=C1CC[C@@H](N2Cc3cc(-n4cc(C5(O)CCOCC5)nn4)ccc3C2=O)C(=O)N1
Z46114466,-7.61663,1.21888,COc1ccc(C(=O)Nc2cccc(/C=C(\Cl)c3nc4ccccc4[nH]3)c2)cc1
Z5015289451,-9.90430,1.21944,O=C1CC[C@H](N2Cc3cc(-n4cc(C(=O)N5CC[C@@]6(CC=CCO6)C5)nn4)ccc3C2=O)C(=O)N1
Z4718398539,-6.13115,1.21945,O=C(Nc1ccc(C(=O)N[C@@H]2c3cccc(O)c3C[C@@H]2C(=O)O)cc1)NC1CC1
Z336888328,-9.58424,1.21954,O=C(Nc1cccc(NC(=O)c2ccc(=O)[nH]n2)c1)c1ccc2c(c1)OCO2
Z1841078988,-6.96946,1.21963,COCCNc1ccccc1NC(=O)c1ccc(NC(N)=O)cc1
Z2108701889,-6.98253,1.22110,NC(=O)Nc1ccc(NC(=O)COCc2cccnc2)cc1
Z1955268097,-8.91525,1.22143,CNC(=O)c1cc2cc(NS(=O)(=O)c3ccc([N+](=O)[O-])cc3C(F)(F)F)ccc2[nH]1
Z2356781592,-6.12336,1.22166,CN(C[C@H]1CCCC[C@@H]1O)C(=O)Nc1cnc(N2CCNCC2)nc1
Z3302439995,-7.77529,1.22184,Cn1c(-c2nc3ccc(O)cc3s2)nnc1N1CCn2ncc(Cl)c2C1
Z4999955218,-6.79606,1.22211,CC(C)(O)Cc1ccccc1-c1ccc2c(c1)C(=O)N([C@@H]1CCC(=O)NC1=O)C2
Z2752916802,-9.14276,1.22230,O=C(/C=C/c1ccc(N2CCC(O)CC2)cc1)c1ccc2c(c1)CCO2
Z1940939523,-6.03772,1.22270,CNC(=O)c1cc2cc(NC(=O)N3CCN(c4ccc(F)cn4)CC3)ccc2[nH]1
Z19160933,-6.37884,1.22303,COc1ccc(NS(=O)(=O)c2ccc3oc(SCC(=O)NC(=O)NCC(C)C)nc3c2)cc1
Z287486150,-6.11272,1.22321,CCNC(=O)COc1ccc(C(=O)NNC(=O)C[C@@H]2CCS(=O)(=O)C2)cc1
Z6281309346,-7.44326,1.22352,C[C@@H](NC(=O)c1cn(-c2ccc3c(c2)CN([C@@H]2CCC(=O)NC2=O)C3=O)nn1)c1nc2ccccc2[nH]1
Z8235898582,-7.14874,1.22392,C[C@@H]1[C@@H](NC(=O)c2cn(-c3ccc4c(c3)C(=O)N([C@H]3CCC(=O)NC3=O)C4)nn2)C2CCN1CC2
Z5084039781,-7.78941,1.22411,Cc1ccc2c(c1C)[C@@H](NC(=O)c1cn(-c3ccc4c(c3)CN([C@@H]3CCC(=O)NC3=O)C4=O)nn1)CC2
Z32799545,-8.46638,1.22472,O=C(Cc1c[nH]c2ccccc12)Nc1ccc(NS(=O)(=O)c2ccc3c(c2)OCCCO3)cc1
Z70959226,-8.01869,1.22553,O=C1CCc2cc(-c3csc(NC(=O)c4ccc([N+](=O)[O-])cc4Cl)n3)ccc2N1
Z1273926031,-5.80622,1.22631,NC(=O)CS(=O)(=O)c1ccc(C(=O)Nc2cnn(Cc3ccncc3)c2)cc1
Z823515118,-6.88311,1.22644,N#Cc1ccc(CNCc2ccc(N3CCC(O)CC3)c(F)c2)cc1
Z968851576,-6.49993,1.22649,COc1ccc(CNC(=O)c2ccc(S(=O)(=O)CCO)cc2)cc1OC
Z1528727678,-5.78767,1.22670,COc1cc(/C=C/C(=O)N2CC[C@H](C(=O)O)C2)ccc1OCC(N)=O
Z71577470,-7.60665,1.22690,O=C(Nc1ncccc1O)c1ccc(NS(=O)(=O)c2ccc3[nH]c(=O)[nH]c3c2)cc1
Z27058197,-7.28051,1.22696,CC(=O)Nc1ccc(-c2csc(NC(=O)c3ccc([N+](=O)[O-])cc3Cl)n2)cc1
Z5116347379,-9.32073,1.22718,NCc1ccc(CNC(=O)c2ccc3c(c2)C(=O)N([C@H]2CCC(=O)NC2=O)C3)c(F)c1
Z5198666680,-6.31608,1.22721,COc1cc(C(=O)N2CCN([C@](C)(CO)c3ccc(Br)cc3)CC2)ccc1OCC(=O)Nc1ccc(Br)cc1
Z4910858656,-7.04821,1.22726,CC(C)C[C@H](O)c1cn(-c2ccc3c(c2)CN([C@@H]2CCC(=O)NC2=O)C3=O)nn1
Z1281818734,-7.11877,1.22787,NC(=O)c1ccc(C(=O)Nc2nc(-c3ccc(O)cc3)cs2)nc1
Z4400904313,-7.67704,1.22792,C[C@@H]1Oc2ccccc2[C@@H]1NC(=O)Nc1ccc(NC(=O)c2cccc(S(C)(=O)=O)c2)c(Cl)c1
Z237640294,-3.75271,1.22834,COc1cc2c(cc1OC)CN(C(=O)CSc1nnc(CCC(N)=O)n1C1CC1)CC2
Z164760464,-7.23396,1.22842,CC(=O)Nc1ccc(-c2csc(NC(=O)C3=NN(C)C(=O)CC3)n2)cc1
Z6285146441,-6.71865,1.22854,CC1=C(CNC(=O)c2cn(-c3ccc4c(c3)CN([C@@H]3CCC(=O)NC3=O)C4=O)nn2)C(C)(C)CCC1
Z15415938,-8.92332,1.22877,CCOc1ccc(N2C(=O)c3ccc(C(=O)OCC(=O)Nc4cc(F)ccc4F)cc3C2=O)cc1
Z139948252,-7.82828,1.22880,NC(=O)COc1ccc(/C=C/C(=O)N2CCC(C(N)=O)CC2)cc1
Z5000464739,-7.64820,1.22923,O=C1CC[C@@H](N2Cc3cc(-c4cc(O)c(F)cn4)ccc3C2=O)C(=O)N1
Z5378247397,-6.03790,1.22988,Cc1ccc(NS(=O)(=O)c2ccc(C(=O)NNC(=O)c3cn4c(n3)CCCC4)cc2)c2[nH]cc(C#N)c12
Z89465133,-7.30472,1.23152,CCN(CC(=O)Nc1ccc(OC)cc1)C(=O)c1ccc(NS(=O)(=O)c2ccc(C(C)=O)cc2)cc1
Z19074848,-7.93061,1.23264,O=C(COC(=O)c1ccc(NS(=O)(=O)c2ccc3c(c2)OCCO3)cc1)NCc1cccs1
Z5015299547,-8.54558,1.23298,CO[C@@H]1CCOC[C@H]1NC(=O)c1cn(-c2ccc3c(c2)CN([C@H]2CCC(=O)NC2=O)C3=O)nn1
Z116358866,-7.07104,1.23415,COc1cc(C(=O)Nc2cccc(S(N)(=O)=O)c2)ccc1OCC(N)=O
Z5402081639,-7.56208,1.23420,COc1cccc(O)c1C(=O)Nc1cccc(NC(=O)c2cncc(C(N)=O)c2)c1
Z6285134557,-6.71400,1.23424,O=C1CC[C@@H](N2Cc3cc(-n4cc(C(=O)NC5(CO)CC6(CCCC6)C5)nn4)ccc3C2=O)C(=O)N1
Z1529124843,-7.74998,1.23592,Cc1ccc2cc(C(=O)Oc3ccc(C(=O)NCC(N)=O)cc3)ccc2n1
Z5210477995,-6.36643,1.23595,COc1ccc(S(=O)(=O)N2CCC(c3nc(-c4cc5c([nH]c4=O)CCOC5)no3)CC2)cc1
Z2067487925,2.26745,1.23621,CCOC(=O)c1ccc(OC)c(S(=O)(=O)Nc2ccc(C[C@@H]3CC(=O)NC3=O)cc2)c1
Z57868526,-7.76693,1.23645,COc1cccc(C2=N/C(=C\c3ccc(OCC(N)=O)cc3)C(=O)O2)c1
Z635097004,-7.30878,1.23651,CC(C)NC(=O)Nc1cccc(C(=O)N(C)S(=O)(=O)c2ccc3c(c2)OCCO3)c1
Z8275091958,-8.13363,1.23659,COC1CCN(Cc2cn(-c3ccc4c(c3)CN([C@@H]3CCC(=O)NC3=O)C4=O)nn2)CC1
Z15730273,-6.18873,1.23670,Cn1c(N)c(C(=O)COC(=O)c2ccc(-c3ccc(O)cc3)cc2)c(=O)n(C)c1=O
Z24134089,-6.81245,1.23720,NC(=O)Nc1ccc(C(=O)OCC(=O)NC[C@@H]2CCCO2)cc1
Z27058183,-8.17771,1.23728,CC(=O)Nc1ccc(-c2csc(NC(=O)c3ccc4c(c3)OCO4)n2)cc1
Z1591125975,-7.11776,1.23782,O=C(NCCn1ccnc1)C(=O)Nc1ccc(-c2cc[nH]n2)cc1
Z57241924,-7.71956,1.23852,O=C(N/N=C\c1ccccc1O)c1ccc(C(=O)N/N=C/c2ccccc2O)cc1
Z15415533,-8.36473,1.23888,COc1ccccc1NC(=O)COC(=O)c1ccc2c(c1)C(=O)N(c1ccc(NC(C)=O)cc1)C2=O
Z6739783927,-7.03684,1.23917,NC(=O)CCNC(=O)c1ccc(NC(=O)c2ccc(C3CC(=O)C3)cc2)cc1
Z6284867094,-7.83494,1.23948,O=C(O)Cn1cc(-c2cn(-c3ccc4c(c3)C(=O)N([C@@H]3CCC(=O)NC3=O)C4)nn2)cn1
Z15729400,-7.81035,1.24083,O=C(COC(=O)c1ccc(-c2ccc(O)cc2)cc1)N[C@@H]1CCS(=O)(=O)C1
Z46615784,-7.12998,1.24144,COc1ccc(C(=O)Nc2cccc(/C=c3\s/c(=C\C(=O)C(C)(C)C)[nH]c3=O)c2)cc1
Z5015287390,-7.81639,1.24148,CCc1noc(C)c1NC(=O)c1cn(-c2ccc3c(c2)CN([C@H]2CCC(=O)NC2=O)C3=O)nn1
Z2773550585,-6.45622,1.24183,COCCOCc1noc(-c2ccc(-c3cn[nH]c3)cn2)n1
Z5292566229,-7.90027,1.24274,O=C(NCc1cc(C2CCNCC2)no1)c1ccnc(-c2ncc[nH]2)c1
Z109612646,-7.29948,1.24455,CC(=O)c1c[nH]c(C(=O)Nc2nc(-c3ccc4c(c3)CCC(=O)N4)cs2)c1
Z44479156,-8.49226,1.24475,C[C@@H](Nc1ccc(NS(=O)(=O)c2ccc3c(c2)OCCO3)cc1)C(=O)NC1CCCC1
Z5015313262,-6.88787,1.24640,O=C1CC[C@@H](N2Cc3cc(-n4cc(C(=O)N[C@@H]5CCOC6(CCCC6)C5)nn4)ccc3C2=O)C(=O)N1
Z1430614217,-8.37464,1.24656,Cc1ccc(NC(=O)c2ccc(C[C@@H]3CC(=O)NC3=O)cc2)cc1O
Z167936256,-4.88076,1.24684,COc1ccc(-c2nnc(CSc3nnc(CCC(N)=O)n3CC(C)C)o2)cc1
Z1315115370,-7.75940,1.24742,COC(=O)Cc1nnc(NC(=O)c2ccc(C[C@H]3CC(=O)NC3=O)cc2)[nH]1
Z2046187514,-8.78045,1.24746,CN1CCO[C@H]2CCN(C(=O)C(=O)Nc3ccc(-c4cc[nH]n4)cc3)C[C@H]21
Z8315218536,-9.16395,1.24777,O=C1CCN(c2ccc(NC(=O)c3cnc4c(c3O)CNCC4)cc2)C(=O)N1
Z5015300119,-6.94450,1.24915,O=C1CC[C@@H](N2Cc3cc(-n4cc(C(=O)Nc5cccc6ccc(=O)[nH]c56)nn4)ccc3C2=O)C(=O)N1
Z7760275268,-5.59174,1.24982,CCCNC(=O)Nc1ccc(CC(=O)N2CC(c3ccnc(N)n3)C2)cc1
Z15417119,-6.92518,1.25104,CCOc1ccc(N2C(=O)c3ccc(C(=O)OCC(=O)NCCCc4ccccc4)cc3C2=O)cc1
Z4999840969,-7.99053,1.25115,O=C1CC[C@H](N2Cc3ccc(C(=O)NCc4cccc(C(=O)O)c4)cc3C2=O)C(=O)N1
Z5630151190,-6.52070,1.25181,CN1CCC(Cc2nc(-c3ccc(-c4cccc(CO)c4)cc3F)no2)CC1
Z70960667,-7.67277,1.25185,CCn1nnc2cc(C(=O)Nc3nc(-c4ccc5c(c4)CCC(=O)N5)cs3)ccc21
Z6619028358,-8.05731,1.25203,COc1cccc(C(=O)Nc2cccc(NC(=O)c3ccc(NC(N)=O)cc3)c2)c1N
Z572508578,-6.77427,1.25219,CCCC(=O)Nc1nc2ccc(NS(=O)(=O)c3ccc(S(C)(=O)=O)cc3)cc2s1
Z49707218,-7.14430,1.25229,CCOc1ccc(S(=O)(=O)Nc2ccccc2C(=O)N/N=C\c2ccc(OC)c(O)c2)cc1
Z6285153116,-8.80833,1.25232,O=C1CC[C@@H](N2Cc3cc(-n4cc(C(=O)Nc5cnccc5C5CC5)nn4)ccc3C2=O)C(=O)N1
Z441651626,-6.25508,1.25249,C=CC[C@@H](NC(C)=O)C(=O)Nc1ncc(S(=O)(=O)c2ccc([N+](=O)[O-])cc2)s1
Z4910860395,-7.18478,1.25282,O=C1CC[C@@H](N2Cc3cc(-n4cc([C@H](O)c5ccc(F)cc5)nn4)ccc3C2=O)C(=O)N1
Z27664836,-8.89760,1.25324,CCOc1ccc(N2C(=O)c3ccc(C(=O)Nc4nc5ccccc5[nH]4)cc3C2=O)cc1
Z1230936361,-8.12305,1.25340,COc1cccc(COC(=O)c2ccc(N3CCC(O)CC3)cc2)c1
Z18708239,-7.88729,1.25403,CCOc1ccc(S(=O)(=O)Nc2ccc(C(=O)OCC(=O)NC(N)=O)cc2)cc1
Z200656192,-7.41916,1.25415,CS(=O)(=O)Nc1ccc(-c2csc(NC(=O)c3ccc4c(c3)OCCCO4)n2)cc1
Z5000595187,-7.22013,1.25415,CCc1cnc(NC(=O)C(=O)NCCCc2ccc3c(c2)C(=O)N([C@H]2CCC(=O)NC2=O)C3=O)s1
Z1955877168,-8.52667,1.25504,Cc1sc(NC(=O)c2ccc3nnn(C)c3c2)nc1-c1ccc2c(c1)CCC(=O)N2
Z1456529615,-7.05952,1.25513,O=C(NCc1ccc(N2CCNCC2)c(F)c1)c1ccc(=O)[nH]n1
Z4493824070,-5.26218,1.25551,CNc1cccc(-c2cn(CC(=O)N3CCC4(CC3)CNC(=O)N4C)nn2)c1
Z28039895,-8.92767,1.25654,CCOc1ccc(N2C(=O)c3ccc(C(=O)N(C)CC(=O)Nc4c(C)cc(C)cc4C)cc3C2=O)cc1
Z4900320638,-6.31418,1.25692,CC(=O)Nc1ccc(-c2ccc(S(=O)(=O)N3CCN(S(C)(=O)=O)C(C)(C)C3)cc2)cc1
Z8275185664,-7.21668,1.25705,CN[C@H](c1cn(-c2ccc3c(c2)CN([C@@H]2CCC(=O)NC2=O)C3=O)nn1)C1CCC1
Z5015321295,-4.72261,1.25714,O=C1CC[C@@H](N2Cc3cc(-n4cc(C(=O)NC5(C6CCOCC6)CC5)nn4)ccc3C2=O)C(=O)N1
Z916043732,-5.91535,1.25716,CCN(CC)CCn1cc(NS(=O)(=O)c2ccc(-c3ccc(NC(C)=O)cc3)cc2)cn1
Z4384795021,-7.38689,1.25763,COc1cc(-c2nc(-c3ccc4c(c3)CCO4)no2)ccc1OCCN
Z5015315763,-6.36478,1.25807,CS(=O)(=O)c1cccc(CNC(=O)c2cn(-c3ccc4c(c3)CN([C@@H]3CCC(=O)NC3=O)C4=O)nn2)c1
Z5054164066,-6.72506,1.25866,O=S(=O)(NCCNS(=O)(=O)C1CC1)c1ccc(-c2ccnc3[nH]ccc23)cc1
Z44425609,-6.90725,1.25868,COc1ccc(O)c(C(=O)c2cnn(-c3ccc(S(=O)(=O)N4CCOCC4)cc3[N+](=O)[O-])c2)c1
Z5015221066,-7.73513,1.25957,C[C@H](NC(=O)c1cn(-c2ccc3c(c2)C(=O)N([C@H]2CCC(=O)NC2=O)C3)nn1)c1n[nH]c(N)n1
Z44602209,-6.68520,1.26029,N#Cc1ccc(NC(=O)Nc2ccc(NC(=O)Nc3ccc(C#N)cc3)cc2)cc1
Z5015308896,-6.76269,1.26042,C[C@H](NC(=O)c1cn(-c2ccc3c(c2)CN([C@@H]2CCC(=O)NC2=O)C3=O)nn1)c1n[nH]c(N)n1
Z5113900495,-7.85743,1.26176,N[C@@H](CNC(=O)c1ccc2c(c1)CN([C@H]1CCC(=O)NC1=O)C2=O)c1ccccc1
Z4056048618,-7.60386,1.26214,CC[C@@H]1CN(C(=O)c2ccc3c(c2)C(=O)N([C@H]2CCC(=O)NC2=O)C3)CCN1
Z67727432,-6.49215,1.26284,CC(=O)NCc1ccc(-c2csc(NC(=O)c3ccc(S(=O)(=O)N(C)C)cc3)n2)cc1
Z4910862115,-8.32789,1.26288,COc1ccc(-c2cn(-c3ccc4c(c3)C(=O)N([C@H]3CCC(=O)NC3=O)C4)nn2)nn1
Z4676882997,-6.67667,1.26293,COc1ccc(NS(=O)(=O)Cc2ccc(NC(=O)[C@H](C)N)cc2)cc1
Z336893310,-8.13905,1.26332,O=C(Nc1cccc(NC(=O)c2cccnc2O)c1)c1ccc2c(c1)OCO2
Z89603877,-6.19228,1.26353,O=C(Nc1ccc(-c2csc(NC(=O)c3ccc([N+](=O)[O-])cc3Cl)n2)cc1)c1ccccc1
Z4898721563,-6.32654,1.26372,Nc1nsc(N2CCN(C(=O)C(=O)Nc3ccc(NC(=O)NCc4ccco4)cc3)CC2)n1
Z545002108,-6.60718,1.26450,CC(C)NC(=O)Nc1ccc(CNC(=O)N2CCC3(CC2)OCCO3)cc1
Z192570680,-8.30298,1.26519,NS(=O)(=O)Cc1ccc(CNC(=O)c2ccc3c(c2)OCO3)cc1
Z6280912639,-6.22856,1.26545,C[C@@H]1N(C(=O)c2cn(-c3ccc4c(c3)C(=O)N([C@H]3CCC(=O)NC3=O)C4)nn2)CCOC1(C)C
Z1281819061,-7.83862,1.26587,CCN(CC)C(=O)c1ccc(C(=O)Nc2nc(-c3ccc(O)cc3)cs2)cc1
