name,cluster,x,y,z,radius,color,weight,variance,frequency
Aromatic,1.0,-1.269966666666667,1.3144,-11.8559,0.5,purple,1.0,0.0,0.3333333333333333
Aromatic,2.0,-1.41745,1.230533333333333,-11.9738,0.5,purple,1.0,0.0,0.3333333333333333
Aromatic,3.0,-1.209616666666667,1.153966666666667,-12.0122,0.5,purple,1.0,0.0,0.3333333333333333
HydrogenAcceptor,1.0,-10.4576,2.3612,-11.9057,0.5,orange,1.0,0.0,0.3333333333333333
HydrogenAcceptor,2.0,-10.4378,2.3761,-12.1168,0.5,orange,1.0,0.0,0.3333333333333333
HydrogenAcceptor,3.0,-10.0031,2.9718,-11.745,0.5,orange,1.0,0.0,0.3333333333333333
HydrogenAcceptor,4.0,-13.6275,0.7872,-10.5996,0.5,orange,1.0,0.0,0.3333333333333333
HydrogenAcceptor,5.0,-13.7382,1.1837,-10.9562,0.5,orange,1.0,0.0,0.3333333333333333
HydrogenAcceptor,6.0,-15.9006,0.5061,-11.8657,0.5,orange,1.0,0.0,0.3333333333333333
HydrogenAcceptor,7.0,-3.623,5.2598,-9.2278,0.5,orange,1.0,0.0,0.3333333333333333
HydrogenAcceptor,8.0,-6.2654,5.9829,-8.3939,0.5,orange,1.0,0.0,0.3333333333333333
HydrogenAcceptor,9.0,-4.703366666666667,0.041299999999999996,-13.3545,0.6086963865289201,orange,3.0,0.008500835555555544,1.0
HydrogenAcceptor,10.0,0.4468,1.1654,-14.0161,0.5,orange,1.0,0.0,0.3333333333333333
HydrogenAcceptor,11.0,0.5793,1.0309,-14.1796,0.5,orange,1.0,0.0,0.3333333333333333
HydrogenAcceptor,12.0,0.539,1.392,-13.9271,0.5,orange,1.0,0.0,0.3333333333333333
HydrogenAcceptor,13.0,-0.37355,1.6758000000000002,-9.33985,0.5955351505991383,orange,2.0,0.009126965000000037,0.6666666666666666
HydrogenAcceptor,14.0,-0.1985,1.5688,-9.3725,0.5,orange,1.0,0.0,0.3333333333333333
HydrogenAcceptor,15.0,1.4582,1.69,-11.3317,0.5,orange,1.0,0.0,0.3333333333333333
HydrogenAcceptor,16.0,1.2773,1.5833,-11.5141,0.5,orange,1.0,0.0,0.3333333333333333
HydrogenAcceptor,17.0,1.5905,1.4585,-11.5439,0.5,orange,1.0,0.0,0.3333333333333333
HydrogenDonor,1.0,-11.1638,1.7573,-14.0058,0.5,yellow,1.0,0.0,0.3333333333333333
HydrogenDonor,2.0,-10.9847,1.2537,-14.062,0.5,yellow,1.0,0.0,0.3333333333333333
HydrogenDonor,3.0,-11.4373,1.9137,-13.0678,0.5,yellow,1.0,0.0,0.3333333333333333
HydrogenDonor,4.0,-5.0049,5.1737,-7.4521,0.5,yellow,1.0,0.0,0.3333333333333333
HydrogenDonor,5.0,-4.1081,5.2982,-8.584,0.5,yellow,1.0,0.0,0.3333333333333333
Hydrophobic,1.0,-12.97083333333333,1.367633333333333,-12.91943333333333,1.0,green,1.0,0.0,0.3333333333333333
Hydrophobic,2.0,-12.88863333333333,0.4902666666666666,-13.1088,1.0,green,1.0,0.0,0.3333333333333333
Hydrophobic,3.0,-13.93136666666667,0.9247,-10.15636666666667,1.0,green,1.0,0.0,0.3333333333333333
Hydrophobic,4.0,-13.92626666666667,1.113366666666667,-10.4053,1.0,green,1.0,0.0,0.3333333333333333
Hydrophobic,5.0,-16.5808,0.4501,-10.6098,1.0,green,1.0,0.0,0.3333333333333333
Hydrophobic,6.0,-0.01325,0.9722999999999999,-15.39785,1.0970457366399986,green,2.0,0.00941787499999996,0.6666666666666666
Hydrophobic,7.0,0.0772,1.1307,-15.1734,1.0,green,1.0,0.0,0.3333333333333333
Hydrophobic,8.0,-1.269966666666667,1.3144,-11.8559,1.0,green,1.0,0.0,0.3333333333333333
Hydrophobic,9.0,-1.41745,1.230533333333333,-11.9738,1.0,green,1.0,0.0,0.3333333333333333
Hydrophobic,10.0,-1.209616666666667,1.153966666666667,-12.0122,1.0,green,1.0,0.0,0.3333333333333333
Hydrophobic,11.0,2.161,0.47615,-11.523,1.081142790807317,green,2.0,0.006584152500000012,0.6666666666666666
Hydrophobic,12.0,2.2613,0.2266,-11.6557,1.0,green,1.0,0.0,0.3333333333333333
Hydrophobic,13.0,-7.403805555555556,0.7723500000000002,-13.218772222222219,1.0813316106754427,green,3.0,0.0036826417901234085,1.0
Hydrophobic,14.0,-1.29215,1.56445,-8.2807,1.0966727727956533,green,2.0,0.009345624999999986,0.6666666666666666
Hydrophobic,15.0,-1.1057,1.3523,-8.3017,1.0,green,1.0,0.0,0.3333333333333333
Hydrophobic,16.0,-5.71365,3.433175,-10.44215,1.0,green,1.0,0.0,0.3333333333333333
Hydrophobic,17.0,-5.511374999999999,3.4544,-10.5315,1.0,green,1.0,0.0,0.3333333333333333
Hydrophobic,18.0,-5.553025,3.6815,-10.389975,1.0,green,1.0,0.0,0.3333333333333333
Hydrophobic,19.0,-3.9513,5.6637,-6.5477,1.0,green,1.0,0.0,0.3333333333333333
Hydrophobic,20.0,-2.9789,4.4946,-9.0921,1.0,green,1.0,0.0,0.3333333333333333
