name,cluster,x,y,z,radius,color,weight,variance,frequency
Aromatic,1.0,-1.33385,1.280583333333333,-9.965433333333335,0.5,purple,1.0,0.0,0.08333333333333333
Aromatic,2.0,-0.7196666666666668,1.43605,-9.685066666666666,0.5,purple,1.0,0.0,0.08333333333333333
Aromatic,3.0,-1.346983333333333,0.8617166666666667,-12.40003333333333,0.5,purple,1.0,0.0,0.08333333333333333
Aromatic,4.0,-1.240133333333333,0.5661333333333333,-12.47951666666667,0.5,purple,1.0,0.0,0.08333333333333333
Aromatic,5.0,-0.6195666666666667,0.9158833333333334,-12.5936,0.5,purple,1.0,0.0,0.08333333333333333
Aromatic,6.0,-0.04748333333333334,0.9887,-12.2644,0.5,purple,1.0,0.0,0.08333333333333333
Aromatic,7.0,-10.068433333333335,1.598175,-12.361141666666668,0.5853462661098252,purple,2.0,0.007283985138888965,0.16666666666666666
Aromatic,8.0,-9.988866666666667,1.724866666666666,-12.10705,0.5,purple,1.0,0.0,0.08333333333333333
Aromatic,9.0,-9.730649999999999,1.613783333333333,-12.27486666666667,0.5,purple,1.0,0.0,0.08333333333333333
Aromatic,10.0,-9.979266666666666,1.344416666666667,-12.55775,0.5,purple,1.0,0.0,0.08333333333333333
Aromatic,11.0,-9.86735,1.3371,-12.98868333333333,0.5,purple,1.0,0.0,0.08333333333333333
Aromatic,12.0,-4.454233333333334,-0.5740333333333333,-13.23023333333333,0.5,purple,1.0,0.0,0.08333333333333333
Aromatic,13.0,-4.383166666666667,-0.61135,-13.04028333333333,0.5,purple,1.0,0.0,0.08333333333333333
Aromatic,14.0,-4.8101,-0.7019,-13.59356,0.5,purple,1.0,0.0,0.08333333333333333
Aromatic,15.0,-6.391052222222222,0.38726111111111106,-13.019783333333335,0.6192792110300473,purple,3.0,0.008018266886419658,0.25
Aromatic,16.0,-6.30176,0.18526,-12.86634,0.5,purple,1.0,0.0,0.08333333333333333
Aromatic,17.0,-6.211866666666666,0.5328166666666667,-12.59453333333333,0.5,purple,1.0,0.0,0.08333333333333333
Aromatic,18.0,-6.583449999999999,1.0042,-12.8955,0.5,purple,1.0,0.0,0.08333333333333333
HydrogenAcceptor,1.0,-15.2449,2.1408,-10.8378,0.5,orange,1.0,0.0,0.08333333333333333
HydrogenAcceptor,2.0,-15.4489,2.2415,-10.4984,0.5,orange,1.0,0.0,0.08333333333333333
HydrogenAcceptor,3.0,-15.3588,1.5844,-10.7602,0.5,orange,1.0,0.0,0.08333333333333333
HydrogenAcceptor,4.0,-15.4482,2.8504,-11.029,0.5,orange,1.0,0.0,0.08333333333333333
HydrogenAcceptor,5.0,-15.3075,3.664,-11.1426,0.5,orange,1.0,0.0,0.08333333333333333
HydrogenAcceptor,6.0,-14.0209,0.6054,-10.3407,0.5,orange,1.0,0.0,0.08333333333333333
HydrogenAcceptor,7.0,-12.5238,2.1302,-12.8906,0.5,orange,1.0,0.0,0.08333333333333333
HydrogenAcceptor,8.0,-12.4862,1.4533,-13.4547,0.5,orange,1.0,0.0,0.08333333333333333
HydrogenAcceptor,9.0,-13.4899,3.3347,-13.3095,0.5,orange,1.0,0.0,0.08333333333333333
HydrogenAcceptor,10.0,-13.6536,3.9603,-13.0356,0.5,orange,1.0,0.0,0.08333333333333333
HydrogenAcceptor,11.0,-14.1669,4.183,-14.1348,0.5,orange,1.0,0.0,0.08333333333333333
HydrogenAcceptor,12.0,-9.8097,0.81,-13.473,0.5,orange,1.0,0.0,0.08333333333333333
HydrogenAcceptor,13.0,-9.3486,1.585,-12.8666,0.5,orange,1.0,0.0,0.08333333333333333
HydrogenAcceptor,14.0,-7.7496,1.117,-12.7662,0.5,orange,1.0,0.0,0.08333333333333333
HydrogenAcceptor,15.0,-4.9521999999999995,1.6757,-12.14275,0.5590609219365902,orange,2.0,0.0034881924999999856,0.16666666666666666
HydrogenAcceptor,16.0,-4.5628,1.6161,-12.158,0.5,orange,1.0,0.0,0.08333333333333333
HydrogenAcceptor,17.0,-4.9738,1.2709,-12.4301,0.5,orange,1.0,0.0,0.08333333333333333
HydrogenAcceptor,18.0,-5.1625,1.157,-12.0766,0.5,orange,1.0,0.0,0.08333333333333333
HydrogenAcceptor,19.0,-5.5016,1.2944,-12.421,0.5,orange,1.0,0.0,0.08333333333333333
HydrogenAcceptor,20.0,-6.2307,2.071,-12.0638,0.5,orange,1.0,0.0,0.08333333333333333
HydrogenAcceptor,21.0,-4.719,2.7799,-11.6956,0.5,orange,1.0,0.0,0.08333333333333333
HydrogenAcceptor,22.0,-3.0249,-1.0647,-13.7214,0.5,orange,1.0,0.0,0.08333333333333333
HydrogenAcceptor,23.0,-3.3777,-0.765,-13.5497,0.5,orange,1.0,0.0,0.08333333333333333
HydrogenAcceptor,24.0,-4.883749999999999,-1.36375,-13.8127,0.5566638773823327,orange,2.0,0.0032107949999999963,0.16666666666666666
HydrogenAcceptor,25.0,-5.00225,-1.60395,-13.82245,0.5961774791726221,orange,2.0,0.009250107500000002,0.16666666666666666
HydrogenAcceptor,26.0,-4.7032,-1.617,-14.2386,0.5,orange,1.0,0.0,0.08333333333333333
HydrogenAcceptor,27.0,-4.3334,-1.4889,-13.8256,0.5,orange,1.0,0.0,0.08333333333333333
HydrogenAcceptor,28.0,-5.2438,-1.5832,-14.1914,0.5,orange,1.0,0.0,0.08333333333333333
HydrogenAcceptor,29.0,-5.4192,-1.5441,-14.0881,0.5,orange,1.0,0.0,0.08333333333333333
HydrogenAcceptor,30.0,-5.5858,-1.3625,-14.1207,0.5,orange,1.0,0.0,0.08333333333333333
HydrogenAcceptor,31.0,-5.2447,-1.8078,-14.4744,0.5,orange,1.0,0.0,0.08333333333333333
HydrogenAcceptor,32.0,-5.6484,-2.1017,-14.0707,0.5,orange,1.0,0.0,0.08333333333333333
HydrogenAcceptor,33.0,-6.1708,-1.5523,-13.9615,0.5,orange,1.0,0.0,0.08333333333333333
HydrogenAcceptor,34.0,-6.0447,4.4608,-8.2787,0.5,orange,1.0,0.0,0.08333333333333333
HydrogenAcceptor,35.0,-4.724,4.6653,-7.947,0.5,orange,1.0,0.0,0.08333333333333333
HydrogenAcceptor,36.0,-4.9437,3.3718,-7.38,0.5,orange,1.0,0.0,0.08333333333333333
HydrogenAcceptor,37.0,-2.44,4.873,-7.8247,0.5,orange,1.0,0.0,0.08333333333333333
HydrogenAcceptor,38.0,-1.1159,1.0605,-14.8803,0.5,orange,1.0,0.0,0.08333333333333333
HydrogenAcceptor,39.0,1.13,0.7918,-14.8141,0.5,orange,1.0,0.0,0.08333333333333333
HydrogenAcceptor,40.0,0.46155,1.31095,-12.02705,0.5665468819705327,orange,2.0,0.004428487499999956,0.16666666666666666
HydrogenAcceptor,41.0,0.9974,1.5587,-11.9983,0.5,orange,1.0,0.0,0.08333333333333333
HydrogenAcceptor,42.0,1.2409,1.5383,-11.6986,0.5,orange,1.0,0.0,0.08333333333333333
HydrogenAcceptor,43.0,1.2433,1.1724,-12.2751,0.5,orange,1.0,0.0,0.08333333333333333
HydrogenAcceptor,44.0,0.3066,2.9037,-9.1103,0.5,orange,1.0,0.0,0.08333333333333333
HydrogenAcceptor,45.0,0.308,3.202,-9.0226,0.5,orange,1.0,0.0,0.08333333333333333
