## Torsion are defined with the following atomIDs:
# dihed1: ai= 5371 aj= 2689 ak= 2688 al= 2687
# dihed2: ai= 2690 aj= 2684 ak= 2682 al= 2681
# dihed3: ai= 2680 aj= 2679 ak= 2677 al= 2674
# dihed4: ai= 2679 aj= 2677 ak= 2674 al= 2675
# dihed5: ai= 2676 aj= 2671 ak= 2695 al= 2694
# dihed6: ai= 2692 aj= 2691 ak= 2698 al= 2697
# dihed7: ai= 2691 aj= 2698 ak= 2697 al= 5382
# Frame#   dihed1   dihed2   dihed3   dihed4   dihed5   dihed6   dihed7
760    8.471  -56.821  -27.456  -37.530  140.141  160.494  173.430
761  -26.011  -69.328  -15.602  -46.537  135.307 -177.548  164.536
762    1.030  -55.516   -3.736  -48.005  143.999 -143.549 -174.430
763   -0.389  -46.103   -3.879  -56.528  149.952  165.417  169.913
764    3.363  -55.103   -7.165  -49.152  131.661  126.887  174.115
765   -5.136  -71.262   -7.287  -37.731  125.242  165.184 -163.482
766    4.941  -51.026  -16.144  -26.376  136.504 -139.279  168.021
767    2.036  -71.476  -11.842  -24.137  121.487 -124.707  169.591
768   -4.283  -75.144   -4.228  -28.982 -159.230  -67.772 -179.718
769  -12.603  -58.741  -27.354  -22.093  113.092  176.437 -179.246
770   -6.826  -59.408  -16.931  -35.979  168.353  166.263 -172.878
771  -15.756  -71.111    2.271  -37.567  121.494 -145.883 -166.153
772   -5.026  -72.963  -12.259  -43.963 -164.387  167.920 -179.434
773    9.575  -70.873  -29.570  -17.452 -177.245  -91.874  179.103
774   33.895  -64.955  -12.998  -35.739 -159.342  -37.767  168.088
775    5.724  -56.586   -7.628  -34.326 -168.267  -60.943  177.254
776   10.886  -58.756  -11.315  -30.257 -160.060  167.156  173.300
777   -0.694  -67.995  -15.695  -41.577 -157.763  154.679 -158.466
778    3.553  -80.213  -15.913  -35.779 -156.007   25.426 -177.484
779   31.445 -105.388   -1.084  -39.298  120.337  149.753  166.156
780  -37.046 -104.146   -2.867  -50.882 -172.813  145.941  177.744
781  -23.528  -91.048  -24.475  -43.578  155.915 -160.383 -179.598
782  -14.103  -75.292  -38.427  -25.493  136.739   13.119  171.567
783    6.224  -48.386  -11.370  -20.416  120.435 -132.813  179.860
784   23.729  -69.148   -1.615  -40.258 -170.188   40.739 -176.291
785   -9.162  -49.589  -23.688  -37.556  137.818    2.771 -179.180
786    1.362  -67.420  -15.849  -42.898  -37.549  142.951 -179.100
787   -9.725  -55.854  -11.714  -37.174  131.617 -123.140 -174.343
788  -10.359  -72.038   -4.057  -33.388  148.051 -131.515 -177.921
789   -2.129  -55.841  -11.668  -28.250  139.013  177.876  170.519
790  -45.653  -67.000  -15.203  -31.265  112.885 -139.016 -163.966
791   -5.353  -66.222  -11.704  -40.378  118.900  -90.716 -177.088
792   -3.598  -58.259    4.622  -51.287  129.464  -98.600 -176.963
793  -10.630  -56.807  -12.488  -45.909 -173.624  138.147  166.468
794  -10.957  -52.730  -26.297  -35.833 -173.426  -36.072 -179.435
795  -37.187  -96.621  -23.828  -24.494 -154.045  164.045 -171.266
796    0.853  -48.981   -7.075  -62.757 -165.015 -112.910 -178.190
797   -4.164  -67.695  -11.392  -31.523 -167.651  -82.020  178.453
798    8.668  -69.943  -16.788  -33.597  177.090  162.677  175.765
799  -22.205  -81.071    3.381  -50.768   97.934  153.466  175.671
800  -10.980  -63.473  -11.826  -29.582  126.616 -164.163  179.193
801  -19.712  -63.964  -13.403  -34.553  137.256 -129.430 -176.049
802  -23.370  -75.007    1.087  -48.819  141.404 -116.097  169.525
803   21.760  -81.161  -22.561  -24.533 -175.031  170.842 -175.409
804    7.809  -76.317  -19.312  -44.223  114.690   98.731  178.957
805  -25.142  -62.982  -22.773  -37.646 -161.045  -32.712 -177.556
806  -13.877  -59.164  -29.059  -21.567 -167.035 -142.011  177.096
807    9.505  -77.495    3.127  -59.580  128.218 -103.408  179.705
808   -2.248  -56.447   -7.938  -47.265  142.804  -17.099 -171.401
809   10.392  -57.124   -4.746  -40.257  138.318 -132.296 -165.396
810   10.739  -43.624  -20.233  -34.734  124.311  150.612  161.451
811    1.512  -58.841   -5.347  -50.647 -170.539  155.944  174.853
812   -4.853  -80.459    0.044  -43.140  128.491   96.613  176.231
813  -41.937  -86.272  -18.951  -26.069  125.305 -119.645  154.360
814   16.952  -65.948  -30.718  -31.513 -149.861 -112.492  160.693
815  -43.133  -90.073   -9.374  -40.272 -166.097 -179.223 -176.745
816   -7.259  -79.442  -22.986  -14.777 -166.739  161.302 -172.723
817   13.963  -63.915   -6.777  -47.339 -168.020  163.116 -167.153
818   13.912  -46.804  -15.645  -27.803  128.064  126.372 -175.273
819  -38.725  -72.288  -21.415  -28.645  145.577  128.775 -173.673
820    4.948  -42.618  -17.919  -39.555  132.823    1.180 -168.722
821   -0.937  -71.972   -2.360  -47.665  124.298 -170.290  158.798
822  -33.468  -64.038  -12.886  -23.764  172.004  -77.478  179.471
823  -22.000  -47.930  -29.972  -22.357  107.947  -21.969 -172.536
824   -9.692  -62.164   -9.928  -31.264  167.517  157.283 -168.411
825  -21.684  -64.550   -5.487  -38.638 -152.577 -174.980  169.924
826  -22.269  -65.624  -18.015  -31.238  134.981  124.855 -173.773
827  -18.778 -111.191  -17.358  -31.477  143.702   -2.210 -177.092
828  -14.804  -81.354   -3.180  -29.836 -167.532  -38.014  179.089
829  -10.383  -76.107    7.984  -47.292  132.389  -23.218 -164.529
830    8.060  -73.827   -9.745  -51.621  120.758    8.535  163.427
831   -2.269  -73.812  -14.556  -37.029 -144.131 -107.396 -162.218
832    0.880  -94.264    8.548  -45.730  179.599 -138.071 -163.335
833   12.469  -44.363  -18.460  -24.880  123.544  142.961 -170.808
834  -18.997  -63.290  -27.830  -39.004 -167.837  129.081 -171.057
835  -14.664 -103.487  -13.063  -39.653 -160.887  127.050 -167.296
836    0.935  -66.376   -8.846  -43.821  117.741 -103.786  178.847
837   20.498  -57.862  -12.993  -43.748 -162.827  -99.484  178.785
838    4.513  -52.782  -12.399  -42.839 -162.189 -102.728 -178.611
839   -2.670  -49.241   -8.852  -31.160  114.497  -92.919 -178.973
840   17.352  -79.570   -4.526  -38.539  101.337   73.346  178.336
841   -9.278  -47.456   -4.787  -56.720  135.685  148.025  177.684
842  -18.759  -59.578  -17.022  -44.869  127.089 -131.332 -171.680
843  -81.000  -52.179    3.209 -103.417 -177.607  137.984 -177.330
844    0.553  -79.738  -10.957  -29.057  123.472 -127.516  175.206
845   -2.843  -70.118  -12.267  -36.156  145.843 -100.169 -174.556
846  -33.485  -80.771   -8.654  -60.993   67.922   51.743  169.885
847    7.279  -58.211  -10.295  -34.794  179.127  -95.837  166.763
848    9.405  -77.633  -22.436  -36.508  133.908  -10.224 -171.049
849   -9.274  -42.115  -38.232  -22.089  125.041    0.445  175.035
850  -17.655  -80.234   -5.563  -41.158  151.254   -1.297 -179.765
851  -73.033  -85.414  -15.745  -60.442  112.318  179.801  176.274
852  -15.921 -111.673   -3.244  -32.342  127.953  153.224 -176.788
853  -51.573  -83.454  -22.229  -42.632  124.829   32.679  178.451
854  -21.009  -67.570  -25.398  -38.101  117.792 -125.066 -166.152
855   -2.502  -84.153   -4.688  -50.394  138.202 -140.368  176.826
856   -0.659  -45.335   -9.897  -36.215  120.755  -52.251  176.510
857  -50.847  -71.480  -17.777  -34.998  165.027 -106.866 -170.023
858  -30.546  -74.141  -26.788  -28.259  130.212 -113.788  178.915
859    0.158  -64.070    0.352  -31.746  136.313 -135.504 -161.072
860   14.290  -69.084  -12.999  -27.991 -165.490  -77.229  176.161
861   -9.716  -68.498  -20.118  -49.532   97.848  -57.864 -175.064
862    3.705  -46.911    4.700  -51.254   26.224  155.812  175.657
863  -16.048  -47.061  -40.285  -18.738   41.430   -3.080  160.341
864  -44.293  -67.907  -29.934  -42.553  -30.629    7.143  171.522
865   13.050  -44.612  -23.849  -29.744  -23.199   10.107  170.582
866  -10.914  -66.435  -20.762  -29.168  -24.817   33.018 -175.098
867  -17.917  -59.261  -23.737  -46.072  -12.439   76.763 -165.383
868  -14.657  -71.606  -31.407  -18.735  -16.479 -110.610 -179.642
869  -38.284  -79.008  -16.632  -36.827  -17.428  128.335  171.595
870  -11.979  -83.919   -9.480  -42.479  -22.003   58.712 -176.615
871  -12.042  -69.621  -25.126  -27.270   -7.114  149.868  168.933
872  -53.199  -66.629  -15.955  -35.951   46.754  149.774  172.334
873    1.000  -56.778   -3.247  -39.925  -50.149  -58.081  174.427
874    8.459  -36.441  -19.251  -31.434  -29.203  -19.577 -176.327
875   26.195  -72.023  -25.002  -17.064  -42.350  -29.987  170.473
876    7.522  -77.774  -14.427  -14.068   56.769   35.737 -174.257
877    9.753  -38.677  -30.535  -19.596  -19.393   61.666  157.284
878  -38.901  -98.455    0.614  -41.394  -19.142   29.464  164.963
879  -16.102  -50.104   -5.428  -39.356  -28.067  -11.029 -174.374
880   15.788  -67.695  -34.275  -19.805   82.386 -101.612 -175.741
881   19.565  -73.888   -7.073   -7.243  -26.552  107.468 -173.794
882  -21.527  -55.277  -24.007  -31.493   -5.604   -3.264 -166.060
883   -6.916 -119.133  -10.695  -31.285  -10.668  133.224 -171.338
884  -12.766  -90.149  -10.090  -33.956  -27.104 -101.538  169.173
885   -4.948  -58.983   -9.348  -34.993  -22.728   45.405 -177.989
886    5.991  -83.440  -39.881  -37.202  -17.423 -172.110 -173.202
887   -6.859  -55.263  -16.620  -41.105  -15.735  166.115 -177.632
888    3.722  -72.917  -11.562  -38.696  -38.447   17.309 -168.319
889   16.478  -46.519  -22.854  -25.455  -27.997  -85.073 -173.919
890    9.259  -72.169  -16.861  -26.586    3.621   31.297  177.695
891   -1.994  -73.970  -42.858  -33.741   -9.593  -25.732  171.786
892  -16.915  -57.746  -23.441  -35.057  -24.299 -168.274 -159.882
893    7.736  -37.155   33.916 -142.403   -2.166    6.838  164.086
894  -15.770  -68.777  -36.532  -20.768  -10.169   20.591  169.175
895 -141.581 -118.510  -28.258  -29.601   12.818 -130.513 -176.992
896 -152.426  -54.069   16.939 -149.059 -117.827 -115.999  173.537
897 -172.836  -80.042   29.088 -136.611 -137.996 -115.234 -163.920
898  176.990  -60.891  -25.727  -47.657 -104.240  152.706  177.608
899 -138.919  -69.824  -11.494  -68.981  175.430  -82.289 -179.409
900 -170.212  -81.306  -18.286  -50.571  131.236   97.756 -165.699
901 -179.109    0.178   14.353 -134.040 -161.051   87.229  176.381
902 -174.224   -9.783   10.543 -146.561  146.286  -11.315 -170.438
903 -171.213    4.312   30.294 -146.813 -130.053  117.739  177.157
904 -166.795    6.132   -1.782 -134.523 -138.610  112.603  171.266
905 -166.610    2.003   11.334 -152.076 -133.195 -110.990 -171.306
906 -159.403  -10.101    4.483 -107.035   12.197 -128.547  175.215
907 -131.973    3.374   17.295 -147.037   -8.829  167.618 -170.727
908 -157.325    2.027    6.011 -150.088  -20.160  -75.965 -177.130
909 -162.573  -30.882   17.221 -137.861  -32.924   57.539  171.591
910  -22.082    2.706    6.602 -127.114  -10.899 -106.849  175.195
911 -167.607   -8.827   22.520 -141.393  -24.405  174.992 -169.775
912  174.404   21.355    5.117 -139.486  -29.199  -92.033 -172.263
913 -152.872   -2.785   -0.830 -103.843  -16.640  159.457 -175.504
914  168.570  -15.035   22.167 -142.875  -23.419   48.018  179.632
915  166.038    6.125   14.024 -136.377  -33.183   -4.748  169.794
916  151.914    4.189   11.740 -132.155  -47.448   57.889  177.465
917 -176.548    5.381   23.784 -148.493  -25.159 -107.053  176.703
918 -143.907   -1.738   -4.682 -130.090  -18.384  -16.837 -167.519
919 -170.943   -3.472   37.145 -155.877  -25.804  171.252  178.275
920 -173.234  -11.839   14.371 -131.854   -8.394  168.967  172.945
921  169.319   -0.081    0.769  -84.039  -26.009    1.314  171.955
922  165.958   -1.385   11.110 -147.461  -17.434   -8.464  175.682
923 -164.381   -1.804   19.570 -140.134   -5.624  144.266  158.695
924  174.150   10.270   25.958 -143.054   -3.556   59.045  175.636
925  169.596   15.546   27.900 -147.239   41.189 -108.974  175.318
926  173.350   16.501   27.830 -148.118    3.790   41.462 -174.462
927 -162.879   14.445    9.812 -125.219    0.865   10.315  174.722
928 -143.499    4.782   32.862 -139.715   72.002   -1.773  159.741
929  177.454   -9.960   23.802 -132.701   -6.998   -6.531 -172.108
930 -152.079  -12.149   30.657 -140.475  -14.967   15.206  168.758
931 -172.909  -21.477   33.901 -157.064  -27.104 -124.137  169.236
932  172.453    8.169   -1.887 -145.543   65.351  174.047  165.981
933  179.355   18.522   13.830 -145.599  -23.876  172.505 -162.382
934  172.261    1.558   16.348 -144.501  -20.587 -179.983 -171.111
935  165.658   12.590   17.717 -130.460   51.909  172.078  179.863
936  175.522   28.922   -5.832 -136.645  -17.709 -111.083  179.818
937 -178.845   14.329   15.012 -123.809  -29.192 -178.148  177.453
938 -179.612   17.213   36.328 -159.174  -10.641 -153.300  162.448
939 -170.938    3.846    8.749 -145.962   36.201  146.710  174.179
940  177.846   -0.077   16.565 -138.858   45.740  -86.630  163.258
941  162.397   10.609   29.506 -141.962    2.231  160.841 -171.785
942  148.956    9.478    0.705 -157.047  -15.105  -11.966 -166.495
943 -177.058  -25.681   16.664 -144.534  -42.312  161.610  171.383
944  148.242   16.905    9.607 -140.062 -142.206  141.971  173.828
945 -166.741    5.944   34.478 -159.084 -150.234   28.375 -167.530
946 -172.291   13.551    3.465 -137.551  128.576 -122.330  176.584
947  172.489   14.353   15.174 -145.945  144.878   79.297 -174.359
948  177.983    5.957   34.214 -151.176 -127.012   15.077  176.828
949 -162.620    3.838   15.016 -149.252  -15.524 -169.710  174.767
950  157.952   -0.614   12.428 -138.714  -15.452 -124.097 -173.417
951 -176.135   37.883    9.350 -116.541  -31.066   56.353 -173.135
952 -170.387   12.081   23.350 -143.690   -8.729  177.944  173.216
953  156.983    5.729   13.953 -132.485  -30.640 -105.189 -165.533
954  159.447   27.033    3.531 -126.844  162.302  -78.089 -177.420
955  156.204   36.923   15.356 -146.757 -132.319 -106.769  166.219
956 -177.967   19.478   41.849 -170.268  -15.092  -78.563 -156.670
957  157.175   32.698   14.739 -150.369    5.467    0.358  175.509
958 -167.902   -7.877   20.868 -129.260   69.224  -57.664 -176.983
959 -172.460   18.303    3.986 -130.927   22.515 -166.020  175.632
960 -173.115   66.677  -21.128  -20.248  -21.958  -56.919  169.326
961  169.457   21.965   33.453 -147.401 -126.739 -116.370 -179.990
962  165.481    7.151   14.696 -159.634 -103.848 -166.867  179.178
963  177.599   13.615    6.945 -131.352 -145.664 -102.088  171.321
964  177.918    8.089   -8.793 -135.192 -117.449  -88.271 -179.838
965  169.272   16.875   17.424 -155.619   -2.707 -117.903  172.230
966 -169.253   35.414   25.286 -143.234   39.624   20.796  170.777
967 -165.295    1.587    0.678 -133.615   24.210   -0.284  179.302
968 -168.745  -19.793   17.464 -136.016    9.964  -13.353 -176.382
969  170.019   13.819    1.346 -132.758   -9.584  -94.544  165.204
970 -172.194   -5.076   26.613 -145.532  158.828  144.076 -169.312
971 -166.475   -4.822    3.233 -124.604  163.110 -103.976 -172.164
972  166.972   21.071   28.344 -125.825 -145.295  101.566 -174.965
973 -174.326   -3.178    5.504 -130.475 -154.759  177.865 -176.602
974 -149.164   -0.980   18.871 -143.496 -153.594 -128.968  174.134
975  -34.638  -45.180  -24.564  -38.681 -155.190 -111.253 -161.201
976  -33.542  -84.280   -3.476  -44.490 -169.932  145.950  179.947
977  -29.926  -96.637  -15.333  -31.430  129.117  -11.527 -176.409
978   -6.214  -79.439    0.695  -37.822  128.200 -147.348 -167.775
979  -20.237  -67.345  -20.742  -34.656  130.800   91.206  170.912
980    6.080  -52.514  -10.632  -47.522  139.949 -123.226 -179.058
981   -6.373  -62.926   -9.833  -39.499  138.897   98.666  176.640
982  -15.056  -52.345   -5.626  -49.228   86.845 -110.860  172.015
983   14.448  -65.464   -1.124  -35.980  170.949 -163.203  175.393
984  -33.862  -73.711   -6.334  -40.501  126.049 -109.626  169.417
985  -19.720  -80.910  -29.001  -40.529  130.145   13.192  175.023
986  -31.100  -80.012  -14.268  -42.193  135.585   17.131  175.420
987  -23.361  -95.223  -26.365  -34.342  141.795   52.466 -174.650
988   -3.652 -104.632  -16.312  -45.546  147.644  124.841 -168.629
989 -173.417  -52.564   24.444 -130.296 -164.302   -3.731 -177.805
990  -57.647  -66.232   14.790 -119.364 -171.090   -1.969  175.778
991  -12.755  -51.011   19.158 -118.258  133.674    8.918 -175.620
992  -24.038  -51.412  -12.131  -40.737  124.989  111.234  169.473
993  -19.815  -48.584  -22.440  -41.142  124.455  176.440  176.925
994  -37.908  -58.670  -10.691  -43.052  106.082 -108.536  178.719
995  -13.696  -57.594  -24.348  -38.010  145.833 -131.291 -179.241
996   18.243  -66.441  -16.324  -33.084  137.501  139.453 -177.755
997  -32.161  -92.293   -2.246  -41.138  132.913  -14.610 -179.131
998   13.716  -84.885  -27.396  -17.513  152.125    5.409 -179.855
999  -23.607  -86.455  -43.023  -20.228 -172.924   95.168 -172.461
1000  -35.112  -69.134  -16.844  -36.658 -162.144  126.565 -170.853
1001  -21.950  -69.196   -9.391  -38.288 -165.639  125.656  172.369
