## Torsion are defined with the following atomIDs:
# dihed1: ai= 5371 aj= 2689 ak= 2688 al= 2687
# dihed2: ai= 2690 aj= 2684 ak= 2682 al= 2681
# dihed3: ai= 2680 aj= 2679 ak= 2677 al= 2674
# dihed4: ai= 2679 aj= 2677 ak= 2674 al= 2675
# dihed5: ai= 2676 aj= 2671 ak= 2695 al= 2694
# dihed6: ai= 2692 aj= 2691 ak= 2698 al= 2697
# dihed7: ai= 2691 aj= 2698 ak= 2697 al= 5382
# Frame#   dihed1   dihed2   dihed3   dihed4   dihed5   dihed6   dihed7
366    1.859  -64.625  -14.176  -41.436  152.921  -62.934 -172.216
367    4.535  -65.674   -5.190  -65.780 -126.151 -111.657 -178.822
368  -15.229  -65.267  -34.238  -24.119 -133.217 -106.185 -175.854
369    0.416  -66.474   -1.061  -50.684 -128.697 -109.793 -155.594
370  -13.650  -76.747   -9.827  -19.523   45.180 -123.627  173.444
371    1.591  -52.155  -22.715  -39.313   61.382   57.875  170.740
372   -6.140  -67.706  -12.725  -44.111   50.357 -121.453 -179.803
373  -14.107  -49.886   -9.039  -31.221   46.786   87.341  167.472
374  -22.690  -76.289  -28.352  -47.257   48.386  -73.292  153.318
375   15.302  -74.113  -13.507  -48.411   51.811    0.745  174.520
376  -45.787  -54.882  -12.808  -33.694  -10.716  131.055 -158.790
377   -3.903  -62.043    1.272  -37.004  -11.495   -2.494  178.098
378  -35.414 -167.873   32.972   32.793  -20.907   46.987 -173.778
379   15.438 -155.314   24.877   27.187  -18.721 -156.878  167.441
380   -2.852  -64.061  -15.539  -48.105   34.879   21.278  174.155
381    2.028  -51.591   11.981  -37.870   -6.975  176.686 -169.518
382   14.431  -49.499  -15.506  -26.993  -36.104   78.646 -172.942
383   15.695  -67.049   -7.666  -29.145   47.481  149.501  179.864
384    7.018  -53.821    5.378  -45.938   41.941 -108.137 -163.926
385  -12.115  -77.549  -12.719  -23.635   41.748  136.927  175.237
386   11.022  -74.653   -9.676  -41.103   26.078   51.917 -155.703
387   -1.358  -35.455  -17.111  -51.883   38.935  149.732 -167.659
388  -21.784  -70.335   -8.555  -34.760   30.917  -14.944 -157.098
389   -2.596  -45.707  -26.110  -27.076   50.019  -30.931 -176.062
390    6.080  -44.282    4.277  -49.636   24.567  -27.280  161.427
391    1.655  -27.497  -33.030  -29.547   29.374  -11.240  172.477
392  -11.411  -59.285  -36.052   -6.082   46.442   16.048  171.445
393    8.605  -44.890   -9.754  -32.944   31.531    4.141 -178.157
394  -15.233  -62.874  -31.145  -24.130   32.021  -24.919 -178.108
395   -4.607  -29.535  -22.109  -32.367   60.399   24.127 -178.638
396   -5.647  -54.742  -16.905  -39.776   47.225   41.454 -177.411
397  -21.700  -62.328  -14.970  -47.155   16.456   33.806  177.460
398   -9.084  -53.802  -26.790  -31.957   33.863    9.296  172.147
399    9.923  -41.807  -23.014  -17.549   46.641    7.447  176.404
400   -4.474  -48.997  -23.703  -34.678   29.249  117.536 -173.169
401   -9.308  -24.621    5.592  -48.901   -6.542    8.207  165.271
402   13.156  -50.947   -2.814  -42.528    3.095  121.586 -165.346
403  -21.809  -64.881   -8.152  -23.787   23.861   27.821  168.715
404  -14.188  -82.709   -5.573  -32.542   14.619 -145.487  179.460
405   -7.676  -35.888  -27.803  -36.780   27.186   -3.051  177.813
406   -8.253  -51.130  -25.447  -33.112   52.854   88.313  179.221
407   24.509  -46.495  -20.020  -22.324   43.962   -1.375 -177.829
408  -15.622  -50.422  -27.938  -36.641   50.359  153.452  169.598
409    6.447  -60.029  -20.783  -27.858   36.380 -170.506  179.761
410   -7.972  -57.796  -28.508  -31.733  132.166  -87.064  174.588
411   -6.820  -59.619  -11.515  -40.842 -149.660  114.223 -175.028
412   -3.584  -82.828   -5.226  -22.728 -138.644   89.241 -178.247
413  -17.100  -62.474  -16.294  -32.386  135.976   19.296  173.583
414  -35.213  -67.051  -35.313  -26.176  -62.126 -101.741  172.541
415    7.363  -58.871  -17.830  -30.051   24.847  133.102 -175.305
416    1.278  -96.119   -7.034  -62.841  -40.683 -175.183 -174.013
417   12.915  -77.157  -13.060  -30.775  -41.582  177.914 -179.579
418   13.577  -66.169  -20.799  -36.096  -40.602  143.016  166.687
419  -20.636 -104.433   -2.965  -45.397  -46.645 -135.531  176.010
420   -4.671  -53.781  -25.944  -18.303  -58.962 -122.191  171.959
421   -6.892  -60.332  -13.952  -25.087  -50.911  173.934 -176.352
422   -1.577  -88.616   13.838  -41.908  -59.533 -160.096  161.452
423    0.531  -60.740  -19.375  -31.427  -48.212 -166.538 -172.270
424  -27.916  -88.027  -10.304  -32.912  -53.648  162.269  177.049
425   13.405  -45.394  -34.815  -16.204  -46.137  143.873 -173.240
426  -11.904  -59.899   -3.984  -26.184    9.791  105.100  179.212
427   10.998  -80.544  -15.968  -26.220  -46.129  163.799  171.436
428    3.854  -81.657    2.286  -31.300  -63.543 -161.495 -154.527
429  -12.472  -75.597   -3.558  -35.315  -59.309 -141.949  158.604
430    7.697  -63.563  -39.610  -12.505   -9.810  166.095  171.560
431  -71.093  -57.333  -37.612  -42.500  -14.109  165.376  176.986
432  -57.744  -76.345  -25.142  -26.075  -18.771  162.608 -179.242
433  -51.323  -64.479  -31.368  -38.766   -5.165  148.003  174.364
434  -12.473  -57.050  -21.288  -25.867  -21.057 -129.387  175.155
435   26.228  -43.152   -4.386  -49.058  -21.263   24.860  166.597
436  -40.412  -79.370  -24.270  -28.820  -31.499   47.521  175.231
437    2.746  -42.017  -21.749  -47.029   49.963   87.610 -162.992
438   -3.607  -46.568   -8.565  -52.335   59.570   39.402 -171.796
439   21.222  -49.644  -23.550  -23.872  -18.365 -113.768 -170.468
440    2.010  -73.546  -15.025  -42.300  -39.665  154.417  158.997
441  -12.058  -63.706  -29.895  -20.333 -163.837  -77.074  175.404
442  -30.800  -63.482   -8.713  -44.054 -160.106 -109.969  175.446
443   -8.112  -54.639  -10.091  -40.299  109.638  -17.005 -171.506
444  -30.399  -82.545   -0.443  -42.912  122.242  179.469 -173.502
445  -30.873  -61.846  -24.758  -23.815  119.523  -98.750  176.679
446  -35.262  -49.681  -13.094  -51.953 -142.938  -35.950  179.096
447   -5.232  -60.896   -7.787  -29.050 -162.810  147.138 -171.492
448  -15.745  -75.283   10.782  -73.003  133.897   -6.798  170.097
449   -9.622  -79.979   -2.032  -56.120  132.262   36.020  179.701
450   20.893  -87.451   -0.479  -28.636  118.359   92.189  177.325
451    4.195  -58.199   -7.170  -34.637  132.052  126.829 -173.511
452  -35.646  -82.826   -6.578  -25.825  111.674  165.553 -175.705
453  -10.962  -69.022  -33.460  -18.038  116.804   50.441  171.664
454  -59.851  -79.833  -37.370  -18.334  146.542 -139.590  177.121
455  -55.942  -56.147  -18.866  -42.602  133.539    5.729  162.241
456  -10.071  -61.675  -44.181   -4.481 -166.209 -111.903  163.003
457  -12.084  -51.373  -28.847  -25.131 -166.526 -169.343 -164.426
458  -39.463  -90.839   -1.343  -44.022  -46.778  176.947  168.257
459    0.972  -69.312  -28.116  -26.614  -55.046   57.100 -178.714
460    6.169  -68.405  -32.359  -20.071 -155.156   70.382 -173.257
461  -22.573  -66.344  -21.161  -25.469  167.149  156.445 -179.844
462    7.248  -50.394  -12.277  -34.397  145.853  167.620  173.530
463   15.068  -55.475  -24.838  -17.546  131.342  135.265 -172.120
464  -25.661  -77.552  -27.300  -35.207  128.042 -177.334 -172.560
465  -24.256  -64.760  -11.833  -47.242  159.602 -144.230 -178.399
466    9.347  -58.599  -20.073  -32.635  141.530  170.415 -170.326
467  -28.001  -58.062  -16.666  -48.213  125.578   55.996 -176.715
468   -1.897  -81.100   -5.793  -53.538  135.102 -100.386  148.813
469  -43.511  -43.346   20.317 -110.455 -171.003 -166.125 -177.391
470  -19.889  -62.430  -10.850  -37.820  130.472  146.010  177.442
471  -16.344  -42.606   21.447 -151.730  147.101  -96.855 -179.753
472  -19.411  -48.056   35.004 -146.053  154.230 -122.442  176.966
473  -10.496  -34.682   42.347 -168.069 -129.915  -88.379 -156.955
474  -12.538  -61.401  -12.177  -27.343 -125.799  158.579  173.263
475   -9.971  -75.794  -12.858  -35.776 -131.596  -99.405  171.919
476  -18.594  -44.895  -21.009  -48.800  141.333 -128.439  175.209
477  -24.184  -67.167   -1.930  -40.611 -166.934 -121.887 -173.700
478  -29.205  -91.227  -17.312  -51.010  123.059   35.977  173.821
479  -13.573  -53.188  -22.609  -40.886  105.323   11.313  179.087
480   -5.442  -59.145   -2.585  -58.514   85.970  148.582 -153.927
481   -5.835  -65.629   -7.390  -40.176  138.165  163.865 -179.080
482   -0.617  -79.556   -7.692  -53.117  143.888   -4.900  174.376
483   -6.513  -56.362  -17.779  -41.012  137.392  -61.942  177.311
484   -8.374  -57.288  -13.527  -31.744 -156.086  131.143  173.601
485   -6.771  -74.433  -11.010  -47.126  141.156   91.972  174.874
486   16.872  -68.466  -22.165  -17.594  172.802  -33.390 -178.475
487  -19.076  -55.480  -26.713  -32.117  123.390 -145.740 -176.103
488  -11.322  -50.661  -20.583  -39.808  141.107   26.617 -176.549
489  -11.332  -82.521   -3.428  -25.711  130.688 -125.700 -171.703
490   19.226  -62.301  -20.426  -26.748  129.693  158.312  166.324
491   -2.186  -57.924  -28.032  -16.341  128.892   -5.325 -179.118
492    8.867  -49.404  -12.698  -42.900  124.029  149.798  175.224
493  -18.516  -70.928   -9.386  -33.549  115.410  159.879 -172.701
494  -18.657  -82.635   -9.246  -42.473  142.889  139.201 -168.687
495  -22.526  -67.733  -23.702  -30.914  162.488  148.566 -176.869
496  -29.880  -53.836   20.658 -120.828   22.765   41.034 -169.592
497  -25.561 -139.194   73.417   33.635   15.736  -18.232  171.988
498   -3.595  -74.800  -14.979  -35.049  121.423   69.799 -165.064
499  -48.364  -60.552   -1.232  -70.722   43.684  -99.830 -171.802
500  -13.112  -60.676  -16.996  -44.311   35.790 -139.082  167.227
501  -34.851  -92.192  -13.085  -38.438   36.403  173.129 -170.330
502    0.200  -11.229  -22.808  -40.520  -31.770  143.497  174.579
503    1.449  -51.431  -17.438  -32.676   55.565  152.002  173.084
504   -6.133  -68.022  -20.389  -37.382   40.721 -126.140  161.676
505   -1.058  -75.394  -13.505  -26.990   35.780   74.082 -178.259
506  -33.552  -38.039  -47.787  -35.625   47.056  154.771 -178.452
507  -26.123  -77.856  -62.370   -8.757   32.573  117.224 -167.209
508  -43.413  -50.072   23.043 -144.657   25.106   16.792  168.714
509  -11.036  -56.146  -47.617  -11.951   26.721   68.767  169.884
510   -1.720  -26.945  -70.092   -5.999   37.151  -34.950 -170.724
511    7.594  -44.517  -31.540  -22.610   25.034   28.244  179.229
512  -18.743  -73.705  -12.591  -35.544   58.071  -53.818  175.925
513  -11.541  -57.511    8.098  -49.305   33.340 -135.221 -178.691
514  -26.094  -72.923  -12.217  -55.057   40.482   44.365 -169.466
515    4.981  -47.506   -3.608  -70.376   27.395   82.543 -179.933
516  -24.059  -73.920   -3.357  -42.504   26.744  -18.588 -179.665
517   10.554  -54.752  -31.253  -32.295  -32.450   84.067 -170.167
518  -10.487  -47.154  -14.402  -56.345  -55.446  159.551  178.081
519   10.479  -64.705  -24.493  -25.692  -32.383   66.585  179.480
520  -30.180  -62.366  -27.691  -25.746 -135.746 -159.930  168.840
521   20.067  -55.049  -33.339  -22.627 -121.655 -150.126  176.817
522   -6.389  -77.658   -8.169  -42.263 -134.110 -116.396 -175.351
523   -4.795  -63.491   -6.007  -38.943  177.287  -99.134  168.541
524  -25.342  -51.140  -15.341  -33.052 -117.631 -171.254  171.903
525  -22.708  -66.968  -15.238  -55.042  178.587 -134.987  176.002
526  -34.535  -97.661  -11.238  -37.686  138.125  116.825  167.552
527  -11.567  -62.606  -21.555  -34.378  136.753   -2.809  172.273
528  -13.865  -77.975  -21.737  -26.607 -137.426  -94.054 -169.128
529    8.098  -88.926   -9.167  -26.699 -116.934 -112.175 -172.365
530    0.873  -49.224  -32.876  -41.781  147.922  -59.512 -165.392
531   23.247  -87.231  -19.915  -27.239 -135.720  -88.983 -150.187
532  -50.847  -80.915   -9.752  -46.897  175.760  -72.418 -176.164
533  -27.673  -56.456  -24.964  -43.484 -124.677 -115.577 -151.933
534   10.430  -70.729  -21.487  -44.191  -21.151  119.107  178.075
535  -21.651  -90.907   -4.354  -31.907  -27.283   76.667 -178.654
536  -25.958  -48.930   18.255 -119.435  -48.766  158.578  169.485
537  -28.374  -63.202   -7.204  -67.465   44.975  -18.448 -177.682
538  -28.943  -52.943  -14.974  -37.514   12.603  177.765  162.416
539   -3.127  -75.410  -14.856  -36.385   53.799   70.316  169.119
540   13.419  -63.957   26.526 -104.509   13.525   78.722  177.639
541  -32.831  -90.757  -34.458  -19.191   17.122   67.070  177.825
542   -9.326  -90.772   -8.187  -30.927   37.783  -19.377 -166.663
543    2.929  -56.744  -43.050  -21.744  -15.037   87.185  158.359
544   -3.325  -55.609  -31.420  -43.006  -11.449  110.439  177.419
545   -9.811  -63.047   -4.178  -41.850  -31.679   64.731  178.328
546    0.371  -47.601   10.069  -55.358  -27.202   83.592  171.033
547    8.599  -54.015  -16.671  -50.912   15.674  109.694  165.787
548  -17.632  -73.729  -11.409  -47.567   40.833  -10.799 -178.152
549  -13.734  -53.308  -12.860  -45.501   17.056  -74.476  177.653
550  -25.450  -59.606  -15.236  -49.293    7.577   -7.126  167.777
551    5.227  -38.135  -10.958  -44.774   21.804   -6.622  179.109
552    8.270  -64.091  -11.330  -32.985   34.607 -117.550  177.741
553   -0.442  -67.628  -24.824  -26.870   49.419    5.580  177.840
554   -5.896  -53.497   -5.454  -39.350   40.816   32.486 -176.841
555  -23.390  -63.257  -42.476   -6.099   47.275 -173.096 -161.447
556  -13.679  -63.126  -17.831  -40.270  -14.599  102.228 -175.769
557  -40.462  -39.110   31.592 -157.188  -23.542  128.362 -172.310
558   -9.663  -41.709  -32.194  -40.708  -61.698  147.087  178.115
559   -6.990  -55.767  -25.992  -24.509  -60.190  150.378 -176.718
560   10.617  -53.619  -13.442  -39.683   -8.823   89.175  177.521
561   -3.598  -65.232  -13.218  -35.162  -27.274   84.884 -178.397
562   -3.690  -63.286  -17.572  -30.092  -59.542  168.797  176.071
563   -7.395  -66.353   -6.446  -48.447  -11.950   78.611  165.307
564  -29.040 -100.238   -2.217  -43.657  -49.396  -76.504  179.135
565  -10.075 -111.876   10.196  -40.330  -48.329 -173.207  174.280
566  -11.001  -93.540  -14.548  -43.968  -32.717 -178.885  164.709
567  -13.054  -97.330  -11.816  -50.549  -37.548 -122.363 -168.515
568  -16.417  -92.852    3.624  -33.742  -39.778 -141.618  173.805
569    1.517  -84.062  -19.356  -30.769  -41.608 -156.638  171.546
570    1.842  -76.535  -25.681  -28.677  -32.778  129.345  174.028
571    0.836  -58.803   -9.049  -36.583  -70.167 -105.218  175.497
572   17.043  -74.761  -12.674  -21.890  -19.913  -15.852 -160.265
573    1.190  -84.190   -7.876  -23.134   14.389   39.043  172.462
574  -22.304 -102.753   -7.787  -31.629  -13.711  148.312  178.002
575   12.312  -72.931  -13.419  -25.925  -23.898   74.896 -176.077
576   -5.711  -69.737    1.547  -45.391   -4.882   43.994  169.850
577    5.335  -57.914   -6.442  -32.896  -36.220   17.112  168.341
578  -12.356  -51.435  -43.922  -24.624  -22.803 -158.699  167.312
579   -6.963  -69.329  -29.850  -31.196  -27.293   37.624 -173.912
580  -27.860  -39.711  -18.411  -42.570  -21.144 -174.568  179.715
581  -11.086  -58.079   -7.426  -54.654  -20.117   -2.327  162.831
582    9.723  -61.199  -15.643  -36.644  -20.245   -7.170 -179.657
583   -1.149  -64.904  -24.385  -42.802   51.185 -109.154  176.163
584    9.660  -49.640    0.355  -25.444  -29.150   12.542 -166.375
585   -4.082  -88.071  -14.498  -31.832  -34.666  167.661 -173.948
586   -0.738  -69.755  -21.617  -38.871   15.456   79.059  178.361
587  -10.032  -76.688   -4.637  -43.234  -25.382   84.475 -179.845
588   -2.588  -57.102  -23.442  -34.393  -27.432   61.997  169.374
589  -15.565  -99.528   17.193  -41.136   56.869  145.082 -173.126
590   12.828  -67.480  -14.880  -34.663   -4.953  -95.596 -165.113
591   -3.099  -71.198    5.027  -36.222  -19.581 -172.196 -174.519
592   -0.738  -60.390  -12.923  -42.678   -1.979  129.885  174.428
593  -16.935  -57.454   -8.120  -51.578   15.888   -1.774  178.962
594    7.949  -43.961  -33.593  -19.575  -40.233   31.570 -168.944
595   -8.891  -46.676  -23.249  -33.884  -20.934   -1.209 -174.532
596  -36.466  -57.165    6.451  -49.297    0.203  -94.051  170.105
597  -36.257  -84.083  -19.744  -30.038   61.300    2.630 -177.392
598  -39.962  -76.489  -16.747  -40.461   67.061   39.108  159.778
599  -33.379  -78.423  -36.818  -38.019  -28.265  -41.148 -176.758
600  -26.922  -57.837  -13.116  -46.851  -36.434  156.226 -177.857
601  -29.838  -92.783   -1.947  -45.301  -20.170   -8.544 -168.118
602  -35.958  -87.707  -15.101  -33.837  -28.083 -169.788 -174.093
603  -11.257  -48.959  -20.968  -25.463  -30.189   35.363  164.316
604   19.515  -74.573  -22.329  -32.149  -35.571  -25.165 -166.152
605   28.198  -50.900  -17.076  -21.121  -22.721 -166.026  166.286
606    8.478  -41.852  -17.078  -49.396   65.843  158.043  178.545
607  -13.360  -78.895  -27.066  -23.820  -23.306  -15.964  175.081
608   -9.848  -66.319  -40.853   -9.157  -35.212  -10.145  179.341
609  -43.923  -67.627   -3.579  -62.757  -32.776   14.353 -173.961
610  -23.279  -58.701  -35.881  -42.052  -17.725   81.706 -179.262
611   -7.311  -86.631    2.866  -47.265  -25.672  -14.729 -174.775
612  -18.815  -45.530  -27.445  -41.420  -26.467  108.339 -168.764
613  -14.538 -111.027   -0.816  -40.811  -10.829   66.780  174.942
614    3.666  -58.064  -26.030  -36.261   52.671  150.013  179.031
615  -20.567  -59.659  -26.378  -44.893  -19.279  -79.923 -161.065
616  -20.213  -54.193  -28.617  -32.802  -24.347   12.829 -177.779
617  -37.080  -66.309  -24.573  -29.054  -27.758  100.556 -177.409
618  -21.175  -72.980   -2.384  -34.240  -21.874  150.314 -179.657
619   -1.938  -66.634   -4.370  -45.544  -16.338  108.574  172.082
620    9.374  -75.955   -8.297  -23.022  -20.320   14.324  175.330
621  -21.001  -90.535  -19.271  -32.290  -23.812    6.451 -174.487
622  -12.059  -88.310   -8.462  -47.942  -18.209 -115.574 -161.989
623  -22.474  -53.476  -11.994  -56.625  -23.669    5.094 -172.948
624  -21.701  -83.834  -13.122  -26.690  -19.111   -9.474 -174.002
625  -52.279  -63.652   -4.908  -55.662   35.627   54.685  177.571
626    3.619  -87.429   -5.756  -31.048   35.889   72.350  176.425
627    0.589  -76.260   -7.741  -40.073   28.238   45.582  172.390
628    7.964  -46.362  -12.488  -38.012   40.138  -49.960  166.484
629  -24.809 -109.675  -13.015  -36.566  -23.463   57.548  164.009
630   -5.413  -48.243  -14.251  -33.959  -42.418  -24.093  164.252
631  -37.485  -78.667  -14.105  -47.822   55.430  151.684 -166.901
632   -4.855  -61.350  -18.934  -31.760   27.184   68.450  166.932
633   26.399  -59.716  -21.299  -23.217   43.884   15.573  171.069
634   -1.831  -44.940   -7.182  -49.568   -0.503   92.915  171.748
635   -9.357  -60.878   -9.709  -37.267   34.739   82.109 -171.780
636  -11.701  -58.385  -27.463  -36.521    3.156  126.827  176.880
637   -1.140  -51.497  -12.807  -27.813   14.205  112.103  162.803
638    5.676  -62.535    1.090  -52.869   23.414  101.290  179.691
639   -2.841  -72.011  -28.151  -24.253   45.888  -86.916 -175.090
640    3.600  -66.657  -20.798  -15.152   31.792  -60.131 -167.567
641    3.571  -40.004    3.982  -59.770   49.420   -0.609 -177.163
642  -31.797  -75.544  -19.935  -43.631   14.716    5.038 -177.011
643  -26.274  -33.644  -28.425  -34.660   42.212  -22.119 -167.235
644   -3.336  -54.614  -22.120  -32.661   53.614  -72.691  179.785
645  -18.815  -76.554  -37.114  -12.895   44.804    4.985 -171.707
646    2.907  -56.605  -15.022  -32.638   38.348   10.019  179.418
647   -1.129  -69.728  -17.027  -40.149   42.573   -4.958 -166.961
648    3.952  -42.362   -9.851  -28.120   59.873  -35.417 -176.404
649    9.700  -54.385    1.305  -29.886   27.891  151.017  179.098
650   -5.096  -74.345  -13.019  -40.807   40.208   77.005 -179.390
651    1.985  -72.459  -25.264  -51.628   40.962  171.340 -175.810
652    1.042  -48.510   -8.272  -49.818   22.729  151.028 -169.515
653  -18.845  -81.590  -10.626  -31.075   43.381 -113.052  171.774
654    5.648  -66.855   -0.019  -45.745    0.597  -24.568 -178.903
655   -0.688  -65.282   -8.813  -35.777   35.449   89.827  161.384
656    8.354  -60.780  -19.749  -41.807    8.249  -94.376 -172.669
657  -13.399 -110.494    3.401  -45.322   22.017   97.529  175.538
658   12.214  -65.941  -29.959  -40.846   40.967  137.301 -179.938
659  -16.083  -67.305   -7.566  -38.909   24.622   96.831  179.633
660   10.098  -62.091    6.056  -49.840   30.877    6.027  164.357
661    8.302  -77.782   16.691  -56.864   52.132    3.720  179.848
662    4.024  -61.214   14.401  -64.998   35.665  174.552 -162.740
663  -30.727  -94.924   -4.748  -30.552   48.807   63.096  168.590
664  -20.748  -68.159  -21.754  -29.526   45.149  -89.201 -171.011
665   -5.119  -78.743    4.028  -43.902   43.877  138.565  172.438
666    1.489  -67.690   -7.142  -35.779   22.601   62.147 -179.415
667  -32.063  -93.886  -26.496  -31.683   46.554   -3.387 -177.508
668    4.512  -38.503  -14.319  -48.536   18.337  -21.626  175.573
669    9.177  -41.018  -15.912  -48.291   20.690  168.601 -179.199
670   11.395  -38.190   -1.464  -54.363   43.315  -23.780  174.649
671    4.059  -44.537  -22.881  -40.601   37.712  -15.582  173.628
672    6.603  -51.456  -24.188  -45.931   -5.890   11.497  171.556
673   13.336  -75.571    1.415  -29.048   59.812    1.409 -170.110
674  -14.756  -65.577    4.975  -51.955    2.588  102.269  161.667
675  -15.568  -65.520   -5.423  -61.001    4.232   70.534 -172.859
676   -0.453 -102.443  -27.212  -24.096   58.495   -5.447  179.908
677   12.121  -43.216    1.876  -44.256    7.137    5.576 -176.206
678   -6.915  -42.605   -9.502  -54.080   11.072  138.366 -174.305
679    3.661  -54.809  -17.062  -38.630   10.531   17.919  179.687
680   11.780  -58.193  -19.008  -20.563   56.496  -79.595  178.084
681   24.047  -79.682  -16.108  -17.687   38.781   82.205  171.102
682   13.970  -51.789  -11.486  -37.402   21.311   63.721 -155.309
683   11.248  -64.271  -10.944  -27.484   28.458   46.562 -175.292
684    5.780  -77.665  -23.276  -36.734  -25.437   68.541  177.772
685   12.630  -67.286  -14.195  -42.277   50.892   53.607  170.804
686  -16.408  -58.629   -4.867  -45.966   43.200    9.902 -174.556
687   10.607  -62.949  -24.947  -23.689   29.936   -3.670 -161.093
688    3.138  -76.528  -12.934  -32.372   41.164   45.716 -168.683
689   34.460  -61.125  -10.766  -28.176   17.235    1.113 -178.496
690    3.451  -75.166   -9.972  -36.643   19.497  107.368 -177.042
691    5.048  -56.659   -6.193  -22.735   36.475  -33.469 -169.751
692    1.043  -65.398    0.409  -43.310   25.641  -56.081 -179.849
693   -5.541  -95.738  -12.174  -32.326   46.479   19.075 -174.024
694   -1.839  -55.812   -7.313  -33.578   49.840   99.806 -153.664
695  -22.104  -86.592  -17.075  -31.806    7.524   -4.336  165.149
696    6.948  -39.357  -34.465  -20.482   40.762  -66.217  177.672
697   -6.747  -58.792  -25.152  -20.597   30.666  162.562  174.201
698  -16.606  -71.946   -3.586  -39.134   47.906   21.198 -170.228
699   -3.077  -33.571  -12.796  -46.742   42.373   24.864  169.394
700   -7.938  -47.559   -2.847  -38.023   50.360 -114.284  178.563
701   14.539  -66.179  -14.964  -30.188 -151.670  -98.261 -170.577
702   -3.637  -49.800  -25.467  -22.952   35.973  -84.915  179.380
703   -5.041  -55.501   -4.698  -18.082   44.415   -2.464  164.235
704   16.172  -52.059  -17.290  -36.845   43.762  -34.912 -177.834
705   -4.625  -64.544   -0.617  -34.916   55.063  149.768  156.487
706   11.456  -56.610  -17.797  -26.677   26.714  -23.177 -176.823
707  -10.281  -52.950   -6.175  -35.950   41.973  -40.947  175.172
708   13.059  -71.552  -12.773  -47.113   21.427   74.739  157.956
709    2.519  -75.190  -21.408  -22.791   43.236  -29.141 -167.789
710   14.302  -61.319  -15.173  -35.024  -10.669   -5.416 -175.639
711   14.308  -51.767  -12.013  -37.300  -16.532   52.176 -173.233
712  -32.021  -59.712  -33.992  -31.386  -37.375   32.944  174.588
713   15.045  -91.188  -19.351  -18.586  -18.597  -97.773  174.806
714   12.504  -59.518    1.787  -32.695  -37.633   -2.813 -173.335
715    0.372  -54.755  -18.416  -37.225  -17.953   31.795 -176.899
716  -17.085  -68.211    2.628  -40.031  -39.903  -12.489  159.235
717  -36.351 -104.423   14.348  -40.477   41.862  -91.090  176.160
718  -31.205  -68.758  -13.612  -30.391   45.479   50.167  160.732
719   -7.632  -99.393   -2.481  -46.508   49.151 -101.227 -166.464
720   12.603  -63.782   -8.400  -29.683  123.549  130.187  158.572
721    1.258  -48.712   -5.561  -36.748  111.249  169.985  171.149
722    2.428  -60.554    8.837  -45.309 -156.332  162.732  179.156
723    2.906  -60.014    0.615  -41.368  122.686  168.306  172.332
724  -11.697  -52.456  -26.097  -22.102  126.854    3.100  178.687
725  -20.943  -84.532   -5.325  -27.456  126.216  -89.088  176.104
726  -25.697 -110.245   -4.392  -43.471  131.886 -126.418 -174.350
727   -8.434 -107.578  -15.582  -48.034  154.082 -127.158 -177.900
728   -4.940  -64.665  -24.833  -29.750  128.252    0.497 -173.920
729  -24.430  -59.285  -23.581  -42.048  125.549 -143.544 -164.939
730    7.940  -71.991   -6.420  -25.799  132.533   77.161 -166.225
731   -4.801  -57.482  -13.861  -40.922  171.584 -115.817 -170.932
732    4.113  -39.711   -4.957  -43.309  177.642  177.424 -165.935
733    5.648  -58.021  -14.064  -29.935  115.111   81.703  177.623
734   10.578  -61.614   -8.207  -36.712  118.600 -109.570 -170.804
735   11.855  -69.582    1.579  -33.119  125.434    6.908  179.178
736  -16.337  -95.747  -12.980  -28.812  150.279  126.418  168.576
737   24.533  -58.972   -9.931  -26.376  116.015  141.584 -170.482
738   -6.540  -64.213  -12.605  -23.129 -143.354 -129.916  163.938
739   19.559  -48.753  -35.255  -32.144 -154.797  -61.033  171.531
740  -37.564  -72.653  -41.850   -9.291 -178.745   -8.621  174.427
741  -21.639  -81.759    3.153  -25.661 -168.298  177.295 -171.356
742   -2.015  -49.210  -11.575  -27.125 -131.021 -101.069 -170.966
743   -6.662  -74.185  -29.503  -25.826  119.514  155.397 -172.882
744    4.060  -48.452  -22.909  -30.757  137.009  -13.181 -160.244
745  -12.363  -63.487    6.064  -45.477  158.239  -89.868 -166.691
746  -16.010  -89.765  -10.445  -48.829  115.123  -23.817 -170.976
747   27.803  -38.176    2.050  -49.146 -164.616  161.866 -173.432
748    2.121  -59.729   -6.947  -44.665  129.571   49.360  172.262
749   -7.445  -68.413  -24.527  -24.540  118.046    2.921  179.258
750   11.121  -68.366    3.677  -46.257  174.530  112.922 -174.861
751  -27.812 -108.274  -20.838  -44.094  135.362 -111.330 -164.937
752    9.369  -83.328   -7.700  -42.661  132.893  149.472  170.422
753   15.572  -64.898  -26.501  -38.409  126.057 -153.977  177.363
754  -16.824  -64.478  -24.874  -46.596 -165.517  106.513 -170.698
755   18.528  -75.782  -12.483  -30.217  142.014   88.809 -163.956
756  -16.002  -52.755  -48.279    3.875  139.724   43.569 -175.771
757  -12.684  -76.553   -8.464  -35.529  138.550   61.636 -171.901
758   10.550  -67.588    6.944  -55.088  124.910 -107.467  176.141
759   24.044  -67.905    5.943  -37.020  127.595   16.824 -170.605
