  Frame #         RMSD         rGyr      intraHB        MolSA         SASA          PSA
      551        1.227        5.646            0      378.068      183.888      189.433
      552        1.325        5.535            0      378.157      154.416      184.752
      553        1.335        5.630            0      377.957      152.638      184.192
      554        1.104        5.774            0      381.325      176.422      188.039
      555        1.442        5.435            0      374.293      167.390      181.415
      556        1.147        5.565            0      375.148      164.267      181.626
      557        1.087        5.396            0      373.161      111.678      188.616
      558        0.906        5.626            0      383.811      195.211      194.040
      559        0.962        5.572            0      377.338      158.559      188.235
      560        1.108        5.420            0      379.035      148.637      193.335
      561        1.274        5.298            0      376.493      156.634      189.701
      562        1.014        5.584            0      381.038      148.494      189.621
      563        1.048        5.434            0      373.096      152.460      186.978
      564        1.196        5.804            0      380.959      194.153      186.765
      565        1.059        5.786            0      384.418      180.217      185.620
      566        1.046        5.761            0      380.625      162.595      187.974
      567        1.143        5.609            0      377.630      159.892      190.891
      568        1.052        5.821            0      382.269      180.195      184.373
      569        1.043        5.694            0      378.116      166.477      185.956
      570        1.092        5.619            0      379.890      171.720      188.740
      571        1.014        5.740            0      379.745      172.583      187.089
      572        1.260        5.770            0      375.645      218.998      174.918
      573        1.907        5.655            0      373.286      215.680      168.774
      574        1.226        5.693            0      377.289      165.030      185.084
      575        1.147        5.681            0      379.142      195.750      177.504
      576        1.151        5.666            0      377.993      183.118      179.852
      577        1.215        5.765            0      376.149      219.070      177.701
      578        1.076        5.553            0      373.175      192.643      172.837
      579        1.073        5.706            0      380.242      209.436      177.960
      580        1.140        5.510            0      374.693      169.001      179.380
      581        1.143        5.598            0      377.518      181.452      183.392
      582        1.202        5.660            0      376.867      196.782      180.148
      583        1.635        5.588            0      374.396      195.535      182.464
      584        1.197        5.644            0      378.972      206.477      183.524
      585        1.121        5.800            0      378.741      238.961      179.247
      586        1.578        5.558            0      373.109      227.245      180.989
      587        1.144        5.601            0      376.670      165.851      179.105
      588        1.122        5.733            0      376.186      214.445      177.089
      589        1.727        5.773            0      382.595      202.600      187.484
      590        1.273        5.513            0      373.384      189.631      174.245
      591        1.243        5.588            0      374.954      150.296      179.853
      592        1.185        5.565            0      374.872      179.650      180.161
      593        1.236        5.687            0      380.243      187.109      185.548
      594        1.171        5.586            0      377.936      184.342      177.858
      595        1.174        5.657            0      378.272      154.961      180.976
      596        1.283        5.493            0      377.387      208.559      178.099
      597        1.666        5.713            0      378.146      191.490      184.530
      598        1.755        5.833            0      380.684      187.044      184.554
      599        1.123        5.695            0      377.289      193.677      177.452
      600        1.065        5.595            0      377.144      191.146      178.084
      601        1.265        5.589            0      375.170      176.483      178.533
      602        1.182        5.646            0      376.532      145.208      177.698
      603        1.103        5.773            0      374.883      235.022      177.436
      604        1.257        5.848            0      377.774      190.364      176.322
      605        1.204        5.601            0      378.527      183.556      172.438
      606        1.721        5.602            0      378.840      181.870      188.117
      607        1.192        5.691            0      375.218      184.545      176.705
      608        1.261        5.619            0      372.636      173.332      173.754
      609        1.085        5.582            0      377.242      190.914      184.507
      610        1.026        5.614            0      376.218      196.693      181.919
      611        1.208        5.667            0      379.390      139.676      183.956
      612        0.908        5.657            0      381.222      159.775      189.069
      613        1.207        5.697            0      376.851      170.847      177.182
      614        1.652        5.705            0      377.175      209.451      183.967
      615        1.149        5.460            0      371.658      170.238      172.292
      616        1.238        5.583            0      377.081      203.452      178.462
      617        1.176        5.539            0      376.875      164.843      180.326
      618        1.179        5.589            0      379.336      182.501      185.350
      619        1.120        5.595            0      380.553      179.793      185.544
      620        1.308        5.604            0      373.207      215.895      175.204
      621        1.253        5.629            0      376.161      216.265      180.316
      622        1.191        5.616            0      373.933      209.066      176.261
      623        1.052        5.642            0      379.730      195.529      183.350
      624        1.188        5.707            0      375.998      226.137      179.532
      625        1.653        5.822            0      381.255      210.692      188.285
      626        1.334        5.714            0      377.603      158.351      186.683
      627        1.220        5.718            0      381.193      168.713      186.378
      628        1.301        5.544            0      375.602      190.449      191.245
      629        1.319        5.822            0      377.301      230.712      177.832
      630        1.274        5.690            0      378.058      183.263      183.537
      631        1.855        5.647            0      380.322      201.121      191.627
      632        1.146        5.635            0      379.310      135.169      192.400
      633        1.232        5.460            0      376.783      153.618      184.808
      634        1.132        5.682            0      380.603      164.763      192.117
      635        1.357        5.793            0      380.254      220.426      188.801
      636        1.140        5.682            0      381.029      153.207      194.974
      637        1.348        5.604            0      379.506      196.320      192.266
      638        1.217        5.637            0      379.558      172.673      192.825
      639        1.318        5.603            0      377.532      184.113      190.200
      640        1.218        5.538            0      370.375      198.431      187.569
      641        1.221        5.543            0      376.935      198.211      188.501
      642        1.150        5.778            0      382.266      159.415      189.038
      643        1.178        5.552            0      376.852      191.725      185.986
      644        1.432        5.521            0      378.518      204.587      189.855
      645        1.216        5.558            0      371.937      170.458      180.349
      646        1.223        5.597            0      379.753      195.313      184.181
      647        1.315        5.434            0      374.474      194.562      181.693
      648        1.779        5.695            0      380.748      193.885      187.812
      649        1.691        5.668            0      378.807      202.326      187.453
      650        1.684        5.704            0      379.451      179.440      184.429
      651        1.283        5.503            0      375.555      196.037      185.899
      652        1.197        5.644            0      380.183      187.408      191.145
      653        1.671        5.699            0      379.717      181.869      190.789
      654        1.305        5.765            0      379.219      163.476      188.287
      655        1.245        5.703            0      383.811      150.961      191.054
      656        1.359        5.720            0      381.098      167.729      193.479
      657        1.222        5.742            0      380.459      146.452      190.390
      658        1.278        5.721            0      382.161      162.757      191.278
      659        1.291        5.612            0      379.098      134.394      187.365
      660        1.689        5.646            0      379.123      191.197      186.863
      661        1.730        5.813            0      384.862      166.657      186.768
      662        1.262        5.587            0      383.695      168.725      187.302
      663        1.775        5.801            0      381.420      184.353      187.589
      664        1.788        5.534            0      378.262      180.323      184.178
      665        1.235        5.671            0      383.078      160.234      191.190
      666        1.214        5.739            0      380.179      151.144      186.157
      667        1.136        5.667            0      376.655      175.830      182.557
      668        1.183        5.713            0      377.235      159.858      187.162
      669        1.234        5.614            0      377.249      177.811      186.944
      670        1.451        5.668            0      380.165      199.072      191.733
      671        1.214        5.550            0      376.440      131.898      186.612
      672        0.986        5.709            0      378.334      134.666      186.462
      673        2.001        5.747            0      380.494      192.013      186.037
      674        1.127        5.709            0      380.615      178.437      189.386
      675        0.980        5.703            0      382.263      159.914      193.067
      676        1.207        5.715            0      376.306      149.012      181.111
      677        1.119        5.847            0      381.282      148.817      188.231
      678        1.141        5.740            0      383.325      178.542      194.511
      679        1.192        5.797            0      380.246      162.136      188.763
      680        1.832        5.735            0      379.598      187.834      186.600
      681        1.306        5.689            0      380.286      148.816      190.855
      682        1.222        5.731            0      381.111      150.110      187.940
      683        1.227        5.839            0      382.104      150.971      185.682
      684        1.217        5.634            0      379.091      162.293      179.936
      685        1.561        5.684            0      377.698      178.160      187.705
      686        1.697        5.610            0      382.901      190.001      186.502
      687        1.208        5.465            0      372.159      157.594      184.863
      688        1.982        5.470            0      375.037      168.379      177.177
      689        1.336        5.739            0      378.782      175.757      182.859
      690        1.251        5.742            0      382.676      156.929      193.060
      691        1.282        5.530            0      374.555      161.026      187.258
      692        1.270        5.447            0      372.507      170.547      186.841
      693        1.207        5.620            0      374.951      184.181      184.320
      694        1.404        5.519            0      380.980      202.604      188.583
      695        1.282        5.867            0      379.957      185.592      188.515
      696        1.364        5.570            0      378.318      132.657      190.177
      697        1.208        5.503            0      374.760      178.411      186.102
      698        1.237        5.550            0      375.686      164.203      184.267
      699        1.172        5.399            0      374.876      173.375      188.074
      700        1.842        5.610            0      376.126      182.005      178.698
      701        1.366        5.584            0      381.065      171.014      184.844
      702        1.303        5.732            0      382.280      197.929      190.269
      703        1.335        5.677            0      379.012      170.137      180.626
      704        1.198        5.562            0      375.737      170.981      186.290
      705        1.439        5.679            0      379.095      156.952      185.077
      706        1.328        5.638            0      378.548      206.222      186.584
      707        1.349        5.508            0      375.833      162.862      188.130
      708        1.247        5.676            0      380.012      169.494      193.634
      709        1.268        5.591            0      374.725      135.298      180.824
      710        1.174        5.689            0      381.150      180.289      187.602
      711        1.161        5.651            0      377.603      179.003      180.538
      712        1.169        5.641            0      378.723      194.005      181.540
      713        1.240        5.619            0      372.944      202.814      174.943
      714        1.253        5.643            0      378.081      188.508      178.179
      715        1.125        5.789            0      380.447      189.794      187.231
      716        1.180        5.684            0      376.684      196.250      174.927
      717        1.729        5.700            0      377.352      195.031      175.085
      718        1.638        5.658            0      377.756      187.717      182.576
      719        1.789        5.597            0      374.967      195.661      172.578
      720        1.891        5.774            0      381.976      207.290      191.825
      721        1.937        5.608            0      381.403      174.316      191.216
      722        1.421        5.579            0      381.640      176.565      187.198
      723        1.851        5.642            0      379.076      219.086      190.684
      724        1.857        5.779            0      379.406      203.209      188.270
      725        1.794        5.603            0      377.757      175.249      188.962
      726        1.847        5.570            0      376.975      135.843      185.617
      727        1.862        5.483            0      377.733      154.792      188.407
      728        1.858        5.653            0      380.294      178.953      190.693
      729        1.765        5.541            0      377.034      157.463      187.512
      730        1.770        5.734            0      380.664      200.540      188.055
      731        1.583        5.643            0      377.639      175.156      188.729
      732        1.594        5.480            0      377.560      155.842      189.979
      733        1.915        5.670            0      377.267      197.001      188.179
      734        1.810        5.539            0      378.476      143.462      191.963
      735        1.896        5.692            0      381.270      189.713      188.149
      736        2.050        5.638            0      377.466      192.902      188.436
      737        1.962        5.700            0      381.225      207.545      191.940
      738        1.244        5.664            0      382.485      236.132      187.033
      739        1.390        5.719            0      379.061      191.948      190.770
      740        1.647        5.725            0      378.894      175.928      187.780
      741        1.324        5.757            0      378.587      230.856      184.253
      742        1.366        5.614            0      379.364      218.426      188.103
      743        1.944        5.665            0      380.493      207.878      190.612
      744        1.840        5.671            0      376.831      212.298      189.791
      745        1.739        5.552            0      380.550      162.281      192.282
      746        1.980        5.670            0      378.837      217.987      188.772
      747        1.340        5.655            0      382.290      167.129      189.442
      748        2.089        5.753            0      380.304      177.294      188.831
      749        2.005        5.719            0      379.340      221.036      185.729
      750        1.649        5.653            0      379.469      210.721      193.535
      751        1.850        5.630            0      377.236      184.705      190.726
      752        1.977        5.654            0      380.820      199.071      193.438
      753        1.906        5.596            0      377.094      194.531      187.024
      754        1.741        5.653            0      379.354      207.864      194.678
      755        1.870        5.765            0      379.307      229.476      188.777
      756        1.931        5.622            0      375.228      182.894      179.422
      757        1.993        5.673            0      381.188      191.360      188.378
      758        1.810        5.564            0      378.082      172.430      189.493
      759        1.996        5.691            0      379.945      197.980      185.819
      760        2.161        5.494            0      378.240      208.385      186.280
      761        1.842        5.647            0      379.349      183.750      189.204
      762        1.800        5.532            0      378.978      169.079      190.629
      763        1.657        5.695            0      379.169      186.560      191.026
      764        2.000        5.578            0      381.319      197.685      199.017
      765        1.762        5.647            0      378.728      201.240      187.618
      766        1.741        5.564            0      380.934      185.863      186.776
      767        1.772        5.634            0      378.379      168.250      188.381
      768        1.647        5.567            0      379.298      175.338      187.907
      769        1.890        5.562            0      377.321      183.631      186.956
      770        1.541        5.636            0      378.903      165.767      187.573
      771        1.823        5.689            0      382.623      191.775      189.915
      772        1.467        5.724            0      382.288      176.219      188.242
      773        1.626        5.487            0      375.337      167.696      187.170
      774        1.459        5.709            0      379.323      155.318      189.906
      775        1.509        5.552            0      377.889      189.643      189.099
      776        1.512        5.582            0      378.013      166.341      186.309
      777        1.529        5.630            0      380.354      158.433      189.120
      778        1.772        5.725            0      376.268      209.919      183.053
      779        1.891        5.772            0      380.900      178.093      189.795
      780        1.661        5.613            0      380.588      156.869      191.767
      781        1.906        5.439            0      375.799      186.808      179.958
      782        2.065        5.755            0      376.597      158.882      183.979
      783        1.673        5.731            0      382.148      183.777      188.149
      784        1.558        5.741            0      378.216      219.261      185.518
      785        2.091        5.849            0      382.612      227.819      190.277
      786        0.951        5.587            0      382.790      149.332      191.372
      787        1.803        5.556            0      379.196      155.579      191.029
      788        1.733        5.640            0      377.832      177.936      184.333
      789        1.750        5.566            0      379.519      145.869      189.564
      790        1.900        5.584            0      379.250      183.625      186.539
      791        1.911        5.619            0      381.508      174.064      192.440
      792        1.737        5.737            0      380.698      167.133      187.276
      793        1.615        5.585            0      380.165      171.140      188.113
      794        1.855        5.450            0      378.978      157.217      189.918
      795        1.440        5.676            0      379.465      162.288      187.879
      796        1.512        5.586            0      379.444      170.362      189.176
      797        1.534        5.577            0      381.572      170.182      191.504
      798        1.650        5.540            0      378.244      156.252      190.089
      799        2.094        5.613            0      380.321      206.243      195.282
      800        1.970        5.616            0      379.835      179.979      185.072
      801        1.727        5.617            0      378.276      171.196      188.686
      802        1.832        5.605            0      379.754      170.520      190.574
      803        1.633        5.602            0      377.572      164.876      185.145
      804        2.047        5.664            0      381.202      197.008      193.528
      805        1.685        5.527            0      378.460      145.021      191.603
      806        1.762        5.424            0      374.991      142.813      183.294
      807        1.731        5.608            0      380.870      164.194      191.452
      808        1.870        5.793            0      382.476      188.642      187.691
      809        1.852        5.459            0      379.361      173.606      189.873
      810        1.869        5.572            0      378.546      170.716      187.401
      811        1.461        5.652            0      381.109      169.896      190.444
      812        1.892        5.814            0      380.721      173.164      191.606
      813        1.850        5.591            0      376.854      162.768      185.570
      814        1.552        5.626            0      379.626      170.435      187.073
      815        1.526        5.677            0      381.003      173.463      183.584
      816        1.467        5.728            0      381.646      152.827      191.936
      817        1.392        5.655            0      381.612      153.340      188.299
      818        1.864        5.614            0      381.639      209.974      193.511
      819        1.834        5.710            0      380.027      180.955      190.285
      820        1.974        5.658            0      379.748      162.513      192.547
      821        1.941        5.651            0      381.086      223.539      185.835
      822        1.622        5.655            0      381.281      180.016      187.862
      823        2.019        5.818            0      378.881      223.646      187.900
      824        1.485        5.735            0      380.897      196.628      190.861
      825        1.216        5.707            0      380.331      167.123      184.078
      826        1.798        5.765            0      378.731      230.340      189.746
      827        1.820        5.731            0      379.037      165.490      192.018
      828        1.338        5.746            0      379.418      186.484      190.210
      829        1.674        5.676            0      379.910      163.719      185.602
      830        2.015        5.620            0      380.723      204.527      191.924
      831        1.530        5.566            0      377.437      170.773      187.489
      832        1.541        5.668            0      380.638      175.699      186.237
      833        1.767        5.710            0      378.251      183.467      187.356
      834        1.719        5.599            0      381.513      174.184      191.785
      835        1.544        5.825            0      384.030      224.058      193.610
      836        1.872        5.634            0      380.417      190.005      189.151
      837        1.282        5.719            0      381.512      163.342      189.056
      838        1.453        5.701            0      380.850      166.264      188.631
      839        1.784        5.710            0      382.659      217.593      191.145
      840        2.038        5.678            0      377.531      193.295      189.460
      841        1.895        5.640            0      381.417      185.048      193.808
      842        1.785        5.627            0      378.783      176.091      188.710
      843        1.817        5.661            0      383.044      183.592      198.330
      844        1.774        5.653            0      378.208      167.034      185.386
      845        1.734        5.695            0      378.045      205.743      190.379
      846        1.995        5.804            0      380.089      202.257      188.198
      847        1.631        5.595            0      380.842      168.096      190.356
      848        1.928        5.760            0      378.581      221.607      185.337
      849        1.857        5.659            0      378.384      197.258      191.231
      850        1.629        5.725            0      379.581      160.087      190.732
      851        2.025        5.795            0      383.576      230.671      187.594
      852        1.974        5.664            0      380.082      190.682      189.880
      853        2.018        5.744            0      381.464      195.462      185.264
      854        1.824        5.610            0      377.986      163.812      189.446
      855        1.789        5.624            0      378.129      161.994      188.145
      856        1.747        5.624            0      379.507      172.807      194.059
      857        1.597        5.704            0      378.054      182.513      192.728
      858        1.740        5.581            0      375.580      154.688      185.755
      859        1.762        5.545            0      379.203      142.300      187.040
      860        1.358        5.779            0      380.432      168.515      189.345
      861        2.025        5.720            0      380.481      205.978      192.540
      862        1.322        5.439            0      378.406      163.579      183.254
      863        1.181        5.526            0      372.139      174.908      184.103
      864        1.003        5.842            0      382.106      221.167      182.571
      865        1.231        5.666            0      377.174      207.551      180.564
      866        1.088        5.664            0      376.040      196.787      178.277
      867        0.925        5.783            0      383.008      189.850      187.602
      868        1.276        5.593            0      373.555      169.518      178.635
      869        1.081        5.676            0      379.060      153.876      182.001
      870        1.193        5.718            0      378.126      163.814      178.454
      871        1.094        5.648            0      378.390      167.748      186.432
      872        1.629        5.825            0      380.873      241.381      187.007
      873        1.090        5.588            0      371.547      211.361      174.701
      874        1.200        5.627            0      378.553      198.432      183.068
      875        1.184        5.766            0      379.061      220.986      180.033
      876        1.785        5.734            0      376.911      205.087      179.849
      877        1.112        5.742            0      378.140      202.772      177.533
      878        1.168        5.816            0      373.934      234.843      175.569
      879        1.113        5.709            0      377.951      205.084      182.104
      880        2.016        5.660            0      375.044      258.214      173.941
      881        1.167        5.836            0      383.111      211.425      186.836
      882        1.230        5.565            0      377.787      167.304      182.622
      883        1.221        5.660            0      377.936      167.726      180.560
      884        1.329        5.467            0      373.669      171.517      172.327
      885        1.144        5.698            0      378.809      183.939      178.069
      886        1.488        5.319            0      371.000      186.573      163.484
      887        1.086        5.581            0      373.712      208.256      177.007
      888        1.284        5.643            0      372.085      191.646      173.347
      889        1.171        5.526            0      372.666      198.304      173.663
      890        1.322        5.861            0      377.973      210.020      173.547
      891        1.322        5.601            0      377.634      211.327      179.599
      892        1.046        5.456            0      377.361      220.366      181.408
      893        0.959        5.651            0      373.919      192.780      184.414
      894        1.483        5.415            0      372.641      184.698      170.422
      895        1.819        5.473            0      370.040      235.395      167.635
      896        1.522        5.637            0      378.103      172.363      177.067
      897        1.515        5.536            0      376.397      181.093      177.385
      898        1.106        5.515            0      379.358      179.394      183.872
      899        1.678        5.550            0      377.592      161.062      177.566
      900        1.911        5.746            0      383.862      191.339      195.539
      901        1.684        5.823            0      381.772      249.075      193.487
      902        1.754        5.936            0      382.159      217.845      189.263
      903        1.387        5.802            0      380.974      217.792      192.236
      904        1.424        5.810            0      381.964      207.541      192.894
      905        1.344        5.666            0      375.008      203.151      179.008
      906        0.873        5.608            0      377.521      231.870      187.812
      907        0.770        5.740            0      379.489      219.578      182.355
      908        0.869        5.696            0      378.177      215.757      182.599
      909        0.747        5.772            0      380.695      191.320      188.347
      910        1.006        5.669            0      377.975      173.160      184.199
      911        0.763        5.595            0      374.585      199.019      181.697
      912        0.923        5.644            0      374.817      186.756      172.144
      913        0.924        5.449            0      372.356      203.269      182.239
      914        0.919        5.723            0      375.699      204.333      178.212
      915        0.856        5.743            0      380.269      233.879      188.626
      916        0.880        5.667            0      375.140      213.573      176.521
      917        0.834        5.620            0      375.018      205.845      174.816
      918        0.802        5.737            0      378.920      209.312      182.521
      919        0.679        5.642            0      376.342      221.587      177.334
      920        0.864        5.606            0      377.572      201.000      184.028
      921        1.074        5.631            0      378.347      188.460      188.021
      922        0.819        5.755            0      380.407      239.999      183.410
      923        0.722        5.680            0      376.882      203.954      183.525
      924        0.745        5.671            0      378.692      211.800      185.505
      925        1.146        5.755            0      378.784      240.437      180.769
      926        0.670        5.884            0      378.946      260.773      186.235
      927        0.769        5.784            0      378.408      220.279      190.333
      928        1.469        5.712            0      374.312      229.207      181.067
      929        1.007        5.669            0      374.975      201.269      173.252
      930        0.878        5.695            0      379.016      198.919      180.963
      931        0.847        5.652            0      373.780      194.670      171.914
      932        1.195        5.797            0      383.248      219.955      187.220
      933        0.760        5.616            0      375.717      211.896      177.357
      934        0.754        5.671            0      377.315      206.550      176.609
      935        1.099        5.705            0      380.989      214.669      188.373
      936        0.950        5.763            0      378.316      193.062      185.056
      937        0.848        5.675            0      380.525      173.437      185.187
      938        0.860        5.695            0      378.628      209.074      188.451
      939        1.013        5.822            0      379.572      216.195      187.299
      940        1.260        5.757            0      378.197      210.857      182.412
      941        0.978        5.634            0      377.652      191.645      185.865
      942        0.896        5.854            0      377.047      190.913      182.974
      943        0.787        5.770            0      383.551      203.957      183.952
      944        1.801        5.793            0      380.622      203.717      188.310
      945        1.877        5.910            0      379.198      222.691      182.446
      946        1.816        5.865            0      381.401      233.452      186.557
      947        2.024        5.827            0      379.759      194.893      191.287
      948        1.469        5.903            0      380.079      221.520      184.071
      949        0.719        5.710            0      376.416      210.400      177.565
      950        0.906        5.658            0      375.978      196.620      175.608
      951        0.932        5.618            0      377.930      258.602      180.428
      952        0.637        5.690            0      378.808      243.928      182.081
      953        0.857        5.636            0      377.972      205.357      179.613
      954        1.784        5.605            0      373.691      179.363      175.322
      955        1.334        5.722            0      376.786      218.063      180.191
      956        0.908        5.572            0      373.738      239.481      172.602
      957        1.105        5.742            0      377.040      204.265      184.478
      958        1.569        5.695            0      377.788      229.466      184.764
      959        1.428        5.600            0      370.605      270.786      170.367
      960        1.722        5.814            0      376.787      297.309      178.167
      961        1.293        5.519            0      372.160      213.555      175.404
      962        1.318        5.712            0      380.433      212.940      181.893
      963        1.366        5.771            0      379.291      203.463      185.921
      964        1.354        5.698            0      378.829      179.645      178.977
      965        0.795        5.652            0      373.466      193.543      174.483
      966        1.216        5.818            0      381.798      240.453      187.972
      967        0.792        5.798            0      380.322      209.918      186.742
      968        0.684        5.797            0      381.995      206.737      187.319
      969        0.816        5.704            0      378.835      203.426      192.162
      970        1.943        5.776            0      381.793      213.591      193.186
      971        1.785        5.661            0      377.673      224.603      192.613
      972        1.255        5.881            0      380.936      222.680      192.665
      973        1.546        5.676            0      381.189      190.155      190.460
      974        1.621        5.538            0      377.452      166.829      188.772
      975        1.338        5.550            0      381.464      205.766      191.304
      976        1.483        5.632            0      380.377      175.459      192.186
      977        1.959        5.771            0      376.937      203.312      184.971
      978        1.759        5.655            0      379.230      226.912      188.227
      979        1.760        5.685            0      379.854      178.751      191.270
      980        1.818        5.675            0      381.151      183.415      187.946
      981        2.006        5.670            0      383.498      206.740      192.738
      982        1.881        5.630            0      380.103      237.910      188.353
      983        1.577        5.556            0      377.438      181.544      186.481
      984        1.965        5.658            0      382.004      225.371      193.606
      985        2.100        5.607            0      375.424      206.286      184.841
      986        2.018        5.770            0      380.332      215.767      186.257
      987        1.985        5.917            0      381.449      183.072      188.001
      988        1.938        5.663            0      381.608      156.640      193.382
      989        1.754        5.731            0      379.814      155.625      192.194
      990        1.818        5.614            0      378.477      149.138      190.373
      991        1.879        5.795            0      381.518      185.741      193.049
      992        1.946        5.741            0      381.462      206.918      195.455
      993        1.780        5.623            0      379.624      180.091      190.400
      994        1.881        5.673            0      380.355      177.825      189.596
      995        1.844        5.539            0      377.947      148.792      189.135
      996        1.935        5.659            0      380.518      176.113      189.643
      997        1.839        5.766            0      379.866      186.996      190.287
      998        1.977        5.700            0      379.256      207.118      184.981
      999        1.539        5.805            0      382.527      234.118      193.673
     1000        1.587        5.550            0      382.682      195.734      193.745
     1001        1.592        5.551            0      381.977      195.436      192.696
