  # frame#    Prot_CA   Prot_Backbone  Prot_Sidechain  Prot_All_Heavy Lig_wrt_Protein  Lig_wrt_Ligand
       306     10.198          10.386          10.235          10.150           5.965           0.932
       307     10.021          10.210          10.067           9.971           6.014           1.098
       308     10.188          10.361          10.202          10.125           5.344           1.031
       309     10.111          10.319          10.162          10.072           5.408           1.050
       310      9.583           9.720           9.731           9.567           5.591           1.143
       311      9.883          10.031          10.002           9.833           5.092           1.178
       312      9.853          10.014           9.929           9.804           6.284           1.067
       313     10.136          10.290          10.144          10.043           5.466           1.079
       314      9.926          10.083          10.010           9.880           5.970           1.042
       315      9.347           9.475           9.519           9.316           5.634           0.985
       316      9.582           9.725           9.722           9.541           6.464           1.048
       317      9.799           9.923           9.958           9.730           5.147           1.199
       318      9.845          10.004           9.966           9.783           5.292           0.940
       319      9.583           9.735           9.722           9.535           6.596           0.949
       320      9.993          10.120          10.068           9.913           5.766           1.038
       321     10.090          10.227          10.151          10.011           6.356           1.027
       322     10.139          10.228          10.242          10.048           6.480           0.962
       323      9.943          10.036          10.084           9.875           6.658           1.031
       324     10.113          10.212          10.231          10.046           7.056           1.061
       325     10.514          10.664          10.588          10.434           5.993           1.122
       326      9.673           9.851           9.730           9.593           6.362           1.093
       327      9.648           9.810           9.771           9.588           5.519           1.010
       328      8.498           8.635           8.626           8.448           5.169           1.218
       329      8.799           8.969           8.959           8.783           5.264           1.317
       330      9.102           9.262           9.262           9.085           5.321           1.299
       331      8.958           9.103           9.165           8.940           6.095           1.241
       332      8.698           8.835           8.866           8.673           5.330           1.490
       333      8.194           8.313           8.518           8.220           5.470           1.253
       334      7.630           7.732           7.903           7.636           5.036           1.833
       335      7.299           7.403           7.644           7.330           5.644           2.120
       336      7.121           7.216           7.467           7.142           5.335           1.821
       337      8.078           8.191           8.345           8.061           5.885           1.452
       338      6.826           6.923           7.107           6.827           4.688           2.026
       339      6.640           6.703           6.932           6.649           4.966           2.104
       340      6.449           6.470           6.700           6.450           5.167           1.581
       341      6.426           6.432           6.667           6.437           5.052           1.550
       342      5.133           5.106           5.499           5.208           4.178           1.630
       343      5.492           5.481           5.957           5.576           5.041           1.257
       344      5.386           5.399           5.926           5.501           3.677           1.387
       345      5.821           5.845           6.190           5.871           4.688           1.867
       346      6.757           6.809           6.938           6.725           4.246           1.998
       347      7.875           7.977           7.997           7.808           5.793           1.803
       348      7.790           7.875           7.851           7.699           5.094           1.721
       349      7.669           7.757           7.767           7.594           4.855           1.473
       350      6.552           6.582           6.777           6.520           4.588           1.708
       351      6.661           6.722           6.951           6.657           5.240           1.737
       352      6.328           6.357           6.606           6.320           4.975           1.838
       353      7.536           7.614           7.727           7.491           5.250           1.820
       354      7.411           7.515           7.642           7.393           4.808           1.983
       355      7.857           7.959           8.057           7.809           4.688           1.491
       356      7.467           7.576           7.668           7.442           4.943           1.160
       357      7.131           7.216           7.393           7.106           4.388           1.652
       358      8.432           8.548           8.584           8.367           5.224           1.443
       359      8.786           8.912           8.891           8.699           5.710           1.552
       360      9.476           9.625           9.454           9.351           5.330           1.507
       361      9.251           9.373           9.279           9.129           4.890           1.356
       362      9.198           9.338           9.283           9.115           5.700           1.475
       363      9.024           9.149           9.112           8.928           5.392           1.438
       364      8.359           8.515           8.446           8.277           5.235           1.661
       365      9.145           9.324           9.297           9.108           6.011           1.306
       366      9.631           9.798           9.674           9.531           6.036           1.733
       367      9.488           9.617           9.586           9.388           5.565           1.391
       368      9.130           9.266           9.251           9.050           5.591           1.271
       369      8.380           8.507           8.556           8.325           4.886           1.305
       370      9.087           9.200           9.206           9.017           4.944           1.686
       371      8.964           9.060           9.103           8.891           5.150           1.624
       372      7.723           7.812           7.883           7.665           4.738           1.692
       373      8.708           8.834           8.764           8.601           4.008           1.616
       374      8.265           8.380           8.396           8.191           4.803           1.478
       375      9.034           9.209           9.136           8.961           4.747           1.624
       376      9.067           9.173           9.268           9.034           4.200           1.135
       377      8.193           8.259           8.402           8.167           4.186           1.252
       378      8.176           8.267           8.451           8.186           4.887           1.963
       379      8.424           8.513           8.562           8.391           4.336           1.394
       380      8.160           8.255           8.330           8.125           4.586           1.445
       381      8.930           9.076           8.991           8.847           3.738           1.238
       382      8.543           8.653           8.613           8.458           3.900           1.054
       383      8.784           8.917           8.850           8.697           3.669           1.363
       384      9.311           9.431           9.435           9.233           3.998           1.646
       385      8.977           9.081           9.195           8.959           4.171           1.329
       386      9.387           9.475           9.532           9.314           3.640           1.132
       387      9.007           9.082           9.160           8.925           3.669           1.170
       388      9.149           9.253           9.270           9.075           4.104           1.065
       389      8.977           9.077           9.082           8.911           3.572           1.276
       390      8.941           9.025           8.999           8.849           4.023           1.377
       391      9.145           9.245           9.298           9.096           3.813           1.099
       392      8.515           8.591           8.741           8.490           4.144           1.384
       393      8.530           8.606           8.687           8.479           3.808           1.171
       394      8.993           9.095           9.082           8.919           3.958           1.285
       395      8.899           8.988           9.073           8.861           3.603           1.274
       396      8.696           8.792           8.951           8.693           3.836           1.117
       397      9.460           9.545           9.656           9.411           4.988           1.056
       398      8.626           8.689           8.862           8.577           4.300           1.097
       399      8.921           8.984           9.110           8.861           4.383           1.299
       400      8.900           8.971           9.112           8.859           4.612           1.432
       401      9.262           9.339           9.445           9.200           4.746           1.123
       402      9.409           9.492           9.558           9.340           5.334           1.306
       403      8.462           8.540           8.767           8.460           4.277           1.354
       404      8.584           8.654           8.846           8.579           5.050           1.484
       405      8.434           8.518           8.725           8.435           4.615           1.758
       406      9.002           9.096           9.152           8.922           4.078           1.201
       407      9.299           9.391           9.466           9.252           4.052           1.348
       408      9.283           9.384           9.458           9.236           4.187           1.301
       409      9.132           9.200           9.311           9.087           4.707           1.661
       410      9.331           9.423           9.463           9.276           5.285           1.705
       411      9.841           9.950           9.872           9.749           5.655           1.155
       412      9.133           9.205           9.311           9.091           5.248           0.992
       413      9.589           9.663           9.700           9.519           5.547           1.851
       414      9.228           9.295           9.362           9.154           5.872           1.456
       415      9.154           9.213           9.297           9.081           3.863           1.293
       416      9.667           9.763           9.750           9.591           5.937           1.175
       417      9.273           9.360           9.447           9.223           5.386           1.156
       418      9.153           9.240           9.307           9.100           5.632           0.891
       419      9.210           9.294           9.314           9.132           6.173           1.108
       420      8.753           8.817           8.917           8.688           5.737           1.063
       421      8.908           8.996           9.042           8.832           5.240           0.995
       422      8.802           8.894           9.018           8.769           5.514           1.054
       423      9.011           9.086           9.246           8.992           5.198           1.089
       424      8.855           8.921           9.090           8.830           5.943           0.946
       425      9.250           9.330           9.365           9.197           4.541           0.968
