@structureId,@chemicalID,@type,@molecularWeight,InChIKey,smiles
3T9B,ANP,NON-POLYMER,506.196,PVKSNHVPLWYQGJ-KQYNXXCUSA-N,c1nc(c2c(n1)n(cn2)[C@H]3[C@@H]([C@@H]([C@H](O3)CO[P@](=O)(O)O[P@@](=O)(NP(=O)(O)O)O)O)O)N
3T9C,IHP,NON-POLYMER,660.035,IMQLKJBTEOYOSI-GPIVLXJGSA-N,C1(C(C(C(C(C1OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O
3T9D,I7P,NON-POLYMER,740.015,UPHPWXPNZIOZJL-KXXVROSKSA-N,[C@H]1([C@H](C([C@H]([C@@H](C1OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O
3T9E,I7P,NON-POLYMER,740.015,UPHPWXPNZIOZJL-KXXVROSKSA-N,[C@H]1([C@H](C([C@H]([C@@H](C1OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O
3T9F,I8P,NON-POLYMER,819.995,HHQOOERQSFJGEP-SLWYWOEDSA-N,[C@@H]1([C@H](C([C@H]([C@@H](C1OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)OP(=O)(O)O)OP(=O)(O)O
4HN2,0EJ,NON-POLYMER,702.072,JGWVNODNEALCIO-QEEWUKHFSA-N,C(C(=O)OC1[C@@H]([C@H](C([C@H]([C@@H]1OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)P(=O)(O)O
4NZM,0EJ,NON-POLYMER,702.072,JGWVNODNEALCIO-QEEWUKHFSA-N,C(C(=O)OC1[C@@H]([C@H](C([C@H]([C@@H]1OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)P(=O)(O)O
4NZN,2OU,NON-POLYMER,712.215,KVXFVNYXADEMDE-FYYZZUKCSA-N,c1ccc(cc1)COC2[C@@H]([C@H](C([C@H]([C@@H]2OP(=O)(O)O)OP(=O)(O)O)OC(=O)CP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O
4NZO,2OV,NON-POLYMER,680.321,ZTUVPCVFCISGDF-YUNYCSSDSA-N,c1ccc(cc1)COC2[C@@H]([C@H](C([C@H]([C@@H]2OP(=O)(O)O)OP(=O)(O)O)OCc3ccccc3)OP(=O)(O)O)OP(=O)(O)O
4Q4C,I8P,NON-POLYMER,819.995,HHQOOERQSFJGEP-SLWYWOEDSA-N,[C@@H]1([C@H](C([C@H]([C@@H](C1OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)OP(=O)(O)O)OP(=O)(O)O
4Q4D,2YN,NON-POLYMER,819.995,HHQOOERQSFJGEP-ZSIQDKGESA-N,[C@H]1([C@H](C([C@H]([C@H](C1OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)OP(=O)(O)O)OP(=O)(O)O
5BYA,4WZ,NON-POLYMER,816.049,WDYISGXURTYYJP-ZDJZFTHGSA-N,C(P(=O)(O)O)P(=O)(O)O[C@@H]1[C@@H](C([C@H]([C@@H](C1OP(=O)(O)O)OP(=O)(CP(=O)(O)O)O)OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O
5BYB,4WY,NON-POLYMER,744.109,KMLKNZLYFKMCMH-COQVWMOOSA-N,C(C(=O)O[C@@H]1[C@@H](C([C@H]([C@@H](C1OP(=O)(O)O)OC(=O)CP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)P(=O)(O)O
5DGH,5A3,NON-POLYMER,738.042,IZNCMXVIYGYGJI-AQWRHFAGSA-N,C(P(=O)(O)O)P(=O)(O)OC1[C@@H]([C@H](C([C@H]([C@@H]1OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O
5DGI,5A2,NON-POLYMER,816.049,WDYISGXURTYYJP-XAZAIFFQSA-N,C(P(=O)(O)O)P(=O)(O)O[C@@H]1[C@H](C([C@@H]([C@@H](C1OP(=O)(O)O)OP(=O)(CP(=O)(O)O)O)OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O
6N5C,KDJ,NON-POLYMER,737.068,XBHZOGSBYRIXJA-QWBQGLJISA-N,[C@H]1([C@H](C([C@H]([C@@H](C1NC(=O)C(F)(F)P(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O
8G9E,YUT,non-polymer,774.023,WXRZISRVPNTHSS-QWBQGLJISA-N,[C@H]1([C@H](C([C@H]([C@@H](C1OP(=O)(C(F)(F)P(=O)(O)O)O)OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O
1B55,4IP,NON-POLYMER,500.075,CIPFCGZLFXVXBG-CNWJWELYSA-N,[C@H]1([C@H](C([C@H]([C@H](C1OP(=O)(O)O)O)OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)O
1BWN,4IP,NON-POLYMER,500.075,CIPFCGZLFXVXBG-CNWJWELYSA-N,[C@H]1([C@H](C([C@H]([C@H](C1OP(=O)(O)O)O)OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)O
