@structureId,@chemicalID,@type,@molecularWeight,InChIKey,smiles
8I6J,ADP,NON-POLYMER,427.201,XTWYTFMLZFPYCI-KQYNXXCUSA-N,c1nc(c2c(n1)n(cn2)[C@H]3[C@@H]([C@@H]([C@H](O3)CO[P@](=O)(O)OP(=O)(O)O)O)O)N
8I9U,ADP,NON-POLYMER,427.201,XTWYTFMLZFPYCI-KQYNXXCUSA-N,c1nc(c2c(n1)n(cn2)[C@H]3[C@@H]([C@@H]([C@H](O3)CO[P@](=O)(O)OP(=O)(O)O)O)O)N
8SFE,ADP,NON-POLYMER,427.201,XTWYTFMLZFPYCI-KQYNXXCUSA-N,c1nc(c2c(n1)n(cn2)[C@H]3[C@@H]([C@@H]([C@H](O3)CO[P@](=O)(O)OP(=O)(O)O)O)O)N
8SFF,ADP,NON-POLYMER,427.201,XTWYTFMLZFPYCI-KQYNXXCUSA-N,c1nc(c2c(n1)n(cn2)[C@H]3[C@@H]([C@@H]([C@H](O3)CO[P@](=O)(O)OP(=O)(O)O)O)O)N
8SG8,ADP,NON-POLYMER,427.201,XTWYTFMLZFPYCI-KQYNXXCUSA-N,c1nc(c2c(n1)n(cn2)[C@H]3[C@@H]([C@@H]([C@H](O3)CO[P@](=O)(O)OP(=O)(O)O)O)O)N
8SG9,ADP,NON-POLYMER,427.201,XTWYTFMLZFPYCI-KQYNXXCUSA-N,c1nc(c2c(n1)n(cn2)[C@H]3[C@@H]([C@@H]([C@H](O3)CO[P@](=O)(O)OP(=O)(O)O)O)O)N
8SGC,ADP,NON-POLYMER,427.201,XTWYTFMLZFPYCI-KQYNXXCUSA-N,c1nc(c2c(n1)n(cn2)[C@H]3[C@@H]([C@@H]([C@H](O3)CO[P@](=O)(O)OP(=O)(O)O)O)O)N
8SGL,ADP,NON-POLYMER,427.201,XTWYTFMLZFPYCI-KQYNXXCUSA-N,c1nc(c2c(n1)n(cn2)[C@H]3[C@@H]([C@@H]([C@H](O3)CO[P@](=O)(O)OP(=O)(O)O)O)O)N
8SGQ,ADP,NON-POLYMER,427.201,XTWYTFMLZFPYCI-KQYNXXCUSA-N,c1nc(c2c(n1)n(cn2)[C@H]3[C@@H]([C@@H]([C@H](O3)CO[P@](=O)(O)OP(=O)(O)O)O)O)N
8SH9,ADP,NON-POLYMER,427.201,XTWYTFMLZFPYCI-KQYNXXCUSA-N,c1nc(c2c(n1)n(cn2)[C@H]3[C@@H]([C@@H]([C@H](O3)CO[P@](=O)(O)OP(=O)(O)O)O)O)N
8SHA,ADP,NON-POLYMER,427.201,XTWYTFMLZFPYCI-KQYNXXCUSA-N,c1nc(c2c(n1)n(cn2)[C@H]3[C@@H]([C@@H]([C@H](O3)CO[P@](=O)(O)OP(=O)(O)O)O)O)N
8SHD,ADP,NON-POLYMER,427.201,XTWYTFMLZFPYCI-KQYNXXCUSA-N,c1nc(c2c(n1)n(cn2)[C@H]3[C@@H]([C@@H]([C@H](O3)CO[P@](=O)(O)OP(=O)(O)O)O)O)N
8SHE,ADP,NON-POLYMER,427.201,XTWYTFMLZFPYCI-KQYNXXCUSA-N,c1nc(c2c(n1)n(cn2)[C@H]3[C@@H]([C@@H]([C@H](O3)CO[P@](=O)(O)OP(=O)(O)O)O)O)N
8SHF,ADP,NON-POLYMER,427.201,XTWYTFMLZFPYCI-KQYNXXCUSA-N,c1nc(c2c(n1)n(cn2)[C@H]3[C@@H]([C@@H]([C@H](O3)CO[P@](=O)(O)OP(=O)(O)O)O)O)N
8SHG,ADP,NON-POLYMER,427.201,XTWYTFMLZFPYCI-KQYNXXCUSA-N,c1nc(c2c(n1)n(cn2)[C@H]3[C@@H]([C@@H]([C@H](O3)CO[P@](=O)(O)OP(=O)(O)O)O)O)N
8SHL,ADP,NON-POLYMER,427.201,XTWYTFMLZFPYCI-KQYNXXCUSA-N,c1nc(c2c(n1)n(cn2)[C@H]3[C@@H]([C@@H]([C@H](O3)CO[P@](=O)(O)OP(=O)(O)O)O)O)N
8SHN,ADP,NON-POLYMER,427.201,XTWYTFMLZFPYCI-KQYNXXCUSA-N,c1nc(c2c(n1)n(cn2)[C@H]3[C@@H]([C@@H]([C@H](O3)CO[P@](=O)(O)OP(=O)(O)O)O)O)N
8SHO,ADP,NON-POLYMER,427.201,XTWYTFMLZFPYCI-KQYNXXCUSA-N,c1nc(c2c(n1)n(cn2)[C@H]3[C@@H]([C@@H]([C@H](O3)CO[P@](=O)(O)OP(=O)(O)O)O)O)N
8SHP,ADP,NON-POLYMER,427.201,XTWYTFMLZFPYCI-KQYNXXCUSA-N,c1nc(c2c(n1)n(cn2)[C@H]3[C@@H]([C@@H]([C@H](O3)CO[P@](=O)(O)OP(=O)(O)O)O)O)N
8SHQ,ADP,NON-POLYMER,427.201,XTWYTFMLZFPYCI-KQYNXXCUSA-N,c1nc(c2c(n1)n(cn2)[C@H]3[C@@H]([C@@H]([C@H](O3)CO[P@](=O)(O)OP(=O)(O)O)O)O)N
8SHT,ADP,NON-POLYMER,427.201,XTWYTFMLZFPYCI-KQYNXXCUSA-N,c1nc(c2c(n1)n(cn2)[C@H]3[C@@H]([C@@H]([C@H](O3)CO[P@](=O)(O)OP(=O)(O)O)O)O)N
6S7O,EGY,NON-POLYMER,636.861,GGHWXDCJHDYMKO-WJOKGBTCSA-O,CCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCC)COP(=O)(O)OCC[N+](C)(C)C
6S7T,0K3,NON-POLYMER,642.931,KVTNIWHEHVWGJC-DLTKSLTJSA-N,CC(=CCC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\COP(=O)(O)O)/C)/C)/C)/C)/C)/C)/C)C
8PN9,OTP,NON-POLYMER,722.911,IKKLDISSULFFQO-DJMILUHSSA-N,CC(=CCC/C(=C/CC/C(=C/CC/C(=C/CC/C(=C/CC/C(=C/CC/C(=C/CC/C(=C/CO[P@](=O)(O)OP(=O)(O)O)/C)/C)/C)/C)/C)/C)/C)C
1MFM,CD,NON-POLYMER,112.411,WLZRMCYVCSSEQC-UHFFFAOYSA-N,[Cd+2]
2WKO,IOD,NON-POLYMER,126.904,XMBWDFGMSWQBCA-UHFFFAOYSA-M,[I-]
2WYZ,U5P,NON-POLYMER,324.181,DJJCXFVJDGTHFX-XVFCMESISA-N,C1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)O)O)O
2WZ0,ZZT,non-polymer,137.179,WXWCDTXEKCVRRO-UHFFFAOYSA-N,Cc1ccc(c(c1)N)OC
2WZ5,MET,L-PEPTIDE LINKING,149.211,FFEARJCKVFRZRR-BYPYZUCNSA-N,CSCC[C@@H](C(=O)O)N
2WZ6,ZO0,non-polymer,310.317,VCBLSOZPKMFKJI-UHFFFAOYSA-N,CN1CCCN(CC1)c2c3ccccc3nc(n2)C(F)(F)F
2XJL,PEG,NON-POLYMER,106.12,MTHSVFCYNBDYFN-UHFFFAOYSA-N,C(COCCO)O
3CQP,MLI,NON-POLYMER,102.046,OFOBLEOULBTSOW-UHFFFAOYSA-L,C(C(=O)[O-])C(=O)[O-]
3GZO,MLI,NON-POLYMER,102.046,OFOBLEOULBTSOW-UHFFFAOYSA-L,C(C(=O)[O-])C(=O)[O-]
3H2P,MLI,NON-POLYMER,102.046,OFOBLEOULBTSOW-UHFFFAOYSA-L,C(C(=O)[O-])C(=O)[O-]
3K91,PS5,NON-POLYMER,160.325,FBNHIFPJXGPDIP-UHFFFAOYSA-L,[S-]SSS[S-]
3RE0,CPT,NON-POLYMER,300.045,LXZZYRPGZAFOLE-UHFFFAOYSA-L,[NH3][Pt]([NH3])(Cl)Cl
4A7G,12I,non-polymer,228.293,RDYFSMILBPHDCN-UHFFFAOYSA-N,CN1CCN(CC1)c2c3ccccc3ncn2
4A7Q,4MQ,non-polymer,242.32,BZBWHBGXCGIIRW-UHFFFAOYSA-N,CN1CCCN(CC1)c2c3ccccc3ncn2
4A7S,5UD,NON-POLYMER,262.192,FHIDNBAQOFJWCA-UAKXSSHOSA-N,C1=C(C(=O)NC(=O)N1[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O)F
4A7T,5FW,non-polymer,211.258,JWZZKOKVBUJMES-NSHDSACASA-N,CC(C)NC[C@@H](c1ccc(c(c1)O)O)O
4A7U,ALE,non-polymer,183.204,UCTWMZQNUQWSLP-VIFPVBQESA-N,CNC[C@@H](c1ccc(c(c1)O)O)O
4A7V,LDP,NON-POLYMER,153.178,VYFYYTLLBUKUHU-UHFFFAOYSA-N,c1cc(c(cc1CCN)O)O
4BCY,CD,NON-POLYMER,112.411,WLZRMCYVCSSEQC-UHFFFAOYSA-N,[Cd+2]
4FF9,CYS,L-PEPTIDE LINKING,121.158,XUJNEKJLAYXESH-REOHCLBHSA-N,C([C@@H](C(=O)O)N)S
5DLI,IOD,NON-POLYMER,126.904,XMBWDFGMSWQBCA-UHFFFAOYSA-M,[I-]
5O3Y,9JK,NON-POLYMER,229.298,UNNFUOQPVNQPFU-UHFFFAOYSA-N,c1ccc(cc1)NC(=O)c2ccccc2S
5O40,9JT,NON-POLYMER,276.193,PVPUYGNPKBMXGO-UHFFFAOYSA-N,c1ccc(cc1)NC(=O)c2ccccc2[SeH]
5WMJ,TFA,non-polymer,114.023,DTQVDTLACAAQTR-UHFFFAOYSA-N,C(=O)(C(F)(F)F)O
5WOR,MLI,NON-POLYMER,102.046,OFOBLEOULBTSOW-UHFFFAOYSA-L,C(C(=O)[O-])C(=O)[O-]
5YTO,946,NON-POLYMER,309.359,KSDGEFPHPRYPCZ-IBGZPJMESA-N,c1ccc2cc(ccc2c1)CNC[C@@H](c3ccc(c(c3)O)O)O
5YTU,5FW,non-polymer,211.258,JWZZKOKVBUJMES-NSHDSACASA-N,CC(C)NC[C@@H](c1ccc(c(c1)O)O)O
5YUL,S4P,NON-POLYMER,130.276,IKRMQEUTISXXQP-UHFFFAOYSA-N,SSSS
6A9O,6B3,NON-POLYMER,434.443,MWPPELUBOBZLKD-UHFFFAOYSA-N,c1ccc2c(c1)-c3ccc(cc3NC2=O)NC(=O)c4ccccc4c5ccccc5C(=O)O
6B79,ORA,NON-POLYMER,408.406,MPVDXIMFBOLMNW-ISLYRVAYSA-N,c1ccc(cc1)/N=N/c2c(ccc3c2c(cc(c3)S(=O)(=O)O)S(=O)(=O)O)O
6DTK,MLI,NON-POLYMER,102.046,OFOBLEOULBTSOW-UHFFFAOYSA-L,C(C(=O)[O-])C(=O)[O-]
6FFK,D7Z,NON-POLYMER,378.157,UUERTZXRKZEANK-SKSSAGQDSA-L,C1CC[C@@H]2[C@@H](C1)N[Pt](N2)(Cl)Cl
6FOL,PE8,NON-POLYMER,370.436,GLZWNFNQMJAZGY-UHFFFAOYSA-N,C(COCCOCCOCCOCCOCCOCCOCCO)O
6SPH,9JT,NON-POLYMER,276.193,PVPUYGNPKBMXGO-UHFFFAOYSA-N,c1ccc(cc1)NC(=O)c2ccccc2[SeH]
6SPI,LQW,NON-POLYMER,324.664,ZZXRGWYKGIZVNH-UHFFFAOYSA-N,c1ccc(c(c1)C(=O)NCc2ccc(cc2)Cl)[SeH]
6SPJ,LR2,NON-POLYMER,277.181,IIISTDSZDJBBTA-UHFFFAOYSA-N,c1ccc(c(c1)C(=O)Nc2ccccn2)[SeH]
6SPK,LQN,NON-POLYMER,420.286,KDJGCBCDXDUUBJ-UHFFFAOYSA-N,c1ccc(c(c1)C(=O)Nc2cccc(c2)c3ccc(cc3)C(F)(F)F)[SeH]
6Z3V,Q6H,non-polymer,407.298,ICAHNFBOARHDEU-UHFFFAOYSA-N,c1cc(cc(c1)NC(=O)c2cc(ccc2[SeH])F)C(=O)N3CCOCC3
6Z4G,9JT,NON-POLYMER,276.193,PVPUYGNPKBMXGO-UHFFFAOYSA-N,c1ccc(cc1)NC(=O)c2ccccc2[SeH]
6Z4H,LQW,NON-POLYMER,324.664,ZZXRGWYKGIZVNH-UHFFFAOYSA-N,c1ccc(c(c1)C(=O)NCc2ccc(cc2)Cl)[SeH]
6Z4I,Q85,non-polymer,320.245,YYKTWDKCQYEMIR-UHFFFAOYSA-N,COc1ccc(cc1)CNC(=O)c2ccccc2[SeH]
6Z4J,Q7W,non-polymer,324.664,QFDPOECXODPRIP-UHFFFAOYSA-N,c1ccc(c(c1)C(=O)NCc2cccc(c2)Cl)[SeH]
6Z4K,Q7N,non-polymer,320.245,UAPICSBUEQCMKS-UHFFFAOYSA-N,COc1cccc(c1)CNC(=O)c2ccccc2[SeH]
6Z4L,Q8H,non-polymer,291.207,JMKKHOHSFFBFIN-UHFFFAOYSA-N,c1ccc(c(c1)C(=O)NCc2cccnc2)[SeH]
6Z4M,Q8E,non-polymer,321.233,SGEBTMJCWYBJSF-UHFFFAOYSA-N,COc1ccc(cn1)CNC(=O)c2ccccc2[SeH]
6Z4O,Q7T,non-polymer,290.219,RSKAHKHYVHVHKD-UHFFFAOYSA-N,c1ccc(cc1)CNC(=O)c2ccccc2[SeH]
7T8F,9JT,NON-POLYMER,276.193,PVPUYGNPKBMXGO-UHFFFAOYSA-N,c1ccc(cc1)NC(=O)c2ccccc2[SeH]
7T8G,Q8H,non-polymer,291.207,JMKKHOHSFFBFIN-UHFFFAOYSA-N,c1ccc(c(c1)C(=O)NCc2cccnc2)[SeH]
7T8H,Q8E,non-polymer,321.233,SGEBTMJCWYBJSF-UHFFFAOYSA-N,COc1ccc(cn1)CNC(=O)c2ccccc2[SeH]
7XX3,I2G,non-polymer,196.286,DZXNZBWYVLLUAX-IVONAZQTSA-N,CCCC[C@H](C)/C=C(\C)/C=C/C(=O)O
8CCX,UDI,non-polymer,122.252,SMTOKHQOVJRXLK-UHFFFAOYSA-N,C(CCS)CS
8GSQ,K4I,non-polymer,426.484,PMXMIIMHBWHSKN-LJQANCHMSA-N,CC1=C(C(=O)N2CCC[C@H](C2=N1)O)CCN3CCC(CC3)c4c5ccc(cc5on4)F
8YD3,A1LYN,non-polymer,190.28,RHINSRUDDXGHLV-JTQLQIEISA-N,C(CCCCO)CCC[C@@H](CO)O
1DMT,RDF,peptide-like,543.504,ZPHBZEQOLSRPAK-XLCYBJAPSA-N,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[P@](=O)(N[C@@H](CC(C)C)C(=O)N[C@@H](Cc2c[nH]c3c2cccc3)C(=O)O)O)O)O)O
1R1H,BIR,NON-POLYMER,418.423,CWJPVKSBGVPXRD-QMTMVMCOSA-N,C[C@@H](C(=O)O)NC(=O)[C@H](Cc1ccc(cc1)c2ccccc2)C[P@@](=O)([C@H](C)N)O
