@structureId,@chemicalID,@type,@molecularWeight,InChIKey,smiles
5DVC,T53,NON-POLYMER,593.672,SBYMRRQFPFQPFC-UHFFFAOYSA-N,CN1CCN(CC1)Cc2ccc(cc2)C(=O)NCc3cccc(c3)COc4ccccc4NC(=O)c5cccc(c5)[N+](=O)[O-]
5DWL,3JX,NON-POLYMER,547.6,IIJDFXNUWZTHIM-NRFANRHFSA-N,Cc1c(n(c2c1cc(cc2)C(=O)N[C@@H](C)c3ccc(cc3)[N+](=O)[O-])Cc4ccc(cc4)c5ccccc5C(=O)O)C
5F9B,5VN,NON-POLYMER,488.699,FABOBEOYNMHSHB-UAWZMHPWSA-N,C[C@]12CC[C@@H]([C@@]([C@@H]1CC[C@@]3([C@@H]2CC=C4[C@]3(C[C@H]([C@@]5([C@H]4CC(CC5)(C)C)C(=O)O)O)C)C)(C)CO)O
5GTN,Q35,NON-POLYMER,617.646,WSCPDRVLOQMVLP-MUUNZHRXSA-N,CC[C@H](c1cc(no1)c2ccc(cc2)OC(C)(C)C(=O)O)OC(=O)N(Cc3ccccc3)C(=O)Nc4cc(cc(c4)OC)OC
5GTO,T35,NON-POLYMER,617.646,WSCPDRVLOQMVLP-NDEPHWFRSA-N,CC[C@@H](c1cc(no1)c2ccc(cc2)OC(C)(C)C(=O)O)OC(=O)N(Cc3ccccc3)C(=O)Nc4cc(cc(c4)OC)OC
5GTP,MYR,NON-POLYMER,228.371,TUNFSRHWOTWDNC-UHFFFAOYSA-N,CCCCCCCCCCCCCC(=O)O
5HZC,65W,NON-POLYMER,306.355,JTWKEZBNKHBDAW-UHFFFAOYSA-N,CC(C)(C(=O)O)Oc1ccc(cc1)c2cccc3c2cccc3
5JI0,BRL,NON-POLYMER,357.427,YASAKCUCGLMORW-HNNXBMFYSA-N,CN(CCOc1ccc(cc1)C[C@H]2C(=O)NC(=O)S2)c3ccccn3
5LSG,QZQ,NON-POLYMER,454.684,UTRVNRSDMIXTLN-BMTJSWHCSA-N,CC(=C)[C@@H]1CC[C@]2([C@H]1[C@H]3CC[C@H]4[C@]([C@@]3(CC2)C)(CC[C@H]5[C@@]4(C=C[C@@H](C5(C)C)O)C)C)C(=O)O
5TTO,7KK,NON-POLYMER,560.195,IMNDKCZZKHFDEJ-UHFFFAOYSA-N,c1ccc2c(c1)cc(cn2)Oc3c(cc(cc3Cl)NS(=O)(=O)c4cc(c(cc4F)Br)F)Cl
5TWO,7MV,NON-POLYMER,392.853,BYYJMWFBVAZQMV-UHFFFAOYSA-N,c1ccc(cc1)CNC(=O)c2ccc3c(c2)ccn3Cc4ccc(c(c4)F)Cl
5U5L,7VA,NON-POLYMER,397.448,XMSXOLDPMGMWTH-UHFFFAOYSA-N,Cn1c2cc(ccc2nc1COc3ccc(cc3)CC4C(=O)NC(=O)S4)OC
5UGM,8A7,NON-POLYMER,464.557,HAAXAFNSRADSMK-UHFFFAOYSA-N,Cc1c(nc(o1)c2ccccc2)CCOc3ccc(c4c3ccs4)CC5C(=O)NC(=O)S5
5WQX,T65,NON-POLYMER,309.444,YSSZBWQPDXCJEP-IHFZGXTKSA-N,CCCCCCCCCC/C=C/CCC(=O)/C=N/CC(=O)O
5WR0,8Y0,NON-POLYMER,764.876,XTXBLKQONYTAIB-ABCDOUFNSA-N,c1ccc-2c(c1)CN(c3ccccc3-c4c2n(nn4)CCCCCCCCCCCC/C=C/C(=O)/C=N/CC(=O)O)C(=O)CCCCCNC(=O)C(F)(F)F
5WR1,8XO,NON-POLYMER,350.456,VMJXHBQSQBKHEB-PZBCRXGTSA-N,C(CCCCCCN=[N+]=[N-])CCCCC/C=C/C(=O)/C=N/CC(=O)O
5Y2O,8N6,NON-POLYMER,356.439,HYAFETHFCAUJAY-KRWDZBQOSA-N,CCc1ccc(nc1)CCOc2ccc(cc2)C[C@H]3C(=O)NC(=O)S3
5Y2T,8LX,NON-POLYMER,480.536,CHHXEZSCHQVSRE-FQEVSTJZSA-N,CN(CCOc1ccc(cc1)C[C@H]2C(=O)NC(=O)S2)c3cc(ncn3)Oc4ccc(cc4)OC
5YCN,8LX,NON-POLYMER,480.536,CHHXEZSCHQVSRE-FQEVSTJZSA-N,CN(CCOc1ccc(cc1)C[C@H]2C(=O)NC(=O)S2)c3cc(ncn3)Oc4ccc(cc4)OC
5YCP,BRL,NON-POLYMER,357.427,YASAKCUCGLMORW-HNNXBMFYSA-N,CN(CCOc1ccc(cc1)C[C@H]2C(=O)NC(=O)S2)c3ccccn3
5Z5S,RTE,NON-POLYMER,426.825,QCDBYUFGXWPSLV-UHFFFAOYSA-N,Cn1c2cc(ccc2nc1COc3cccc(c3)C(=O)O)Oc4ccc(c(c4)F)Cl
5Z6S,RTF,NON-POLYMER,403.431,GEGLFSVXCSGSOB-UHFFFAOYSA-N,Cc1cc(c(nc1)Oc2ccc3c(c2)n(c(n3)COc4cccc(c4)C(=O)O)C)C
6AD9,KK4,NON-POLYMER,492.568,KWALRLFFHWLMRU-ZXVVBBHZSA-N,CCCc1nc2c(cccc2n1Cc3ccc\4c(c3)COc5ccccc5/C4=C(\C)/C6=NOC(=O)N6)C
6AN1,BKY,NON-POLYMER,384.381,NRIDPHPNVUPLOD-UHFFFAOYSA-N,c1ccc(c(c1)C=C2C(=O)c3ccccc3C2=O)OCc4ccc(cc4)C(=O)O
6AUG,BXG,NON-POLYMER,357.748,CVTZAGCRUDYUGB-UHFFFAOYSA-N,COc1ccc2c(c1)c(ccn2)NC(=O)c3cc(ccc3Cl)[N+](=O)[O-]
6AVI,GW9,NON-POLYMER,276.675,DNTSIBUQMRRYIU-UHFFFAOYSA-N,c1ccc(cc1)NC(=O)c2cc(ccc2Cl)[N+](=O)[O-]
6C1I,EEY,NON-POLYMER,277.663,FRPJSHKMZHWJBE-UHFFFAOYSA-N,c1cc(c(cc1[N+](=O)[O-])C(=O)Nc2ccncc2)Cl
6C5Q,EKS,NON-POLYMER,540.692,DLXSTRGKTJFVEB-QFIPXVFZSA-N,Cc1c(n(c2c1cc(cc2)C(=O)N[C@@H](C)c3ccc(cc3)C(C)(C)C)Cc4cccc(c4)OC(C)(C)C(=O)O)C
6C5T,EKP,NON-POLYMER,508.651,DVWSHWWLAFDNHD-OAQYLSRUSA-N,Cc1c(n(c2c1cc(cc2)C(=O)N[C@H](C)c3cccc(c3)C4CC4)Cc5ccc(cc5)C(C)(C)C(=O)O)C
6D3E,FT7,NON-POLYMER,432.505,BLRMZPQNLCVHEV-RUZDIDTESA-N,CC[C@H](c1ccccc1)NC(=O)c2ccc3c(c2)c(c(n3Cc4ccc(cc4F)F)C)C
6D8X,EDK,NON-POLYMER,495.569,QTQMRBZOBKYXCG-MHZLTWQESA-N,CN(CCOc1ccc(cc1)C[C@@H](C(=O)O)Nc2ccccc2C(=O)c3ccccc3)c4ccccn4
6D94,EDK,NON-POLYMER,495.569,QTQMRBZOBKYXCG-MHZLTWQESA-N,CN(CCOc1ccc(cc1)C[C@@H](C(=O)O)Nc2ccccc2C(=O)c3ccccc3)c4ccccn4
6DBH,G3S,NON-POLYMER,397.487,GQIBDPIOEBGNHW-UHFFFAOYSA-N,CCCCCN1c2ccc(cc2C(=O)C1=O)SCCc3ccc(cc3)C(=O)O
6DCU,NZA,NON-POLYMER,428.331,VUPOTURDKDMIGQ-UHFFFAOYSA-N,c1ccc(cc1)Sc2c3cc(ccc3n(c2C(=O)O)Cc4ccc(cc4)Cl)Cl
6DGL,GEV,NON-POLYMER,418.465,DAVUFXMQAAAHHE-UHFFFAOYSA-N,Cc1c(nc(o1)c2ccccc2)CCC(=O)c3ccc(cc3)C=C4C(=O)NC(=O)S4
6DGO,GD4,NON-POLYMER,441.54,GXPHKUHSUJUWKP-YADARESESA-N,Cc1c(c2c(c(c1O)C)CC[C@](O2)(C)COc3ccc(cc3)C[C@H]4C(=O)NC(=O)S4)C
6DGQ,GBV,NON-POLYMER,454.626,XXBJESQNBILSML-MRXNPFEDSA-N,c1cc(ccc1CC2=SC(=O)NC2=O)OCCNC(=O)CCCCC3CCSS3
6DGR,GDY,NON-POLYMER,331.409,NTKWOUHXDKSPIX-UHFFFAOYSA-N,c1cc(sc1)CCOc2ccc(cc2)C=C3C(=O)NC(=O)S3
6DH9,GH1,NON-POLYMER,371.407,YAUMOGALQJYOJQ-KRWDZBQOSA-N,COc1cccc(c1)C(=O)COc2ccc(cc2)CC3C(=O)NC(=O)S3
6DHA,GFV,NON-POLYMER,372.438,OXVFDZYQLGRLCD-SJCJKPOMSA-N,C[C@@H](c1ccc(nc1)CCOc2ccc(cc2)C[C@H]3C(=O)NC(=O)S3)O
6E5A,HV4,NON-POLYMER,275.346,QREKGPHPIGGKCE-FLIBITNWSA-N,C#CCOc1ccc(cc1)/C=C\2/C(=O)NC(=S)S2
6ENQ,BJB,NON-POLYMER,434.916,OQDQIFQRNZIEEJ-UHFFFAOYSA-N,c1cc2c(cc1S(=O)(=O)n3c4ccc(cc4cc3CCCC(=O)O)Cl)scn2
6F2L,AXY,NON-POLYMER,394.462,DGMLYRGMJHVKNC-SANMLTNESA-N,c1ccc(cc1)c2ccc(cc2)C[C@@H](C(=O)O)Oc3ccc(cc3)c4ccccc4
6FZF,EDK,NON-POLYMER,495.569,QTQMRBZOBKYXCG-MHZLTWQESA-N,CN(CCOc1ccc(cc1)C[C@@H](C(=O)O)Nc2ccccc2C(=O)c3ccccc3)c4ccccn4
6FZG,EDK,NON-POLYMER,495.569,QTQMRBZOBKYXCG-MHZLTWQESA-N,CN(CCOc1ccc(cc1)C[C@@H](C(=O)O)Nc2ccccc2C(=O)c3ccccc3)c4ccccn4
6FZJ,EDK,NON-POLYMER,495.569,QTQMRBZOBKYXCG-MHZLTWQESA-N,CN(CCOc1ccc(cc1)C[C@@H](C(=O)O)Nc2ccccc2C(=O)c3ccccc3)c4ccccn4
6FZP,EDK,NON-POLYMER,495.569,QTQMRBZOBKYXCG-MHZLTWQESA-N,CN(CCOc1ccc(cc1)C[C@@H](C(=O)O)Nc2ccccc2C(=O)c3ccccc3)c4ccccn4
6ICJ,A0L,NON-POLYMER,554.639,NFWXOLWPQYHMBW-UHFFFAOYSA-N,CCCCC1=NC(=C(C(=O)N1Cc2ccc(cc2)c3ccccc3C4=NOC(=O)N4)Cc5nc(no5)C(C)(C)C)C
6IJR,A9C,NON-POLYMER,571.753,BUZJOXNDWIIWSG-JSOSNVBQSA-N,CC(C)(C)/C=C(\C#N)/C(=O)N[C@@H]1CCC[C@@H]1OCc2cccc(c2)CNC(=O)c3ccc(cc3)CN4CCN(CC4)C
6IJS,A9F,NON-POLYMER,571.753,BUZJOXNDWIIWSG-IOWSJCHKSA-N,CC(C)(C)/C=C(\C#N)/C(=O)N[C@H]1CCC[C@H]1OCc2cccc(c2)CNC(=O)c3ccc(cc3)CN4CCN(CC4)C
6ILQ,AE0,NON-POLYMER,530.615,AGTBDYUKVYUOHD-UHFFFAOYSA-N,CCCCC1=NC(=C(C(=O)N1Cc2ccc(cc2)c3ccccc3C4=NOC(=O)N4)CC(=O)OCC)C(C)C
6IZM,B0X,NON-POLYMER,403.431,SWNQXLUHHMLVFL-UHFFFAOYSA-N,Cc1ccc(c(n1)C)Oc2ccc3c(c2)n(c(n3)COc4cccc(c4)C(=O)O)C
6IZN,B1O,NON-POLYMER,421.421,GHTWTHJHQYRTGW-UHFFFAOYSA-N,Cc1ccc(c(n1)C)Oc2ccc3c(c2F)n(c(n3)COc4cccc(c4)C(=O)O)C
6JEY,EJL,non-polymer,368.509,LHUWCJHCWHNRNX-JLNKQSITSA-N,CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC#CC(=O)CCCC(=O)O
6JF0,EB6,non-polymer,549.57,CEHNFAIQCQNZKE-LJAQVGFWSA-N,COc1ccc(c(c1)O)C#CC(=O)Oc2ccc(cc2)C[C@@H](C(=O)OC)Nc3ccccc3C(=O)c4ccccc4
6K0T,CTU,NON-POLYMER,528.961,YMJQPWIALYBIJM-MFKUBSTISA-N,C/C(=C\1/c2ccc(cc2COc3c1ccc(c3)F)Cc4c(nc5n4cccc5Cl)C6CC6)/C7=NOC(=O)N7
6KTN,STI,NON-POLYMER,493.603,KTUFNOKKBVMGRW-UHFFFAOYSA-N,Cc1ccc(cc1Nc2nccc(n2)c3cccnc3)NC(=O)c4ccc(cc4)CN5CCN(CC5)C
6L89,E7C,non-polymer,424.443,NGOLMNWQNHWEKU-XMMPIXPASA-N,CC(=CCc1cc(ccc1O)C[C@@]2(C(=C(C(=O)O2)O)c3ccc(cc3)O)C(=O)OC)C
6MCZ,ACD,NON-POLYMER,304.467,YZXBAPSDXZZRGB-DOFZRALJSA-N,CCCCC\C=C/C\C=C/C\C=C/C\C=C/CCCC(=O)O
6MD0,OLA,NON-POLYMER,282.461,ZQPPMHVWECSIRJ-KTKRTIGZSA-N,CCCCCCCC\C=C/CCCCCCCC(=O)O
6MD1,OLA,NON-POLYMER,282.461,ZQPPMHVWECSIRJ-KTKRTIGZSA-N,CCCCCCCC\C=C/CCCCCCCC(=O)O
6MD2,ACD,NON-POLYMER,304.467,YZXBAPSDXZZRGB-DOFZRALJSA-N,CCCCC\C=C/C\C=C/C\C=C/C\C=C/CCCC(=O)O
6MD4,BRL,NON-POLYMER,357.427,YASAKCUCGLMORW-HNNXBMFYSA-N,CN(CCOc1ccc(cc1)C[C@H]2C(=O)NC(=O)S2)c3ccccn3
6MS7,V77,NON-POLYMER,298.805,AYARWYQDJCOTIK-HNNXBMFYSA-N,CCCCCCC[C@@H](c1ccc(cc1)Cl)OCC(=O)O
6O67,LO7,NON-POLYMER,370.422,IRNJSRAGRIZIHD-KRWDZBQOSA-N,CCc1ccc(nc1)C(=O)COc2ccc(cc2)C[C@H]3C(=O)NC(=O)S3
6O68,LO4,NON-POLYMER,333.445,VYHNBSGGAFFFLO-UHFFFAOYSA-N,CC1(CCCCC1)COc2ccc(cc2)CC3=SC(=O)NC3=O
6ONI,EEY,NON-POLYMER,277.663,FRPJSHKMZHWJBE-UHFFFAOYSA-N,c1cc(c(cc1[N+](=O)[O-])C(=O)Nc2ccncc2)Cl
6ONJ,BRL,NON-POLYMER,357.427,YASAKCUCGLMORW-HNNXBMFYSA-N,CN(CCOc1ccc(cc1)C[C@H]2C(=O)NC(=O)S2)c3ccccn3
6PDZ,EEY,NON-POLYMER,277.663,FRPJSHKMZHWJBE-UHFFFAOYSA-N,c1cc(c(cc1[N+](=O)[O-])C(=O)Nc2ccncc2)Cl
6QJ5,H8R,NON-POLYMER,349.464,JIIPBCFIUGBDHZ-SFHVURJKSA-N,CCCCCCCCOc1ccc(cc1)C(=O)N[C@@H](C(C)C)C(=O)O
6T1S,EDK,NON-POLYMER,495.569,QTQMRBZOBKYXCG-MHZLTWQESA-N,CN(CCOc1ccc(cc1)C[C@@H](C(=O)O)Nc2ccccc2C(=O)c3ccccc3)c4ccccn4
6T1V,EDK,NON-POLYMER,495.569,QTQMRBZOBKYXCG-MHZLTWQESA-N,CN(CCOc1ccc(cc1)C[C@@H](C(=O)O)Nc2ccccc2C(=O)c3ccccc3)c4ccccn4
6T6B,MLQ,non-polymer,533.511,GTNKAJJMCCFDIU-QGZVFWFLSA-N,CCCCCC[C@H](C(=O)O)Sc1nc2ccc(cc2s1)NS(=O)(=O)c3ccc(cc3Cl)Cl
6T9C,MX8,non-polymer,336.426,GUGHZGUQZCBZHP-INIZCTEOSA-N,CCCCCCOc1ccc(cc1)C(=O)N[C@@H](C(C)C)C(=O)NO
6TDC,4F1,NON-POLYMER,444.79,DANLZOIRUUHIIX-UHFFFAOYSA-N,c1ccc2c(c1)c(nn2C(=O)c3c(cccc3Cl)C(F)(F)F)c4ccc(cc4)C(=O)O
6TSG,T4A,NON-POLYMER,747.829,PPJYSSNKSXAVDB-UHFFFAOYSA-N,c1c(cc(c(c1I)Oc2cc(c(c(c2)I)O)I)I)CC(=O)O
6VZL,EDK,NON-POLYMER,495.569,QTQMRBZOBKYXCG-MHZLTWQESA-N,CN(CCOc1ccc(cc1)C[C@@H](C(=O)O)Nc2ccccc2C(=O)c3ccccc3)c4ccccn4
6VZM,GEV,NON-POLYMER,418.465,DAVUFXMQAAAHHE-UHFFFAOYSA-N,Cc1c(nc(o1)c2ccccc2)CCC(=O)c3ccc(cc3)C=C4C(=O)NC(=O)S4
6Y3U,MLQ,non-polymer,533.511,GTNKAJJMCCFDIU-QGZVFWFLSA-N,CCCCCC[C@H](C(=O)O)Sc1nc2ccc(cc2s1)NS(=O)(=O)c3ccc(cc3Cl)Cl
6ZLY,QMH,non-polymer,321.411,ICRSRJPPVADSGE-INIZCTEOSA-N,CCCCCCOc1ccc(cc1)C(=O)N[C@@H](C(C)C)C(=O)O
