@structureId,@chemicalID,@type,@molecularWeight,InChIKey,smiles
3AQV,TAK,NON-POLYMER,399.488,XHBVYDAKJHETMP-UHFFFAOYSA-N,c1cc(ccc1c2cnc3c(cnn3c2)c4ccncc4)OCCN5CCCCC5
4CFE,STU,NON-POLYMER,466.531,HKSZLNNOFSGOKW-FYTWVXJKSA-N,C[C@@]12[C@@H]([C@@H](C[C@@H](O1)n3c4ccccc4c5c3c6n2c7ccccc7c6c8c5C(=O)NC8)NC)OC
4CFF,STU,NON-POLYMER,466.531,HKSZLNNOFSGOKW-FYTWVXJKSA-N,C[C@@]12[C@@H]([C@@H](C[C@@H](O1)n3c4ccccc4c5c3c6n2c7ccccc7c6c8c5C(=O)NC8)NC)OC
4ZHX,4O7,NON-POLYMER,470.563,FJJCTPAMIAOFJX-VWKRKTLRSA-N,C[C@@]12[C@@H]([C@@H](C[C@@H](O1)n3c4ccccc4c5c3-c6n2c7ccccc7c6[C@@H]8[C@H]5[C@H](NC8)O)NC)OC
5EZV,STU,NON-POLYMER,466.531,HKSZLNNOFSGOKW-FYTWVXJKSA-N,C[C@@]12[C@@H]([C@@H](C[C@@H](O1)n3c4ccccc4c5c3c6n2c7ccccc7c6c8c5C(=O)NC8)NC)OC
5ISO,STU,NON-POLYMER,466.531,HKSZLNNOFSGOKW-FYTWVXJKSA-N,C[C@@]12[C@@H]([C@@H](C[C@@H](O1)n3c4ccccc4c5c3c6n2c7ccccc7c6c8c5C(=O)NC8)NC)OC
6B1U,CG7,NON-POLYMER,471.892,MEZQZPGDJJEQPZ-UHFFFAOYSA-N,Cc1ccc(cc1C(=O)O)Oc2[nH]c3cc(c(nc3n2)c4ccc(cc4)c5ccccc5O)Cl
6B2E,CG7,NON-POLYMER,471.892,MEZQZPGDJJEQPZ-UHFFFAOYSA-N,Cc1ccc(cc1C(=O)O)Oc2[nH]c3cc(c(nc3n2)c4ccc(cc4)c5ccccc5O)Cl
6BX6,EDJ,NON-POLYMER,489.319,NEXGBSJERNQRSV-UHFFFAOYSA-N,CNC(=O)c1ccccc1Oc2c(cnc(n2)Nc3cc(c(c(c3)OC)OC)OC)Br
7MYJ,ZQV,non-polymer,516.976,DYYYOJWTTPYOIK-FQEVSTJZSA-N,Cc1ccc(cc1C(=O)O)Oc2[nH]c3cc(c(nc3n2)c4ccc(cc4)C5=CC[C@@H](CC5)NC(=O)C)Cl
8BIK,QTN,non-polymer,543.034,LFEPFIOGKSTJHX-LUGTWXOSSA-N,CS(C)(Nc1ccc(cc1)c2ccc(cc2)c3c(cc4c(n3)[nH]c(n4)O[C@@H]5CO[C@H]6[C@@H]5OC[C@H]6O)Cl)O
7CBY,PEG,NON-POLYMER,106.12,MTHSVFCYNBDYFN-UHFFFAOYSA-N,C(COCCO)O
2LKK,OLA,NON-POLYMER,282.461,ZQPPMHVWECSIRJ-KTKRTIGZSA-N,CCCCCCCC\C=C/CCCCCCCC(=O)O
3B2H,PLM,NON-POLYMER,256.424,IPCSVZSSVZVIGE-UHFFFAOYSA-N,CCCCCCCCCCCCCCCC(=O)O
3B2I,PLM,NON-POLYMER,256.424,IPCSVZSSVZVIGE-UHFFFAOYSA-N,CCCCCCCCCCCCCCCC(=O)O
3B2J,PLM,NON-POLYMER,256.424,IPCSVZSSVZVIGE-UHFFFAOYSA-N,CCCCCCCCCCCCCCCC(=O)O
3B2K,PLM,NON-POLYMER,256.424,IPCSVZSSVZVIGE-UHFFFAOYSA-N,CCCCCCCCCCCCCCCC(=O)O
3B2L,PLM,NON-POLYMER,256.424,IPCSVZSSVZVIGE-UHFFFAOYSA-N,CCCCCCCCCCCCCCCC(=O)O
3STK,PLM,NON-POLYMER,256.424,IPCSVZSSVZVIGE-UHFFFAOYSA-N,CCCCCCCCCCCCCCCC(=O)O
3STM,PLM,NON-POLYMER,256.424,IPCSVZSSVZVIGE-UHFFFAOYSA-N,CCCCCCCCCCCCCCCC(=O)O
3VG2,PLM,NON-POLYMER,256.424,IPCSVZSSVZVIGE-UHFFFAOYSA-N,CCCCCCCCCCCCCCCC(=O)O
3VG3,PLM,NON-POLYMER,256.424,IPCSVZSSVZVIGE-UHFFFAOYSA-N,CCCCCCCCCCCCCCCC(=O)O
3VG4,PLM,NON-POLYMER,256.424,IPCSVZSSVZVIGE-UHFFFAOYSA-N,CCCCCCCCCCCCCCCC(=O)O
3VG5,PLM,NON-POLYMER,256.424,IPCSVZSSVZVIGE-UHFFFAOYSA-N,CCCCCCCCCCCCCCCC(=O)O
3VG6,PLM,NON-POLYMER,256.424,IPCSVZSSVZVIGE-UHFFFAOYSA-N,CCCCCCCCCCCCCCCC(=O)O
3VG7,PLM,NON-POLYMER,256.424,IPCSVZSSVZVIGE-UHFFFAOYSA-N,CCCCCCCCCCCCCCCC(=O)O
6DRG,2VN,NON-POLYMER,502.752,PKNYXWMTHFMHKD-UHFFFAOYSA-N,CC(C)(C(=O)O)Sc1ccc(cc1)CCN(CCCCC2CCCCC2)C(=O)NC3CCCCC3
6MP4,TCI,NON-POLYMER,314.462,CYQFCXCEBYINGO-IAGOWNOFSA-N,CCCCCc1cc(c2c(c1)OC([C@H]3[C@H]2C=C(CC3)C)(C)C)O
7DZE,PLM,NON-POLYMER,256.424,IPCSVZSSVZVIGE-UHFFFAOYSA-N,CCCCCCCCCCCCCCCC(=O)O
7DZF,PLM,NON-POLYMER,256.424,IPCSVZSSVZVIGE-UHFFFAOYSA-N,CCCCCCCCCCCCCCCC(=O)O
7DZG,PLM,NON-POLYMER,256.424,IPCSVZSSVZVIGE-UHFFFAOYSA-N,CCCCCCCCCCCCCCCC(=O)O
7DZH,PLM,NON-POLYMER,256.424,IPCSVZSSVZVIGE-UHFFFAOYSA-N,CCCCCCCCCCCCCCCC(=O)O
7DZI,PLM,NON-POLYMER,256.424,IPCSVZSSVZVIGE-UHFFFAOYSA-N,CCCCCCCCCCCCCCCC(=O)O
7DZJ,PLM,NON-POLYMER,256.424,IPCSVZSSVZVIGE-UHFFFAOYSA-N,CCCCCCCCCCCCCCCC(=O)O
7DZK,PLM,NON-POLYMER,256.424,IPCSVZSSVZVIGE-UHFFFAOYSA-N,CCCCCCCCCCCCCCCC(=O)O
7DZL,PLM,NON-POLYMER,256.424,IPCSVZSSVZVIGE-UHFFFAOYSA-N,CCCCCCCCCCCCCCCC(=O)O
7FXO,BEN,NON-POLYMER,120.152,PXXJHWLDUBFPOL-UHFFFAOYSA-N,[H]/N=C(\c1ccccc1)/N
7FY8,VI9,non-polymer,427.398,JKQLCIPECSRXPD-UHFFFAOYSA-N,Cc1c(c(c(s1)NC(=O)C2=C(CCC2)C(=O)O)c3nc(no3)C(F)(F)F)C4CC4
